Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
10m 45s,1.7 m,2 m,274°,2.29 m/s,,,,285
10m 50s,1.7 m,3 m,275°,2.38 m/s,,,,285
10m 55s,1.7 m,3 m,276°,2.40 m/s,,,,285
11m 10s,3.4 m,78 m,232°,1.43 m/s,,,,285
11m 15s,3.4 m,124 m,196°,1.51 m/s,,,,285
11m 20s,3.6 m,170 m,207°,1.25 m/s,,,,285
11m 25s,3.4 m,215 m,201°,1.21 m/s,,,,285
11m 30s,3.7 m,261 m,201°,1.06 m/s,,,,285
11m 35s,3.4 m,307 m,182°,1.40 m/s,,,,285
11m 40s,3.5 m,352 m,128°,0.61 m/s,,,,285
11m 45s,3.4 m,399 m,132°,0.90 m/s,,,,285
11m 50s,3.3 m,446 m,161°,1.26 m/s,,,,285
11m 55s,3.5 m,493 m,187°,1.72 m/s,,,,285
12m 00s,3.4 m,540 m,180°,1.97 m/s,,,,285
12m 25s,2.7 m,642 m,214°,2.64 m/s,14-07-Au,,,285
12m 30s,1.6 m,643 m,217°,2.14 m/s,14-07-Au,,,285
12m 35s,2.5 m,643 m,214°,2.59 m/s,14-07-Au,,,285
12m 40s,5.2 m,643 m,209°,2.45 m/s,14-07-Au,,,285
12m 45s,11.1 m,644 m,214°,2.31 m/s,14-07-Au,,,285
12m 50s,17.9 m,643 m,219°,2.46 m/s,14-07-Au,,,285
12m 55s,25.4 m,643 m,212°,2.55 m/s,14-07-Au,,,285
13m 00s,32.9 m,643 m,218°,2.71 m/s,14-07-Au,,,285
13m 05s,38.7 m,643 m,223°,2.93 m/s,14-07-Au,,,285
13m 10s,46.4 m,643 m,214°,2.49 m/s,14-07-Au,,,285
13m 15s,53.3 m,643 m,224°,2.69 m/s,14-07-Au,,,285
13m 20s,59.7 m,643 m,229°,2.85 m/s,14-07-Au,,,285
13m 25s,66.9 m,643 m,225°,2.47 m/s,14-07-Au,,,285
13m 30s,74.5 m,643 m,231°,2.33 m/s,14-07-Au,,,285
13m 35s,80.2 m,643 m,230°,2.23 m/s,14-07-Au,,,285
13m 40s,85.2 m,643 m,233°,2.44 m/s,14-07-Au,,,285
13m 45s,90.5 m,643 m,228°,2.24 m/s,14-07-Au,,,285
13m 50s,95.4 m,643 m,233°,2.48 m/s,14-07-Au,,,285
13m 55s,101.2 m,643 m,223°,2.24 m/s,14-07-Au,,,285
14m 00s,111.0 m,643 m,226°,2.31 m/s,14-07-Au,,,285
14m 05s,121.8 m,644 m,225°,2.16 m/s,14-07-Au,,,285
14m 10s,133.2 m,644 m,225°,2.26 m/s,14-07-Au,,,285
14m 15s,144.8 m,644 m,221°,2.28 m/s,14-07-Au,,,285
14m 20s,156.8 m,644 m,221°,2.46 m/s,14-07-Au,,,285
14m 25s,169.5 m,645 m,219°,2.44 m/s,14-07-Au,,,285
14m 30s,178.1 m,644 m,223°,2.55 m/s,14-07-Au,,,285
14m 35s,187.9 m,644 m,219°,2.49 m/s,14-07-Au,,,285
14m 40s,196.1 m,644 m,220°,2.51 m/s,14-07-Au,,,285
14m 45s,205.7 m,644 m,219°,2.44 m/s,14-07-Au,,,285
14m 50s,215.8 m,643 m,217°,2.36 m/s,14-07-Au,,,285
14m 55s,226.2 m,643 m,215°,2.18 m/s,14-07-Au,,,285
15m 00s,237.2 m,643 m,211°,2.19 m/s,14-07-Au,,,285
15m 05s,248.2 m,643 m,210°,2.31 m/s,14-07-Au,,,285
15m 10s,259.7 m,643 m,210°,2.19 m/s,14-07-Au,,,285
15m 15s,271.9 m,643 m,209°,2.11 m/s,14-07-Au,,,285
15m 20s,284.2 m,643 m,214°,2.19 m/s,14-07-Au,,,285
15m 25s,295.6 m,643 m,217°,2.17 m/s,14-07-Au,,,285
15m 30s,306.3 m,644 m,213°,2.17 m/s,14-07-Au,,,285
15m 35s,313.0 m,643 m,214°,2.12 m/s,14-07-Au,,,285
19m 10s,28.9 m,574 m,66°,0.73 m/s,,,,285
19m 15s,28.9 m,529 m,8°,0.69 m/s,,,,285
19m 20s,28.9 m,483 m,14°,0.85 m/s,,,,285
19m 50s,21.8 m,229 m,41°,1.32 m/s,,,,285
19m 55s,21.8 m,193 m,50°,0.75 m/s,,,,285
20m 30s,-2.9 m,71 m,310°,2.05 m/s,,,,285
