Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
00m 10s,4.5 m,3 m,71°,2.17 m/s,13-07-Am,7.2423,61.6674,285
00m 20s,14.7 m,3 m,89°,1.91 m/s,13-07-Am,7.2423,61.6674,285
00m 25s,19.8 m,3 m,95°,1.30 m/s,13-07-Am,7.2423,61.6674,285
00m 30s,24.8 m,3 m,142°,1.21 m/s,13-07-Am,7.2423,61.6674,285
00m 35s,29.7 m,3 m,157°,1.18 m/s,13-07-Am,7.2423,61.6674,285
00m 50s,44.9 m,2 m,166°,1.12 m/s,13-07-Am,7.2423,61.6674,285
01m 40s,94.9 m,2 m,155°,1.53 m/s,13-07-Am,7.2423,61.6674,285
01m 45s,99.5 m,2 m,157°,1.63 m/s,13-07-Am,7.2423,61.6674,285
01m 50s,105.2 m,2 m,160°,1.60 m/s,13-07-Am,7.2423,61.6674,285
01m 55s,110.9 m,2 m,161°,1.24 m/s,13-07-Am,7.2423,61.6674,285
