Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
00m 30s,15.9 m,2 m,147°,4.60 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
00m 35s,22.2 m,2 m,150°,4.89 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
00m 40s,26.4 m,2 m,151°,4.45 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
00m 45s,29.8 m,4 m,146°,5.36 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
00m 50s,33.1 m,4 m,152°,4.85 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
00m 55s,35.4 m,5 m,145°,4.80 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
01m 00s,35.6 m,4 m,150°,4.34 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
01m 05s,35.4 m,5 m,150°,4.51 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
01m 10s,37.7 m,5 m,148°,5.16 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
01m 15s,47.5 m,5 m,150°,4.56 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
01m 20s,51.1 m,4 m,156°,5.16 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
01m 25s,55.8 m,3 m,159°,4.40 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
01m 30s,60.8 m,4 m,153°,4.77 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
01m 35s,66.3 m,4 m,149°,4.13 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
01m 40s,72.0 m,4 m,156°,4.49 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
01m 45s,77.5 m,4 m,159°,4.90 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
01m 50s,83.2 m,4 m,158°,5.24 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
01m 55s,88.1 m,3 m,154°,4.98 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
02m 00s,88.4 m,3 m,154°,5.25 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
02m 05s,88.9 m,4 m,156°,4.61 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
02m 10s,90.4 m,4 m,153°,4.82 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
02m 15s,93.5 m,4 m,152°,4.77 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
02m 20s,97.5 m,4 m,156°,4.39 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
02m 25s,102.8 m,3 m,158°,4.96 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
02m 30s,111.8 m,3 m,162°,4.66 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
02m 35s,122.2 m,4 m,163°,5.48 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
02m 40s,133.1 m,6 m,164°,4.62 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
02m 45s,144.1 m,8 m,165°,4.27 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
02m 55s,164.1 m,9 m,159°,4.69 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
03m 20s,207.3 m,8 m,276°,3.11 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
03m 25s,216.7 m,7 m,275°,3.32 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
03m 30s,226.1 m,7 m,270°,4.08 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
03m 35s,236.6 m,8 m,277°,4.27 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
03m 40s,246.8 m,9 m,275°,4.49 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
03m 45s,257.0 m,12 m,279°,4.47 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
03m 50s,266.7 m,14 m,281°,4.90 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
03m 55s,276.3 m,16 m,285°,5.03 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
04m 00s,286.3 m,17 m,285°,5.30 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
04m 05s,296.0 m,18 m,283°,5.68 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
04m 10s,305.5 m,17 m,283°,5.14 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
04m 15s,315.3 m,17 m,280°,4.73 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
04m 20s,325.0 m,17 m,286°,4.72 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
04m 25s,334.1 m,16 m,289°,4.75 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
04m 30s,343.5 m,16 m,282°,5.42 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
04m 35s,352.1 m,16 m,276°,6.30 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
04m 40s,361.7 m,16 m,278°,5.66 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
04m 45s,372.2 m,15 m,289°,5.17 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
04m 50s,381.5 m,13 m,287°,5.46 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
04m 55s,392.1 m,12 m,285°,5.92 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
05m 00s,402.7 m,9 m,304°,4.96 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
05m 05s,412.4 m,6 m,291°,5.22 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
05m 15s,432.3 m,15 m,278°,6.02 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
05m 20s,442.2 m,22 m,258°,7.63 m/s,13-07-Dm,7.19779468433117,61.686051540062,540
05m 30s,460.6 m,41 m,268°,7.77 m/s,13-07-Dm,,,
05m 50s,480.6 m,83 m,295°,4.30 m/s,13-07-Dm,,,
05m 55s,494.9 m,68 m,299°,4.83 m/s,13-07-Dm,,,
06m 05s,499.8 m,58 m,310°,3.98 m/s,13-07-Dm,,,
06m 10s,499.8 m,57 m,309°,4.17 m/s,13-07-Dm,,,
06m 40s,499.4 m,57 m,298°,4.27 m/s,13-07-Dm,,,
