Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
10m 35s,168.5 m,227 m,9°,6.54 m/s,na,,,540
11m 20s,439.0 m,508 m,110°,4.22 m/s,na,,,540
11m 25s,469.1 m,508 m,129°,4.46 m/s,na,,,540
15m 45s,216.9 m,697 m,343°,5.60 m/s,na,,,540
16m 10s,255.1 m,513 m,222°,6.57 m/s,na,,,540
16m 15s,255.7 m,443 m,229°,8.38 m/s,na,,,540
16m 20s,255.6 m,374 m,233°,7.76 m/s,na,,,540
16m 30s,255.2 m,235 m,242°,8.50 m/s,na,,,540
16m 35s,255.4 m,162 m,236°,6.31 m/s,na,,,540
16m 40s,256.0 m,91 m,239°,6.11 m/s,na,,,540
