Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
00m 15s,1.5 m,1 m,330°,1.98 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
00m 20s,3.2 m,1 m,322°,2.21 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
00m 25s,6.9 m,1 m,317°,1.94 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
00m 30s,12.5 m,1 m,313°,1.63 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
00m 35s,18.1 m,1 m,299°,1.35 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
00m 40s,23.5 m,1 m,307°,1.39 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
00m 45s,28.7 m,1 m,318°,1.20 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
00m 50s,33.9 m,1 m,323°,1.33 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
00m 55s,38.6 m,1 m,310°,1.27 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
01m 00s,43.8 m,1 m,315°,1.37 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
01m 05s,49.2 m,1 m,337°,1.60 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
01m 10s,54.6 m,1 m,340°,1.49 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
01m 15s,59.8 m,1 m,329°,1.70 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
01m 20s,65.1 m,1 m,333°,1.68 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
01m 25s,71.0 m,0 m,331°,1.72 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
01m 30s,77.1 m,0 m,328°,1.64 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
01m 35s,83.2 m,0 m,331°,1.62 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
01m 40s,89.2 m,0 m,331°,1.60 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
01m 45s,94.9 m,0 m,328°,1.48 m/s,14-07-Bm,7.21161101050781,61.6759523546789,295
