Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
11m 15s,58.6 m,73 m,304°,6.78 m/s,,,,420
11m 20s,58.5 m,95 m,298°,6.89 m/s,,,,420
11m 25s,65.8 m,120 m,324°,5.87 m/s,,,,420
11m 30s,67.5 m,145 m,301°,5.45 m/s,,,,420
11m 40s,68.1 m,198 m,263°,6.68 m/s,,,,420
11m 45s,68.9 m,224 m,280°,6.22 m/s,,,,420
12m 20s,65.9 m,228 m,299°,5.48 m/s,13-15-Cu,,,420
12m 35s,54.3 m,229 m,316°,6.39 m/s,13-15-Cu,,,420
12m 40s,55.1 m,229 m,321°,6.58 m/s,13-15-Cu,,,420
12m 45s,57.4 m,229 m,313°,6.99 m/s,13-15-Cu,,,420
12m 50s,60.5 m,229 m,294°,5.45 m/s,13-15-Cu,,,420
12m 55s,64.6 m,229 m,281°,6.20 m/s,13-15-Cu,,,420
13m 00s,67.4 m,229 m,294°,4.71 m/s,13-15-Cu,,,420
13m 05s,71.9 m,229 m,307°,4.05 m/s,13-15-Cu,,,420
13m 10s,75.6 m,229 m,292°,6.75 m/s,13-15-Cu,,,420
13m 15s,78.4 m,229 m,299°,8.01 m/s,13-15-Cu,,,420
13m 20s,81.3 m,229 m,299°,8.52 m/s,13-15-Cu,,,420
13m 25s,85.8 m,229 m,297°,8.13 m/s,13-15-Cu,,,420
13m 30s,91.5 m,229 m,295°,7.90 m/s,13-15-Cu,,,420
13m 35s,95.4 m,229 m,289°,7.98 m/s,13-15-Cu,,,420
13m 40s,99.4 m,229 m,293°,9.50 m/s,13-15-Cu,,,420
13m 45s,104.3 m,229 m,291°,9.28 m/s,13-15-Cu,,,420
13m 50s,109.1 m,229 m,293°,8.54 m/s,13-15-Cu,,,420
13m 55s,113.9 m,229 m,292°,9.12 m/s,13-15-Cu,,,420
14m 00s,118.6 m,229 m,295°,8.78 m/s,13-15-Cu,,,420
14m 05s,122.6 m,229 m,298°,8.65 m/s,13-15-Cu,,,420
14m 10s,126.1 m,229 m,293°,8.29 m/s,13-15-Cu,,,420
14m 25s,126.1 m,145 m,290°,5.65 m/s,,,,420
14m 30s,126.1 m,96 m,310°,5.19 m/s,,,,420
14m 45s,126.3 m,34 m,309°,8.11 m/s,,,,420
15m 50s,1.5 m,33 m,306°,5.51 m/s,,,,420
