Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
01m 10s,2.3 m,1 m,308°,0.92 m/s,13-07-Cm,7.1993,61.6805,420
01m 15s,2.4 m,1 m,335°,0.74 m/s,13-07-Cm,7.1993,61.6805,420
01m 20s,2.6 m,1 m,337°,1.30 m/s,13-07-Cm,7.1993,61.6805,420
01m 25s,4.2 m,1 m,338°,1.85 m/s,13-07-Cm,7.1993,61.6805,420
01m 30s,8.7 m,1 m,330°,1.16 m/s,13-07-Cm,7.1993,61.6805,420
01m 35s,14.6 m,1 m,326°,1.24 m/s,13-07-Cm,7.1993,61.6805,420
01m 40s,21.0 m,1 m,326°,1.27 m/s,13-07-Cm,7.1993,61.6805,420
01m 45s,26.4 m,1 m,287°,0.89 m/s,13-07-Cm,7.1993,61.6805,420
01m 50s,32.2 m,1 m,284°,0.90 m/s,13-07-Cm,7.1993,61.6805,420
01m 55s,37.6 m,1 m,300°,0.95 m/s,13-07-Cm,7.1993,61.6805,420
02m 00s,43.5 m,1 m,301°,1.15 m/s,13-07-Cm,7.1993,61.6805,420
02m 05s,49.3 m,1 m,290°,0.81 m/s,13-07-Cm,7.1993,61.6805,420
02m 10s,55.1 m,1 m,292°,1.21 m/s,13-07-Cm,7.1993,61.6805,420
02m 15s,60.8 m,1 m,315°,1.44 m/s,13-07-Cm,7.1993,61.6805,420
02m 20s,66.1 m,1 m,318°,1.25 m/s,13-07-Cm,7.1993,61.6805,420
02m 25s,71.4 m,1 m,326°,0.97 m/s,13-07-Cm,7.1993,61.6805,420
02m 30s,76.7 m,1 m,310°,0.59 m/s,13-07-Cm,7.1993,61.6805,420
02m 35s,81.9 m,1 m,354°,0.52 m/s,13-07-Cm,7.1993,61.6805,420
02m 40s,87.2 m,1 m,24°,0.38 m/s,13-07-Cm,7.1993,61.6805,420
02m 45s,92.5 m,1 m,51°,0.24 m/s,13-07-Cm,7.1993,61.6805,420
02m 50s,97.3 m,1 m,45°,0.35 m/s,13-07-Cm,7.1993,61.6805,420
02m 55s,104.5 m,1 m,61°,0.41 m/s,13-07-Cm,7.1993,61.6805,420
03m 00s,115.0 m,1 m,352°,0.14 m/s,13-07-Cm,7.1993,61.6805,420
03m 05s,125.6 m,1 m,5°,0.32 m/s,13-07-Cm,7.1993,61.6805,420
