Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
00m 10s,5.1 m,1 m,265°,8.62 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
00m 15s,11.3 m,1 m,254°,8.25 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
00m 25s,20.7 m,1 m,250°,6.82 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
00m 30s,27.8 m,1 m,255°,8.74 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
00m 35s,33.0 m,2 m,259°,7.85 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
00m 40s,38.2 m,2 m,257°,7.82 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
00m 45s,42.7 m,2 m,266°,6.25 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
00m 50s,48.7 m,2 m,248°,7.08 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
01m 05s,65.8 m,5 m,284°,10.11 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
01m 10s,72.6 m,5 m,288°,9.61 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
01m 30s,98.4 m,3 m,286°,9.38 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
01m 35s,105.1 m,2 m,294°,10.24 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
01m 40s,115.1 m,2 m,284°,9.51 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
01m 50s,134.2 m,2 m,293°,9.47 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
01m 55s,144.2 m,2 m,293°,8.89 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
02m 00s,154.0 m,2 m,292°,8.27 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
02m 05s,163.0 m,2 m,297°,7.30 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
02m 10s,172.0 m,2 m,287°,6.82 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
02m 15s,183.3 m,2 m,278°,5.63 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
02m 20s,195.9 m,2 m,280°,4.40 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
02m 25s,208.6 m,2 m,280°,3.75 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
02m 30s,221.0 m,2 m,289°,5.24 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
02m 35s,233.3 m,2 m,278°,5.28 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
02m 40s,245.4 m,2 m,276°,5.07 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
02m 45s,257.2 m,2 m,264°,4.30 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
02m 50s,268.3 m,2 m,280°,3.96 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
02m 55s,279.4 m,2 m,319°,2.18 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
03m 00s,290.4 m,2 m,337°,3.85 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
03m 05s,301.3 m,2 m,332°,2.80 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
03m 10s,312.2 m,2 m,350°,1.80 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
03m 15s,321.6 m,2 m,330°,1.50 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
03m 25s,340.7 m,2 m,268°,0.86 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
03m 30s,350.3 m,2 m,270°,1.10 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
03m 35s,360.1 m,2 m,292°,0.92 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
03m 40s,369.6 m,2 m,309°,0.93 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
03m 45s,378.8 m,2 m,303°,0.93 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
03m 50s,388.7 m,2 m,322°,0.74 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
03m 55s,398.8 m,2 m,311°,0.62 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
04m 00s,408.9 m,2 m,301°,0.51 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
04m 15s,438.7 m,1 m,294°,1.81 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
04m 20s,448.1 m,1 m,298°,1.46 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
04m 25s,457.3 m,1 m,293°,1.82 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
04m 30s,466.1 m,1 m,280°,1.60 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
04m 35s,474.8 m,1 m,287°,1.92 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
04m 40s,483.7 m,2 m,283°,1.61 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
04m 45s,492.8 m,2 m,298°,1.72 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
04m 50s,499.7 m,2 m,308°,1.62 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
05m 00s,499.6 m,2 m,351°,1.65 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
05m 05s,499.5 m,2 m,329°,1.38 m/s,13-18-Dm,7.19779468433117,61.686051540062,540
