Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
00m 10s,2.2 m,0 m,330°,1.90 m/s,14-12-Cm,7.1993,61.6805,420
00m 15s,7.5 m,0 m,356°,2.04 m/s,14-12-Cm,7.1993,61.6805,420
00m 20s,13.7 m,1 m,343°,1.52 m/s,14-12-Cm,7.1993,61.6805,420
00m 25s,19.2 m,1 m,349°,1.39 m/s,14-12-Cm,7.1993,61.6805,420
00m 30s,25.2 m,1 m,341°,1.29 m/s,14-12-Cm,7.1993,61.6805,420
00m 35s,32.0 m,1 m,347°,1.44 m/s,14-12-Cm,7.1993,61.6805,420
00m 40s,38.6 m,1 m,344°,1.21 m/s,14-12-Cm,7.1993,61.6805,420
00m 45s,44.7 m,1 m,339°,1.15 m/s,14-12-Cm,7.1993,61.6805,420
00m 50s,50.8 m,1 m,340°,1.37 m/s,14-12-Cm,7.1993,61.6805,420
00m 55s,57.0 m,1 m,333°,1.28 m/s,14-12-Cm,7.1993,61.6805,420
01m 00s,63.7 m,1 m,333°,1.31 m/s,14-12-Cm,7.1993,61.6805,420
01m 05s,70.5 m,1 m,331°,1.33 m/s,14-12-Cm,7.1993,61.6805,420
01m 10s,77.2 m,1 m,334°,1.45 m/s,14-12-Cm,7.1993,61.6805,420
01m 15s,83.2 m,0 m,334°,1.40 m/s,14-12-Cm,7.1993,61.6805,420
01m 20s,89.5 m,0 m,345°,1.25 m/s,14-12-Cm,7.1993,61.6805,420
01m 25s,95.6 m,0 m,345°,1.18 m/s,14-12-Cm,7.1993,61.6805,420
01m 30s,103.2 m,0 m,342°,1.01 m/s,14-12-Cm,7.1993,61.6805,420
01m 35s,112.8 m,0 m,353°,1.13 m/s,14-12-Cm,7.1993,61.6805,420
01m 40s,122.8 m,0 m,1°,1.30 m/s,14-12-Cm,7.1993,61.6805,420
01m 45s,133.7 m,0 m,8°,1.28 m/s,14-12-Cm,7.1993,61.6805,420
01m 50s,144.9 m,0 m,11°,1.71 m/s,14-12-Cm,7.1993,61.6805,420
01m 55s,156.3 m,0 m,13°,1.49 m/s,14-12-Cm,7.1993,61.6805,420
02m 00s,167.8 m,0 m,17°,1.69 m/s,14-12-Cm,7.1993,61.6805,420
02m 05s,179.4 m,0 m,23°,1.74 m/s,14-12-Cm,7.1993,61.6805,420
02m 10s,190.3 m,0 m,14°,0.98 m/s,14-12-Cm,7.1993,61.6805,420
02m 15s,202.0 m,0 m,356°,0.41 m/s,14-12-Cm,7.1993,61.6805,420
02m 20s,212.1 m,0 m,71°,0.15 m/s,14-12-Cm,7.1993,61.6805,420
02m 25s,222.5 m,1 m,316°,0.03 m/s,14-12-Cm,7.1993,61.6805,420
02m 30s,233.2 m,1 m,310°,0.15 m/s,14-12-Cm,7.1993,61.6805,420
02m 35s,244.5 m,1 m,328°,0.26 m/s,14-12-Cm,7.1993,61.6805,420
02m 40s,256.0 m,1 m,272°,0.23 m/s,14-12-Cm,7.1993,61.6805,420
02m 45s,268.0 m,1 m,272°,0.16 m/s,14-12-Cm,7.1993,61.6805,420
02m 50s,279.1 m,1 m,232°,0.12 m/s,14-12-Cm,7.1993,61.6805,420
02m 55s,290.2 m,1 m,226°,0.12 m/s,14-12-Cm,7.1993,61.6805,420
03m 00s,301.7 m,1 m,359°,0.18 m/s,14-12-Cm,7.1993,61.6805,420
03m 05s,313.0 m,1 m,45°,0.19 m/s,14-12-Cm,7.1993,61.6805,420
03m 10s,324.6 m,1 m,105°,0.16 m/s,14-12-Cm,7.1993,61.6805,420
03m 15s,336.4 m,1 m,107°,0.29 m/s,14-12-Cm,7.1993,61.6805,420
03m 20s,347.9 m,1 m,129°,0.17 m/s,14-12-Cm,7.1993,61.6805,420
03m 25s,359.3 m,0 m,118°,0.51 m/s,14-12-Cm,7.1993,61.6805,420
03m 30s,369.5 m,0 m,168°,0.83 m/s,14-12-Cm,7.1993,61.6805,420
03m 35s,380.1 m,0 m,167°,1.00 m/s,14-12-Cm,7.1993,61.6805,420
03m 40s,391.5 m,0 m,156°,1.21 m/s,14-12-Cm,7.1993,61.6805,420
03m 45s,402.2 m,0 m,130°,1.21 m/s,14-12-Cm,7.1993,61.6805,420
03m 50s,413.4 m,0 m,122°,1.59 m/s,14-12-Cm,7.1993,61.6805,420
03m 55s,424.7 m,0 m,111°,1.70 m/s,14-12-Cm,7.1993,61.6805,420
04m 00s,435.9 m,0 m,125°,2.03 m/s,14-12-Cm,7.1993,61.6805,420
04m 05s,446.7 m,0 m,119°,1.85 m/s,14-12-Cm,7.1993,61.6805,420
04m 10s,457.8 m,1 m,116°,2.43 m/s,14-12-Cm,7.1993,61.6805,420
04m 15s,469.5 m,1 m,102°,3.48 m/s,14-12-Cm,7.1993,61.6805,420
04m 20s,480.7 m,1 m,95°,2.90 m/s,14-12-Cm,7.1993,61.6805,420
04m 25s,491.9 m,1 m,96°,3.63 m/s,14-12-Cm,7.1993,61.6805,420
04m 30s,499.2 m,1 m,98°,3.03 m/s,14-12-Cm,7.1993,61.6805,420
04m 35s,499.2 m,1 m,94°,2.90 m/s,14-12-Cm,7.1993,61.6805,420
