Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
00m 25s,5.7 m,57 m,22°,4.83 m/s,,7.2423,61.6674,285
00m 30s,5.7 m,57 m,32°,4.61 m/s,na,7.2423,61.6674,285
00m 35s,5.7 m,57 m,32°,4.54 m/s,,,,
01m 00s,5.6 m,68 m,282°,4.90 m/s,14-09-Am,,,
01m 05s,7.0 m,68 m,282°,4.71 m/s,14-09-Am,,,
01m 20s,22.2 m,69 m,280°,4.37 m/s,14-09-Am,,,
01m 25s,27.3 m,69 m,281°,4.13 m/s,14-09-Am,,,
01m 30s,32.3 m,69 m,284°,4.02 m/s,14-09-Am,,,
01m 40s,42.4 m,69 m,281°,4.26 m/s,14-09-Am,,,
02m 10s,72.7 m,69 m,276°,3.85 m/s,14-09-Am,,,
02m 15s,77.8 m,69 m,276°,3.86 m/s,14-09-Am,,,
02m 20s,82.7 m,69 m,277°,3.86 m/s,14-09-Am,,,
02m 25s,87.8 m,69 m,278°,3.88 m/s,14-09-Am,,,
02m 30s,92.7 m,69 m,278°,4.05 m/s,14-09-Am,,,
02m 35s,97.2 m,69 m,277°,4.05 m/s,14-09-Am,,,
02m 55s,134.1 m,69 m,274°,4.45 m/s,14-09-Am,,,
03m 00s,144.2 m,69 m,273°,4.58 m/s,14-09-Am,,,
03m 05s,154.2 m,69 m,270°,4.56 m/s,14-09-Am,,,
03m 10s,164.3 m,69 m,267°,4.55 m/s,14-09-Am,,,
03m 25s,194.4 m,69 m,271°,4.35 m/s,14-09-Am,,,
03m 30s,204.5 m,69 m,273°,4.43 m/s,14-09-Am,,,
03m 35s,214.6 m,69 m,275°,4.43 m/s,14-09-Am,,,
03m 50s,244.7 m,68 m,277°,4.33 m/s,14-09-Am,,,
03m 55s,254.8 m,68 m,281°,4.29 m/s,14-09-Am,,,
04m 00s,264.8 m,68 m,282°,4.43 m/s,14-09-Am,,,
04m 10s,284.9 m,68 m,281°,4.45 m/s,14-09-Am,,,
04m 15s,295.0 m,68 m,280°,4.57 m/s,14-09-Am,,,
04m 20s,305.0 m,68 m,279°,4.60 m/s,14-09-Am,,,
04m 25s,315.0 m,68 m,282°,4.62 m/s,14-09-Am,,,
04m 40s,345.2 m,68 m,280°,4.37 m/s,14-09-Am,,,
04m 45s,355.3 m,68 m,276°,4.50 m/s,14-09-Am,,,
04m 55s,375.4 m,68 m,261°,4.23 m/s,14-09-Am,,,
05m 00s,385.4 m,68 m,255°,4.34 m/s,14-09-Am,,,
05m 05s,395.5 m,68 m,255°,4.28 m/s,14-09-Am,,,
05m 10s,405.5 m,67 m,256°,4.21 m/s,14-09-Am,,,
05m 15s,415.5 m,67 m,252°,4.21 m/s,14-09-Am,,,
05m 30s,445.7 m,67 m,257°,3.68 m/s,14-09-Am,,,
05m 35s,455.8 m,67 m,261°,3.59 m/s,14-09-Am,,,
05m 50s,485.9 m,67 m,264°,3.62 m/s,14-09-Am,,,
11m 05s,7.2 m,70 m,276°,5.37 m/s,,,,
11m 15s,5.7 m,70 m,276°,4.91 m/s,,,,
