Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
02m 30s,116.4 m,0 m,160°,1.26 m/s,13-07-Am,7.2423,61.6674,285
02m 35s,121.9 m,0 m,154°,1.36 m/s,13-07-Am,7.2423,61.6674,285
02m 40s,129.9 m,0 m,156°,1.38 m/s,13-07-Am,7.2423,61.6674,285
02m 45s,137.8 m,1 m,167°,1.34 m/s,13-07-Am,7.2423,61.6674,285
02m 50s,147.7 m,1 m,168°,0.80 m/s,13-07-Am,7.2423,61.6674,285
02m 55s,158.1 m,2 m,158°,1.05 m/s,13-07-Am,7.2423,61.6674,285
03m 00s,169.5 m,2 m,175°,0.93 m/s,13-07-Am,7.2423,61.6674,285
03m 05s,181.5 m,2 m,169°,0.82 m/s,13-07-Am,7.2423,61.6674,285
03m 10s,192.6 m,1 m,218°,0.32 m/s,13-07-Am,7.2423,61.6674,285
03m 15s,203.8 m,2 m,272°,0.15 m/s,13-07-Am,7.2423,61.6674,285
03m 20s,215.2 m,2 m,277°,0.22 m/s,13-07-Am,7.2423,61.6674,285
03m 25s,225.9 m,1 m,297°,0.32 m/s,13-07-Am,7.2423,61.6674,285
03m 30s,236.4 m,1 m,309°,0.31 m/s,13-07-Am,7.2423,61.6674,285
03m 35s,247.7 m,2 m,357°,0.22 m/s,13-07-Am,7.2423,61.6674,285
03m 40s,259.7 m,2 m,358°,0.19 m/s,13-07-Am,7.2423,61.6674,285
03m 45s,272.1 m,1 m,30°,0.24 m/s,13-07-Am,7.2423,61.6674,285
03m 50s,284.1 m,2 m,29°,0.40 m/s,13-07-Am,7.2423,61.6674,285
03m 55s,296.5 m,1 m,32°,0.36 m/s,13-07-Am,7.2423,61.6674,285
04m 00s,309.5 m,2 m,25°,0.39 m/s,13-07-Am,7.2423,61.6674,285
04m 05s,320.8 m,2 m,26°,0.46 m/s,13-07-Am,7.2423,61.6674,285
04m 10s,332.0 m,2 m,55°,0.34 m/s,13-07-Am,7.2423,61.6674,285
04m 15s,343.7 m,2 m,77°,0.38 m/s,13-07-Am,7.2423,61.6674,285
04m 20s,355.8 m,2 m,79°,0.46 m/s,13-07-Am,7.2423,61.6674,285
04m 25s,368.3 m,2 m,67°,0.59 m/s,13-07-Am,7.2423,61.6674,285
04m 30s,381.1 m,2 m,53°,0.64 m/s,13-07-Am,7.2423,61.6674,285
04m 35s,392.8 m,2 m,47°,0.75 m/s,13-07-Am,7.2423,61.6674,285
04m 40s,405.3 m,2 m,55°,0.78 m/s,13-07-Am,7.2423,61.6674,285
04m 45s,417.5 m,1 m,57°,0.96 m/s,13-07-Am,7.2423,61.6674,285
04m 50s,429.6 m,1 m,55°,1.15 m/s,13-07-Am,7.2423,61.6674,285
04m 55s,442.3 m,1 m,61°,1.03 m/s,13-07-Am,7.2423,61.6674,285
05m 00s,455.2 m,2 m,65°,0.97 m/s,13-07-Am,7.2423,61.6674,285
05m 05s,468.2 m,2 m,77°,0.93 m/s,13-07-Am,7.2423,61.6674,285
05m 10s,481.2 m,2 m,77°,0.71 m/s,13-07-Am,7.2423,61.6674,285
05m 15s,492.1 m,1 m,87°,0.62 m/s,13-07-Am,7.2423,61.6674,285
05m 20s,499.7 m,1 m,102°,0.74 m/s,13-07-Am,7.2423,61.6674,285
