Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
00m 10s,2.7 m,4 m,37°,5.78 m/s,12-15-Am,7.2423,61.6674,285
01m 45s,96.4 m,3 m,64°,4.74 m/s,12-15-Am,7.2423,61.6674,285
05m 15s,328.8 m,3 m,332°,0.55 m/s,12-15-Am,7.2423,61.6674,285
05m 50s,367.7 m,3 m,275°,1.55 m/s,12-15-Am,7.2423,61.6674,285
06m 30s,412.0 m,3 m,268°,2.67 m/s,12-15-Am,7.2423,61.6674,285
06m 45s,428.8 m,3 m,255°,2.15 m/s,12-15-Am,7.2423,61.6674,285
07m 05s,450.9 m,3 m,260°,1.97 m/s,12-15-Am,7.2423,61.6674,285
07m 45s,494.6 m,3 m,285°,3.31 m/s,12-15-Am,7.2423,61.6674,285
07m 50s,499.3 m,3 m,309°,2.23 m/s,12-15-Am,7.2423,61.6674,285
12m 30s,-2.5 m,2 m,5°,1.75 m/s,,,,
12m 35s,-3.2 m,1 m,21°,0.63 m/s,,,,
