Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
10m 35s,109.5 m,150 m,343°,4.20 m/s,,,,540
10m 55s,231.9 m,303 m,296°,4.78 m/s,,,,540
11m 00s,261.0 m,352 m,306°,5.56 m/s,,,,540
11m 05s,291.9 m,402 m,305°,5.75 m/s,,,,540
11m 10s,323.3 m,452 m,300°,3.13 m/s,,,,540
11m 15s,353.6 m,495 m,329°,2.79 m/s,,,,540
11m 30s,443.9 m,618 m,48°,3.52 m/s,,,,540
12m 10s,498.9 m,815 m,27°,1.79 m/s,13-12-Es,,,540
12m 15s,498.2 m,815 m,28°,2.38 m/s,13-12-Es,,,540
12m 20s,496.5 m,815 m,22°,3.11 m/s,13-12-Es,,,540
16m 15s,181.4 m,529 m,261°,7.69 m/s,,,,540
16m 25s,180.8 m,408 m,256°,7.37 m/s,,,,540
16m 30s,179.6 m,337 m,262°,7.36 m/s,,,,540
16m 45s,177.9 m,169 m,263°,4.58 m/s,,,,540
17m 05s,177.1 m,137 m,307°,4.50 m/s,,,,540
19m 40s,-2.9 m,135 m,298°,4.30 m/s,,,,540
19m 45s,-4.2 m,135 m,328°,3.20 m/s,,,,540
19m 50s,-5.0 m,135 m,312°,3.49 m/s,,,,540
19m 55s,-3.9 m,135 m,343°,3.15 m/s,,,,540
20m 05s,22.8 m,135 m,308°,5.44 m/s,,,,540
20m 20s,79.9 m,134 m,296°,5.66 m/s,,,,540
20m 35s,172.1 m,220 m,313°,5.03 m/s,,,,540
20m 40s,201.9 m,265 m,316°,6.41 m/s,,,,540
23m 35s,-44.8 m,325 m,5°,3.45 m/s,,,,540
23m 40s,-46.6 m,326 m,352°,2.71 m/s,,,,540
23m 45s,-48.5 m,326 m,347°,2.77 m/s,,,,540
23m 50s,-48.8 m,326 m,345°,2.45 m/s,,,,540
23m 55s,-19.5 m,324 m,332°,2.59 m/s,,,,540
24m 25s,153.6 m,166 m,261°,4.54 m/s,,,,540
24m 55s,196.7 m,20 m,294°,5.67 m/s,,,,540
