Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
11m 10s,19.2 m,114 m,320°,2.10 m/s,,,,295
11m 15s,19.1 m,114 m,329°,2.05 m/s,,,,295
11m 35s,18.7 m,133 m,332°,1.83 m/s,14-12-Bu,7.209,61.6775,295
11m 40s,18.8 m,133 m,328°,1.77 m/s,14-12-Bu,,,295
11m 45s,23.8 m,132 m,337°,1.54 m/s,14-12-Bu,,,295
11m 50s,28.9 m,133 m,348°,1.47 m/s,14-12-Bu,,,295
11m 55s,34.4 m,132 m,345°,1.39 m/s,14-12-Bu,,,295
12m 00s,40.0 m,132 m,341°,1.48 m/s,14-12-Bu,,,295
12m 05s,45.2 m,133 m,343°,1.51 m/s,14-12-Bu,,,295
12m 10s,50.6 m,133 m,342°,1.36 m/s,14-12-Bu,,,295
12m 15s,55.6 m,132 m,349°,1.15 m/s,14-12-Bu,,,295
12m 20s,60.6 m,132 m,354°,1.11 m/s,14-12-Bu,,,295
12m 25s,66.2 m,132 m,355°,0.77 m/s,14-12-Bu,,,295
12m 30s,72.1 m,132 m,354°,0.46 m/s,14-12-Bu,,,295
12m 35s,78.4 m,132 m,29°,0.54 m/s,14-12-Bu,,,295
12m 40s,84.4 m,132 m,22°,0.58 m/s,14-12-Bu,,,295
12m 45s,90.1 m,132 m,340°,0.41 m/s,14-12-Bu,,,295
12m 50s,95.1 m,132 m,349°,0.30 m/s,14-12-Bu,,,295
12m 55s,101.2 m,132 m,354°,0.08 m/s,14-12-Bu,,,295
13m 00s,112.5 m,133 m,299°,0.43 m/s,14-12-Bu,,,295
13m 05s,122.9 m,133 m,326°,0.54 m/s,14-12-Bu,,,295
13m 10s,133.4 m,133 m,336°,0.55 m/s,14-12-Bu,,,295
13m 15s,143.9 m,132 m,329°,0.57 m/s,14-12-Bu,,,295
13m 20s,154.6 m,132 m,330°,0.68 m/s,14-12-Bu,,,295
13m 25s,165.4 m,132 m,321°,0.73 m/s,14-12-Bu,,,295
13m 30s,176.1 m,132 m,328°,0.60 m/s,14-12-Bu,,,295
13m 35s,187.0 m,132 m,352°,0.12 m/s,14-12-Bu,,,295
13m 40s,197.9 m,132 m,355°,0.19 m/s,14-12-Bu,,,295
13m 45s,208.7 m,132 m,338°,0.37 m/s,14-12-Bu,,,295
13m 50s,219.3 m,132 m,323°,0.49 m/s,14-12-Bu,,,295
13m 55s,230.2 m,132 m,297°,0.47 m/s,14-12-Bu,,,295
14m 00s,240.5 m,132 m,300°,0.50 m/s,14-12-Bu,,,295
14m 05s,250.4 m,132 m,292°,0.49 m/s,14-12-Bu,,,295
14m 10s,260.8 m,132 m,281°,0.57 m/s,14-12-Bu,,,295
14m 15s,271.4 m,132 m,289°,0.85 m/s,14-12-Bu,,,295
14m 20s,281.9 m,132 m,273°,0.87 m/s,14-12-Bu,,,295
14m 25s,292.6 m,132 m,260°,1.24 m/s,14-12-Bu,,,295
14m 30s,303.2 m,132 m,272°,1.13 m/s,14-12-Bu,,,295
14m 35s,313.7 m,132 m,274°,1.00 m/s,14-12-Bu,,,295
14m 40s,323.9 m,132 m,291°,0.87 m/s,14-12-Bu,,,295
14m 45s,333.6 m,132 m,314°,0.72 m/s,14-12-Bu,,,295
14m 50s,344.3 m,132 m,322°,0.48 m/s,14-12-Bu,,,295
14m 55s,354.8 m,132 m,6°,0.48 m/s,14-12-Bu,,,295
15m 00s,365.2 m,132 m,358°,0.22 m/s,14-12-Bu,,,295
15m 05s,375.7 m,132 m,351°,0.13 m/s,14-12-Bu,,,295
15m 10s,386.1 m,132 m,358°,0.24 m/s,14-12-Bu,,,295
15m 15s,397.1 m,132 m,293°,0.24 m/s,14-12-Bu,,,295
15m 20s,407.8 m,132 m,355°,0.35 m/s,14-12-Bu,,,295
15m 35s,411.3 m,132 m,356°,0.39 m/s,14-12-Bu,,,295
15m 40s,411.3 m,132 m,351°,0.44 m/s,14-12-Bu,,,295
15m 50s,411.2 m,66 m,181°,0.57 m/s,,,,295
16m 05s,411.1 m,2 m,13°,1.48 m/s,,,,295
18m 40s,3.0 m,3 m,284°,2.22 m/s,,,,295
18m 45s,1.8 m,3 m,293°,1.94 m/s,,,,295
