Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
00m 15s,17.9 m,0 m,324°,2.23 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
00m 20s,23.1 m,0 m,328°,2.29 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
00m 25s,28.7 m,0 m,330°,1.99 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
00m 30s,34.1 m,0 m,335°,1.91 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
00m 35s,39.2 m,0 m,333°,1.86 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
00m 40s,44.2 m,0 m,331°,1.95 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
00m 45s,49.2 m,1 m,333°,1.94 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
00m 50s,54.5 m,1 m,333°,2.02 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
00m 55s,60.0 m,1 m,334°,2.11 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
01m 00s,65.6 m,1 m,338°,2.16 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
01m 05s,71.0 m,1 m,344°,2.14 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
01m 10s,76.6 m,1 m,348°,2.17 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
01m 15s,81.9 m,1 m,348°,2.15 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
01m 20s,87.3 m,1 m,345°,1.96 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
01m 25s,92.9 m,1 m,348°,1.92 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
01m 30s,98.5 m,1 m,347°,1.90 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
01m 35s,104.9 m,1 m,347°,2.01 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
01m 40s,114.8 m,1 m,345°,1.76 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
01m 45s,125.5 m,1 m,350°,1.37 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
01m 50s,136.1 m,1 m,343°,1.03 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
01m 55s,146.9 m,1 m,346°,0.75 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
02m 00s,156.4 m,1 m,355°,0.56 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
02m 05s,160.7 m,1 m,349°,0.68 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
02m 10s,170.3 m,1 m,334°,0.27 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
02m 15s,182.2 m,1 m,273°,0.22 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
02m 20s,193.4 m,1 m,3°,0.01 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
02m 25s,204.5 m,1 m,1°,0.32 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
02m 30s,215.7 m,1 m,339°,0.77 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
02m 35s,227.0 m,1 m,336°,0.91 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
02m 40s,237.5 m,1 m,318°,0.78 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
02m 45s,247.1 m,1 m,326°,1.07 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
02m 50s,257.2 m,1 m,324°,1.15 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
02m 55s,268.3 m,1 m,311°,1.24 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
03m 00s,279.4 m,1 m,311°,1.15 m/s,14-09-Bm,7.21161101050781,61.6759523546789,295
