Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
10m 10s,2.2 m,1 m,59°,1.05 m/s,,,,420
10m 15s,2.3 m,1 m,58°,0.75 m/s,,,,420
10m 20s,2.3 m,1 m,57°,0.33 m/s,,,,420
10m 25s,2.3 m,1 m,28°,0.51 m/s,,,,420
10m 30s,2.3 m,1 m,345°,0.57 m/s,,,,420
11m 35s,77.7 m,236 m,67°,1.04 m/s,14-09-Cu,,,420
12m 00s,57.9 m,237 m,16°,0.32 m/s,14-09-Cu,,,420
12m 05s,56.6 m,237 m,340°,0.17 m/s,14-09-Cu,,,420
12m 20s,56.0 m,236 m,314°,0.94 m/s,14-09-Cu,,,420
12m 25s,60.5 m,236 m,290°,1.12 m/s,14-09-Cu,,,420
12m 30s,66.1 m,236 m,272°,0.92 m/s,14-09-Cu,,,420
12m 35s,71.4 m,236 m,261°,1.33 m/s,14-09-Cu,,,420
12m 40s,76.6 m,236 m,273°,1.33 m/s,14-09-Cu,,,420
12m 45s,82.3 m,236 m,273°,1.24 m/s,14-09-Cu,,,420
12m 50s,88.1 m,236 m,272°,1.15 m/s,14-09-Cu,,,420
12m 55s,93.3 m,236 m,276°,1.28 m/s,14-09-Cu,,,420
13m 00s,99.7 m,236 m,277°,1.43 m/s,14-09-Cu,,,420
13m 05s,106.7 m,236 m,274°,1.40 m/s,14-09-Cu,,,420
13m 10s,113.3 m,236 m,286°,1.44 m/s,14-09-Cu,,,420
13m 15s,122.8 m,236 m,284°,1.49 m/s,14-09-Cu,,,420
13m 20s,133.9 m,236 m,297°,1.08 m/s,14-09-Cu,,,420
13m 25s,144.5 m,236 m,315°,1.63 m/s,14-09-Cu,,,420
13m 30s,155.0 m,236 m,352°,1.23 m/s,14-09-Cu,,,420
13m 35s,165.8 m,237 m,326°,0.65 m/s,14-09-Cu,,,420
13m 40s,177.9 m,237 m,289°,0.31 m/s,14-09-Cu,,,420
13m 45s,187.5 m,237 m,270°,0.40 m/s,14-09-Cu,,,420
13m 50s,197.8 m,237 m,268°,0.78 m/s,14-09-Cu,,,420
13m 55s,208.7 m,236 m,254°,0.95 m/s,14-09-Cu,,,420
14m 00s,219.9 m,236 m,258°,0.95 m/s,14-09-Cu,,,420
14m 05s,230.7 m,236 m,273°,0.84 m/s,14-09-Cu,,,420
14m 10s,240.7 m,236 m,268°,0.93 m/s,14-09-Cu,,,420
14m 15s,250.1 m,236 m,254°,0.91 m/s,14-09-Cu,,,420
14m 20s,259.8 m,236 m,261°,1.09 m/s,14-09-Cu,,,420
14m 25s,268.8 m,236 m,251°,1.06 m/s,14-09-Cu,,,420
14m 30s,278.4 m,236 m,258°,1.69 m/s,14-09-Cu,,,420
14m 35s,288.3 m,236 m,245°,1.30 m/s,14-09-Cu,,,420
14m 40s,298.1 m,236 m,233°,1.03 m/s,14-09-Cu,,,420
14m 45s,308.3 m,236 m,241°,1.16 m/s,14-09-Cu,,,420
14m 50s,318.5 m,236 m,217°,0.91 m/s,14-09-Cu,,,420
14m 55s,328.6 m,236 m,216°,1.06 m/s,14-09-Cu,,,420
15m 00s,338.2 m,236 m,223°,0.88 m/s,14-09-Cu,,,420
15m 05s,347.6 m,236 m,227°,0.90 m/s,14-09-Cu,,,420
15m 10s,357.0 m,236 m,233°,0.94 m/s,14-09-Cu,,,420
15m 15s,362.2 m,236 m,212°,1.36 m/s,14-09-Cu,,,420
15m 20s,362.0 m,236 m,225°,1.22 m/s,14-09-Cu,,,420
15m 35s,362.1 m,145 m,240°,0.82 m/s,,,,420
15m 40s,362.1 m,96 m,210°,1.03 m/s,,,,420
15m 45s,362.1 m,46 m,247°,0.69 m/s,,,,420
