Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
13m 25s,14.3 m,90 m,5°,3.42 m/s,,,,285
13m 30s,14.4 m,123 m,9°,2.80 m/s,,,,285
13m 35s,14.2 m,161 m,15°,3.09 m/s,,,,285
13m 40s,14.3 m,201 m,22°,4.03 m/s,,,,285
13m 45s,14.4 m,242 m,21°,3.36 m/s,,,,285
13m 50s,14.4 m,284 m,20°,3.65 m/s,,,,285
14m 00s,12.2 m,323 m,358°,2.62 m/s,14-12-Au,,,285
14m 06s,10.1 m,322 m,358°,3.09 m/s,14-12-Au,,,285
14m 25s,3.6 m,322 m,346°,2.95 m/s,14-12-Au,,,285
14m 30s,8.9 m,322 m,349°,3.44 m/s,14-12-Au,,,285
14m 35s,14.8 m,322 m,345°,3.17 m/s,14-12-Au,,,285
14m 40s,21.8 m,322 m,347°,3.37 m/s,14-12-Au,,,285
14m 45s,29.0 m,322 m,346°,3.04 m/s,14-12-Au,,,285
14m 50s,36.9 m,322 m,344°,3.43 m/s,14-12-Au,,,285
14m 55s,44.9 m,323 m,346°,2.75 m/s,14-12-Au,,,285
15m 00s,51.3 m,323 m,346°,2.64 m/s,14-12-Au,,,285
15m 05s,57.7 m,323 m,330°,2.32 m/s,14-12-Au,,,285
15m 10s,64.1 m,323 m,334°,2.05 m/s,14-12-Au,,,285
15m 15s,70.7 m,324 m,330°,1.93 m/s,14-12-Au,,,285
15m 20s,77.6 m,324 m,331°,2.10 m/s,14-12-Au,,,285
15m 25s,84.5 m,324 m,323°,1.84 m/s,14-12-Au,,,285
15m 30s,91.4 m,324 m,322°,1.71 m/s,14-12-Au,,,285
15m 35s,98.5 m,325 m,309°,1.53 m/s,14-12-Au,,,285
15m 40s,107.4 m,325 m,301°,1.41 m/s,14-12-Au,,,285
15m 45s,117.4 m,325 m,305°,1.55 m/s,14-12-Au,,,285
15m 50s,128.3 m,325 m,302°,1.73 m/s,14-12-Au,,,285
15m 55s,139.1 m,324 m,302°,1.66 m/s,14-12-Au,,,285
16m 00s,149.8 m,324 m,300°,1.54 m/s,14-12-Au,,,285
16m 05s,160.3 m,324 m,305°,1.42 m/s,14-12-Au,,,285
16m 10s,170.8 m,324 m,301°,1.42 m/s,14-12-Au,,,285
16m 15s,181.1 m,324 m,295°,1.34 m/s,14-12-Au,,,285
16m 20s,191.3 m,324 m,310°,1.05 m/s,14-12-Au,,,285
16m 25s,201.8 m,324 m,316°,0.97 m/s,14-12-Au,,,285
16m 30s,212.4 m,323 m,316°,1.00 m/s,14-12-Au,,,285
16m 35s,216.3 m,323 m,312°,0.98 m/s,14-12-Au,,,285
19m 35s,29.4 m,213 m,263°,2.57 m/s,,,,285
20m 10s,2.3 m,24 m,33°,0.82 m/s,,,,285
20m 15s,2.3 m,24 m,357°,1.07 m/s,,,,285
