Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
13m 20s,499.7 m,386 m,357°,4.01 m/s,,,,540
13m 25s,500.0 m,459 m,11°,3.67 m/s,,,,540
13m 35s,500.1 m,597 m,213°,3.09 m/s,,,,540
13m 40s,500.1 m,658 m,212°,0.44 m/s,,,,540
13m 50s,499.5 m,779 m,262°,0.92 m/s,,,,540
17m 55s,155.2 m,810 m,234°,1.39 m/s,13-07-Em,7.186006,61.6914087,540
18m 00s,154.7 m,810 m,228°,1.19 m/s,13-07-Em,7.186006,61.6914087,540
18m 05s,161.7 m,810 m,213°,1.27 m/s,13-07-Em,7.186006,61.6914087,540
18m 10s,169.3 m,810 m,222°,2.17 m/s,13-07-Em,7.186006,61.6914087,540
18m 15s,179.5 m,810 m,210°,1.56 m/s,13-07-Em,7.186006,61.6914087,540
18m 45s,186.0 m,584 m,186°,3.67 m/s,,,,540
18m 50s,186.1 m,509 m,201°,3.51 m/s,,,,540
18m 55s,186.1 m,435 m,207°,3.54 m/s,,,,540
19m 00s,186.1 m,362 m,215°,3.79 m/s,,,,540
19m 05s,186.1 m,290 m,199°,3.34 m/s,,,,540
19m 10s,186.3 m,222 m,208°,3.22 m/s,,,,540
19m 15s,186.0 m,154 m,193°,3.47 m/s,,,,540
19m 20s,185.9 m,95 m,205°,3.01 m/s,,,,540
21m 20s,3.0 m,74 m,155°,0.48 m/s,,,,540
