Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
14m 55s,67.6 m,60 m,27°,5.19 m/s,,,,540
15m 10s,154.0 m,242 m,24°,2.15 m/s,,,,540
15m 15s,181.7 m,301 m,35°,1.85 m/s,,,,540
15m 20s,210.7 m,356 m,79°,1.76 m/s,,,,540
15m 40s,338.9 m,501 m,311°,3.27 m/s,,,,540
15m 45s,368.8 m,543 m,326°,0.63 m/s,,,,540
16m 10s,442.8 m,607 m,326°,1.84 m/s,,,,540
16m 15s,442.8 m,607 m,331°,1.74 m/s,,,,540
16m 20s,442.8 m,607 m,332°,1.58 m/s,,,,540
20m 30s,150.7 m,775 m,293°,2.23 m/s,13-09-Em,7.188122,61.6914778,540
20m 35s,149.6 m,775 m,286°,2.05 m/s,13-09-Em,7.188122,61.6914778,540
20m 40s,167.3 m,775 m,302°,1.69 m/s,13-09-Em,7.188122,61.6914778,540
21m 10s,167.8 m,519 m,220°,4.38 m/s,,,,540
21m 15s,167.7 m,445 m,235°,4.37 m/s,,,,540
21m 30s,167.5 m,240 m,345°,0.59 m/s,,,,540
21m 35s,167.5 m,171 m,247°,2.29 m/s,,,,540
22m 00s,167.9 m,175 m,120°,0.54 m/s,,,,540
22m 10s,165.0 m,176 m,247°,0.97 m/s,,,,540
24m 15s,27.5 m,175 m,248°,0.21 m/s,,,,540
24m 20s,53.7 m,176 m,219°,0.55 m/s,,,,540
24m 40s,84.8 m,49 m,55°,2.52 m/s,,,,540
