Flight time,Altitude,Home Distance,Wind Direction,Wind Speed,Profile ID,Longitude,Latitude,Start Altitude
00m 15s,4.6 m,34 m,340°,3.40 m/s,,,,285
11m 40s,2.3 m,157 m,346°,3.01 m/s,,,,285
11m 45s,2.1 m,198 m,20°,2.24 m/s,,,,285
11m 50s,2.1 m,240 m,15°,2.22 m/s,,,,285
12m 05s,2.3 m,338 m,5°,3.00 m/s,,,,285
12m 10s,2.2 m,378 m,49°,4.13 m/s,,,,285
12m 15s,2.2 m,419 m,46°,1.92 m/s,,,,285
12m 25s,2.1 m,449 m,9°,1.35 m/s,14-15_Au,,,285
12m 30s,1.7 m,448 m,349°,1.08 m/s,14-15_Au,,,285
12m 35s,2.3 m,449 m,7°,0.98 m/s,14-15_Au,,,285
12m 40s,3.6 m,449 m,1°,1.42 m/s,14-15_Au,,,285
12m 45s,7.1 m,449 m,7°,2.20 m/s,14-15_Au,,,285
12m 50s,11.9 m,449 m,5°,2.78 m/s,14-15_Au,,,285
12m 55s,17.3 m,449 m,7°,2.82 m/s,14-15_Au,,,285
13m 00s,23.6 m,449 m,5°,3.23 m/s,14-15_Au,,,285
13m 05s,32.2 m,449 m,3°,1.87 m/s,14-15_Au,,,285
13m 10s,40.1 m,449 m,343°,1.41 m/s,14-15_Au,,,285
13m 15s,45.8 m,449 m,344°,1.72 m/s,14-15_Au,,,285
13m 20s,51.8 m,449 m,348°,1.73 m/s,14-15_Au,,,285
13m 25s,57.6 m,449 m,351°,1.77 m/s,14-15_Au,,,285
13m 30s,63.3 m,449 m,355°,1.78 m/s,14-15_Au,,,285
13m 35s,69.3 m,449 m,346°,1.55 m/s,14-15_Au,,,285
13m 40s,76.0 m,449 m,349°,1.57 m/s,14-15_Au,,,285
13m 45s,82.5 m,449 m,347°,1.78 m/s,14-15_Au,,,285
13m 50s,88.7 m,449 m,348°,2.01 m/s,14-15_Au,,,285
13m 55s,94.8 m,448 m,353°,1.98 m/s,14-15_Au,,,285
14m 00s,100.9 m,448 m,350°,1.97 m/s,14-15_Au,,,285
14m 05s,111.1 m,448 m,342°,1.69 m/s,14-15_Au,,,285
14m 10s,122.0 m,448 m,338°,1.54 m/s,14-15_Au,,,285
14m 15s,131.7 m,448 m,343°,1.19 m/s,14-15_Au,,,285
14m 20s,142.3 m,448 m,319°,1.04 m/s,14-15_Au,,,285
14m 25s,153.1 m,448 m,320°,1.07 m/s,14-15_Au,,,285
14m 30s,164.3 m,448 m,319°,1.09 m/s,14-15_Au,,,285
14m 35s,175.5 m,448 m,315°,0.92 m/s,14-15_Au,,,285
14m 40s,186.5 m,449 m,318°,1.01 m/s,14-15_Au,,,285
14m 45s,197.4 m,449 m,314°,0.87 m/s,14-15_Au,,,285
14m 50s,208.6 m,449 m,320°,0.87 m/s,14-15_Au,,,285
14m 55s,220.1 m,449 m,299°,0.95 m/s,14-15_Au,,,285
15m 00s,219.2 m,449 m,303°,1.01 m/s,14-15_Au,,,285
18m 05s,26.1 m,379 m,280°,1.03 m/s,,,,285
18m 10s,26.0 m,333 m,276°,2.07 m/s,,,,285
18m 15s,25.8 m,288 m,288°,2.30 m/s,,,,285
18m 20s,25.9 m,243 m,299°,2.32 m/s,,,,285
