time,temperature,Altitude (m),longitude,latitude
13/09/2023 12:09:04,21.189 °C,193.168710708618,7.26408931819788,61.6312713323005
13/09/2023 12:09:06,21.179 °C,194.916196346283,7.26408482753141,61.6312737396338
13/09/2023 12:09:08,21.169 °C,196.663681983948,7.26408033686676,61.6312761469671
13/09/2023 12:09:10,21.159 °C,198.411167621613,7.26407584620029,61.6312785542996
13/09/2023 12:09:12,21.151 °C,200.158653736114,7.264071355532,61.6312809616338
13/09/2023 12:09:14,21.140 °C,201.906139373779,7.26406686486553,61.6312833689672
13/09/2023 12:09:16,21.132 °C,203.653625011444,7.26406237419906,61.6312857763005
13/09/2023 12:09:18,21.122 °C,205.401110172272,7.26405788353259,61.6312881836338
13/09/2023 12:09:20,21.113 °C,205.466627433896,7.26405219516892,61.6312928410098
13/09/2023 12:09:22,21.104 °C,205.44361962378,7.26404644376817,61.6312976168101
13/09/2023 12:09:24,21.097 °C,205.420611813664,7.26404069236924,61.6313023926105
13/09/2023 12:09:26,21.089 °C,205.397604003549,7.26403494097031,61.631307168409
13/09/2023 12:09:28,21.081 °C,205.374596185982,7.26402918956774,61.6313119442111
13/09/2023 12:09:30,21.074 °C,205.658083438873,7.26400201975775,61.6313503055426
13/09/2023 12:09:32,21.066 °C,206.082450628281,7.26396384417603,61.631374533983
13/09/2023 12:09:34,21.058 °C,206.366417884827,7.26392702458543,61.6313891183818
13/09/2023 12:09:36,21.050 °C,206.650385260582,7.26389020498027,61.6314037027805
13/09/2023 12:09:38,21.043 °C,206.888332188129,7.26383913196332,61.6314195301638
13/09/2023 12:09:40,21.034 °C,207.123857080936,7.26378730876604,61.6314354229617
13/09/2023 12:09:42,21.027 °C,207.282131567597,7.26373612151656,61.6314519351363
13/09/2023 12:09:44,21.018 °C,207.345989003778,7.26368571149942,61.6314692043379
13/09/2023 12:09:46,21.011 °C,207.409846425056,7.26363530151139,61.6314864735396
13/09/2023 12:09:48,21.002 °C,207.710197210312,7.26359268187662,61.6315076058236
13/09/2023 12:09:50,20.994 °C,208.022994995117,7.26355047228572,61.6315289414197
13/09/2023 12:09:52,20.986 °C,208.417289376259,7.26351195664029,61.6315511257199
13/09/2023 12:09:54,20.978 °C,208.911190748215,7.26347795584297,61.6315743473169
13/09/2023 12:09:56,20.969 °C,209.405092120171,7.26344395504566,61.631597568914
13/09/2023 12:09:58,20.961 °C,209.886040091515,7.26341763936216,61.6316225951377
13/09/2023 12:10:00,20.950 °C,210.366306304932,7.26339172815642,61.6316477163346
13/09/2023 12:10:02,20.942 °C,210.745532214642,7.26336944377545,61.6316740377733
13/09/2023 12:10:04,20.930 °C,211.001264691353,7.26335159217706,61.6317018261761
13/09/2023 12:10:06,20.920 °C,211.256997108459,7.2633337405714,61.6317296145789
13/09/2023 12:10:08,20.909 °C,211.387529432774,7.26332226918021,61.6317595233777
13/09/2023 12:10:10,20.897 °C,211.511472284794,7.26331113358174,61.6317895437751
13/09/2023 12:10:12,20.886 °C,211.645875275135,7.26330173804126,61.6318200260575
13/09/2023 12:10:14,20.871 °C,211.793062806129,7.26329446923955,61.6318510728597
13/09/2023 12:10:16,20.861 °C,211.940250277519,7.26328720043966,61.6318821196619
13/09/2023 12:10:18,20.847 °C,212.137180507183,7.26328141288104,61.6319123414651
13/09/2023 12:10:20,20.835 °C,212.336728811264,7.26327570328249,61.6319425198672
13/09/2023 12:10:22,20.822 °C,212.520900785923,7.2632699090791,61.6319722409025
13/09/2023 12:10:24,20.811 °C,212.686279177666,7.2632640114789,61.6320014029043
13/09/2023 12:10:26,20.798 °C,212.851657569408,7.26325811387869,61.6320305648987
13/09/2023 12:10:28,20.786 °C,212.9005728513,7.26325070160419,61.6320593134587
13/09/2023 12:10:30,20.776 °C,212.943358510733,7.26324320960157,61.6320880402636
13/09/2023 12:10:32,20.763 °C,212.953300535679,7.263234252041,61.6321168005379
13/09/2023 12:10:34,20.753 °C,212.923100344837,7.26322350324335,61.6321456017322
13/09/2023 12:10:36,20.742 °C,212.892900153995,7.2632127544457,61.6321744029265
13/09/2023 12:10:38,20.732 °C,212.855134278536,7.263200375819,61.632202884568
13/09/2023 12:10:40,20.720 °C,212.816970214248,7.26318791141966,61.6322313493656
13/09/2023 12:10:42,20.709 °C,212.818027347326,7.2631759774813,61.632259849619
13/09/2023 12:10:44,20.699 °C,212.867021471262,7.26316469188168,61.6322883932153
13/09/2023 12:10:46,20.687 °C,212.916015625,7.26315340628207,61.6323169368188
13/09/2023 12:10:48,20.676 °C,213.075544655323,7.26314377025847,61.632345806087
13/09/2023 12:10:50,20.666 °C,213.24089127779,7.26313422105886,61.6323746924827
13/09/2023 12:10:52,20.656 °C,213.41482925415,7.26312562082239,61.6324034688951
13/09/2023 12:10:54,20.644 °C,213.599267780781,7.26311818041904,61.6324321108987
13/09/2023 12:10:56,20.634 °C,213.783706247807,7.26311074002115,61.632460752895
13/09/2023 12:10:58,20.623 °C,213.988295197487,7.26310164737879,61.6324888864619
13/09/2023 12:11:00,20.612 °C,214.193944573402,7.26309246777964,61.6325169932607
13/09/2023 12:11:02,20.601 °C,214.455014467239,7.26308270875961,61.6325451227385
13/09/2023 12:11:04,20.588 °C,214.78382062912,7.26307224155971,61.6325732799378
13/09/2023 12:11:06,20.577 °C,215.112626671791,7.26306177435981,61.6326014371371
13/09/2023 12:11:08,20.564 °C,215.430265307426,7.26305106472137,61.6326301191148
13/09/2023 12:11:10,20.554 °C,215.747316122055,7.26304034231725,61.6326588287193
13/09/2023 12:11:12,20.542 °C,216.039492726326,7.26303082160121,61.6326873822545
13/09/2023 12:11:14,20.531 °C,216.301267623901,7.26302276960087,61.6327157450578
13/09/2023 12:11:16,20.520 °C,216.563042581081,7.26301471760053,61.6327441078611
13/09/2023 12:11:18,20.510 °C,216.864190578461,7.26301000237982,61.6327732694263
13/09/2023 12:11:20,20.499 °C,217.167410731316,7.26300546278071,61.6328024730174
13/09/2023 12:11:22,20.489 °C,217.478553175926,7.26300273127993,61.6328295815984
13/09/2023 12:11:24,20.477 °C,217.799378395081,7.26300220967994,61.6328541295952
13/09/2023 12:11:26,20.467 °C,218.120203614235,7.26300168807984,61.6328786775994
13/09/2023 12:11:28,20.457 °C,218.5968708992,7.26301409180087,61.6329356177448
13/09/2023 12:11:30,20.446 °C,218.747967988253,7.2630251051778,61.6329616141011
13/09/2023 12:11:32,20.436 °C,218.88149830699,7.26303600957908,61.6329858921017
13/09/2023 12:11:34,20.426 °C,218.99000826478,7.26304914831781,61.6330126965768
13/09/2023 12:11:36,20.417 °C,219.067937970161,7.26306501791987,61.6330425889755
13/09/2023 12:11:38,20.407 °C,219.14586764574,7.26308088752194,61.6330724813815
13/09/2023 12:11:40,20.397 °C,219.220596671104,7.26310398092755,61.6331010715221
13/09/2023 12:11:42,20.388 °C,219.295157194138,7.26312745452015,61.6331295931159
13/09/2023 12:11:44,20.378 °C,219.291213870048,7.26315518691263,61.6331569346439
13/09/2023 12:11:46,20.371 °C,219.191321283579,7.26318812451063,61.6331828338443
13/09/2023 12:11:48,20.361 °C,219.091428667307,7.26322106212319,61.633208733052
13/09/2023 12:11:50,20.354 °C,219.02996057272,7.26326291034638,61.6332312187078
13/09/2023 12:11:52,20.345 °C,218.970514774323,7.26330522753415,61.6332535246984
13/09/2023 12:11:54,20.336 °C,218.847920656204,7.26334900561778,61.6332747676206
13/09/2023 12:11:56,20.328 °C,218.648145198822,7.26339456923597,61.6332947112242
13/09/2023 12:11:58,20.319 °C,218.448369801044,7.26344013282505,61.6333146548204
13/09/2023 12:12:00,20.311 °C,218.377310678363,7.26348737980879,61.6333324666121
13/09/2023 12:12:02,20.302 °C,218.313026025891,7.26353471539915,61.6333501662157
13/09/2023 12:12:04,20.293 °C,218.291130982339,7.26358271144272,61.6333672660621
13/09/2023 12:12:06,20.285 °C,218.321045525372,7.26363151463738,61.6333836328595
13/09/2023 12:12:08,20.275 °C,218.350960068405,7.26368031783204,61.6333999996532
13/09/2023 12:12:10,20.266 °C,218.561179757118,7.26373023480119,61.6334159621365
13/09/2023 12:12:12,20.256 °C,218.78088927269,7.26378021041455,61.6334319033413
13/09/2023 12:12:14,20.246 °C,218.969444811344,7.26383038942004,61.6334479042998
13/09/2023 12:12:16,20.236 °C,219.119923293591,7.26388081701589,61.6334639782981
13/09/2023 12:12:18,20.227 °C,219.270401835442,7.26393124461174,61.6334800522927
13/09/2023 12:12:20,20.217 °C,219.279482055921,7.26398055881145,61.6334957907602
13/09/2023 12:12:22,20.207 °C,219.281120239291,7.26402981442516,61.6335115115617
13/09/2023 12:12:24,20.197 °C,219.274428587407,7.26407233369537,61.6335280315543
13/09/2023 12:12:26,20.188 °C,219.257556032389,7.26410661969567,61.6335455283552
13/09/2023 12:12:28,20.178 °C,219.240683469921,7.26414090569597,61.633563025156
13/09/2023 12:12:30,20.168 °C,219.178171023726,7.26412205630186,61.6335673545791
13/09/2023 12:12:32,20.158 °C,219.113256469369,7.26410041030613,61.633570990979
13/09/2023 12:12:34,20.148 °C,219.048341929913,7.26407876430312,61.6335746273789
13/09/2023 12:12:36,20.138 °C,218.983427360654,7.26405711830012,61.6335782637798
13/09/2023 12:12:38,20.124 °C,218.918512821197,7.26403547229711,61.6335819001788
13/09/2023 12:12:40,20.114 °C,218.969328507781,7.2639818831085,61.6335797636193
13/09/2023 12:12:42,20.102 °C,219.026235237718,7.26392661272257,61.6335773232195
13/09/2023 12:12:44,20.092 °C,219.117564320564,7.26387015683576,61.6335725903409
13/09/2023 12:12:46,20.081 °C,219.250965178013,7.26381225204386,61.6335650555411
13/09/2023 12:12:48,20.071 °C,219.384366065264,7.26375434725196,61.6335575207413
13/09/2023 12:12:50,20.059 °C,219.738887906075,7.26369387705927,61.6335555727001
13/09/2023 12:12:52,20.048 °C,220.105047464371,7.26363327186846,61.6335539187003
13/09/2023 12:12:54,20.038 °C,220.544745087624,7.2635724843276,61.633554935539
13/09/2023 12:12:56,20.026 °C,221.07432281971,7.26351147392415,61.6335592167397
13/09/2023 12:12:58,20.016 °C,221.603900671005,7.26345046350616,61.6335634979405
13/09/2023 12:13:00,20.005 °C,222.214713096619,7.26339181518415,61.6335699364008
13/09/2023 12:13:02,19.995 °C,222.829800844192,7.2633332911937,61.6335764884007
13/09/2023 12:13:04,19.984 °C,223.315167546272,7.26327510325064,61.6335836027174
13/09/2023 12:13:06,19.974 °C,223.641986489296,7.26321732603537,61.6335914043193
13/09/2023 12:13:08,19.964 °C,223.96880531311,7.26315954884922,61.6335992059194
13/09/2023 12:13:10,19.954 °C,224.182143628597,7.26310267759254,61.6336075885392
13/09/2023 12:13:12,19.944 °C,224.389509379864,7.26304585399339,61.6336160017399
13/09/2023 12:13:14,19.934 °C,224.604243755341,7.2629890627577,61.6336240140809
13/09/2023 12:13:16,19.924 °C,224.82798397541,7.26293231116142,61.6336315364806
13/09/2023 12:13:18,19.914 °C,225.05172419548,7.26287555956515,61.6336390588804
13/09/2023 12:13:20,19.904 °C,225.379203438759,7.26281738869147,61.6336450190993
13/09/2023 12:13:22,19.894 °C,225.712143063545,7.26275914307917,61.6336508970999
13/09/2023 12:13:24,19.885 °C,225.996853649616,7.26270004193066,61.6336554254594
13/09/2023 12:13:26,19.874 °C,226.222617745399,7.26263989513973,61.6336583042594
13/09/2023 12:13:28,19.864 °C,226.448381900787,7.2625797483488,61.6336611830584
13/09/2023 12:13:30,19.854 °C,226.655967175961,7.26251848014363,61.6336597754598
13/09/2023 12:13:32,19.844 °C,226.862595617771,7.26245715294499,61.6336581422597
13/09/2023 12:13:34,19.834 °C,227.089127957821,7.26239630619239,61.6336543053203
13/09/2023 12:13:36,19.824 °C,227.339987277985,7.26233604659501,61.633647774921
13/09/2023 12:13:38,19.812 °C,227.590846657753,7.26227578699763,61.6336412445198
13/09/2023 12:13:40,19.802 °C,227.932464003563,7.26221744295617,61.6336314271211
13/09/2023 12:13:42,19.792 °C,228.278857946396,7.26215919975948,61.633621436722
13/09/2023 12:13:44,19.782 °C,228.67136156559,7.26210159648326,61.6336105695445
13/09/2023 12:13:46,19.772 °C,229.120221495628,7.26204477527062,61.6335986307422
13/09/2023 12:13:48,19.762 °C,229.569081425667,7.26198795407254,61.6335866919435
13/09/2023 12:13:50,19.750 °C,230.061614394188,7.26193184156728,61.6335733232008
13/09/2023 12:13:52,19.740 °C,230.55644595623,7.26187576637312,61.633559879203
13/09/2023 12:13:54,19.730 °C,231.043415546417,7.26182023169531,61.6335460683622
13/09/2023 12:13:56,19.720 °C,231.520776391029,7.26176535770355,61.6335318091624
13/09/2023 12:13:58,19.710 °C,231.998137116432,7.26171048369724,61.6335175499626
13/09/2023 12:14:00,19.700 °C,232.442255020142,7.26165692108043,61.6335039637452
13/09/2023 12:14:02,19.690 °C,232.884623169899,7.26160342748335,61.6334904129435
13/09/2023 12:14:04,19.679 °C,233.330233335495,7.26154972202494,61.633477245181
13/09/2023 12:14:06,19.668 °C,233.779806137085,7.26149575761519,61.6334645455827
13/09/2023 12:14:08,19.657 °C,234.229379057884,7.2614417931909,61.6334518459771
13/09/2023 12:14:10,19.647 °C,234.637431025505,7.26138560734398,61.633440377198
13/09/2023 12:14:12,19.635 °C,235.04329764843,7.26132930455788,61.6334289732004
13/09/2023 12:14:14,19.625 °C,235.393123149872,7.26127176839509,61.6334185950218
13/09/2023 12:14:16,19.615 °C,235.674453854561,7.2612127247703,61.6334094706217
13/09/2023 12:14:18,19.604 °C,235.955784320831,7.26115368117462,61.6334003462216
13/09/2023 12:14:20,19.592 °C,236.024167343974,7.26109406986507,61.6333917150623
