Time [mm:ss]	UTC Time [hh:mm:ss]	Range [m]	Vertical Speed [m/s]	Horizontal Speed [m/s]	Longitude [°]	Latitude [°]	Altitude [m]
07:40.6     	05:27:18.6         	100.9    	0.0                 	0.9                   	7.19811      	61.6801     	479.1
07:42.6     	05:27:20.6         	102.4    	0.0                 	0.5                   	7.19809      	61.6801     	480.6
07:43.4     	05:27:21.4         	103.0    	0.0                 	0.5                   	7.19809      	61.6802     	481.3
07:44.6     	05:27:22.6         	416.5    	0.1                 	1.3                   	7.19807      	61.6802     	0.0
07:45.4     	05:27:23.4         	105.4    	0.1                 	1.3                   	7.19805      	61.6801     	482.8
07:46.7     	05:27:24.7         	106.6    	0.0                 	0.8                   	7.19803      	61.6801     	483.7
07:47.5     	05:27:25.5         	107.4    	0.0                 	0.9                   	7.19802      	61.6802     	484.6
07:48.7     	05:27:26.7         	---      	---                 	---                   	---          	---         	---
07:49.5     	05:27:27.5         	109.5    	0.1                 	1.1                   	7.19798      	61.6802     	486.3
07:50.7     	05:27:28.7         	110.4    	0.1                 	0.3                   	7.19797      	61.6802     	487.1
07:51.5     	05:27:29.5         	111.0    	0.0                 	0.2                   	7.19797      	61.6802     	488.0
07:52.7     	05:27:30.7         	111.6    	0.1                 	0.5                   	7.19797      	61.6802     	488.9
07:53.5     	05:27:31.5         	112.7    	0.1                 	1.5                   	7.19795      	61.6802     	489.8
07:54.7     	05:27:32.7         	114.0    	0.1                 	1.3                   	7.19793      	61.6802     	490.7
07:56.5     	05:27:34.5         	115.8    	0.0                 	0.5                   	7.19791      	61.6802     	492.6
07:57.6     	05:27:35.6         	116.9    	0.1                 	1.1                   	7.19790      	61.6802     	493.5
07:58.5     	05:27:36.5         	118.2    	0.1                 	1.0                   	7.19788      	61.6802     	494.5
07:59.6     	05:27:37.6         	119.2    	0.1                 	0.4                   	7.19787      	61.6802     	495.5
08:01.6     	05:27:39.6         	120.7    	0.1                 	0.9                   	7.19786      	61.6802     	497.5
08:05.6     	05:27:43.6         	124.8    	0.1                 	0.4                   	7.19782      	61.6802     	501.7
08:06.6     	05:27:44.6         	125.8    	0.1                 	1.0                   	7.19781      	61.6802     	502.7
08:07.7     	05:27:45.7         	127.1    	0.1                 	1.0                   	7.19779      	61.6802     	503.9
08:10.6     	05:27:48.6         	129.7    	0.1                 	0.6                   	7.19779      	61.6802     	507.2
08:11.5     	05:27:49.5         	131.1    	0.1                 	1.4                   	7.19777      	61.6802     	508.4
08:12.6     	05:27:50.6         	132.5    	0.1                 	1.1                   	7.19775      	61.6802     	509.6
08:13.5     	05:27:51.5         	133.4    	0.1                 	0.8                   	7.19774      	61.6802     	510.8
08:14.6     	05:27:52.6         	134.0    	0.1                 	0.8                   	7.19774      	61.6802     	512.0
08:15.6     	05:27:53.6         	135.0    	0.1                 	0.8                   	7.19774      	61.6802     	513.2
08:16.7     	05:27:54.7         	136.2    	0.1                 	0.9                   	7.19772      	61.6802     	514.4
08:17.6     	05:27:55.6         	---      	---                 	---                   	---          	---         	---
08:18.7     	05:27:56.7         	138.7    	0.1                 	0.9                   	7.19770      	61.6802     	517.0
08:19.6     	05:27:57.6         	140.2    	0.1                 	1.4                   	7.19768      	61.6802     	518.2
08:20.7     	05:27:58.7         	141.8    	0.1                 	1.3                   	7.19766      	61.6802     	519.5
08:21.6     	05:27:59.6         	419.5    	0.0                 	0.5                   	7.19765      	61.6802     	0.0
08:22.6     	05:28:00.6         	143.7    	0.1                 	0.7                   	7.19766      	61.6803     	522.2
08:23.5     	05:28:01.5         	144.6    	0.1                 	0.7                   	7.19766      	61.6803     	523.5
08:24.4     	05:28:02.4         	146.1    	0.1                 	1.8                   	7.19764      	61.6803     	524.9
08:25.7     	05:28:03.7         	148.1    	0.1                 	1.9                   	7.19761      	61.6803     	526.2
08:26.5     	05:28:04.5         	150.0    	0.1                 	1.1                   	7.19758      	61.6803     	527.6
08:27.6     	05:28:05.6         	151.2    	0.0                 	0.3                   	7.19758      	61.6803     	529.0
08:28.5     	05:28:06.5         	152.4    	0.1                 	1.2                   	7.19757      	61.6803     	530.4
08:29.6     	05:28:07.6         	153.8    	0.1                 	2.1                   	7.19755      	61.6803     	531.8
08:30.5     	05:28:08.5         	155.9    	0.1                 	1.7                   	7.19752      	61.6803     	533.6
08:32.5     	05:28:10.5         	160.0    	0.1                 	1.1                   	7.19749      	61.6803     	537.1
08:33.6     	05:28:11.6         	161.9    	0.1                 	1.8                   	7.19746      	61.6803     	538.6
08:34.6     	05:28:12.6         	164.1    	0.1                 	2.1                   	7.19743      	61.6803     	540.1
08:35.7     	05:28:13.7         	166.0    	0.1                 	1.5                   	7.19740      	61.6803     	541.5
08:36.6     	05:28:14.6         	167.6    	0.1                 	0.6                   	7.19739      	61.6803     	543.0
08:37.7     	05:28:15.7         	168.9    	0.1                 	0.7                   	7.19738      	61.6803     	544.5
08:38.6     	05:28:16.6         	170.8    	0.1                 	1.6                   	7.19736      	61.6803     	546.3
08:39.5     	05:28:17.5         	---      	---                 	---                   	---          	---         	---
08:40.6     	05:28:18.6         	175.6    	0.1                 	1.9                   	7.19730      	61.6803     	550.0
08:41.5     	05:28:19.5         	178.0    	0.1                 	1.4                   	7.19727      	61.6803     	551.8
08:42.6     	05:28:20.6         	180.1    	0.1                 	1.2                   	7.19725      	61.6803     	553.6
08:43.5     	05:28:21.5         	182.1    	0.1                 	1.6                   	7.19723      	61.6803     	555.4
08:44.7     	05:28:22.7         	184.0    	0.1                 	1.7                   	7.19721      	61.6803     	557.2
08:46.7     	05:28:24.7         	188.3    	0.1                 	2.0                   	7.19716      	61.6803     	560.8
08:47.6     	05:28:25.6         	190.7    	0.1                 	2.5                   	7.19712      	61.6804     	562.5
08:49.6     	05:28:27.6         	195.6    	0.1                 	1.3                   	7.19705      	61.6804     	566.0
08:50.6     	05:28:28.6         	197.5    	0.1                 	1.2                   	7.19704      	61.6804     	567.7
08:52.4     	05:28:30.4         	201.5    	0.1                 	2.0                   	7.19698      	61.6804     	571.0
08:53.5     	05:28:31.5         	203.7    	0.1                 	1.8                   	7.19696      	61.6804     	572.6
08:54.5     	05:28:32.5         	205.9    	0.1                 	1.9                   	7.19693      	61.6804     	574.3
08:55.6     	05:28:33.6         	208.7    	0.1                 	2.5                   	7.19689      	61.6804     	576.2
08:56.5     	05:28:34.5         	211.6    	0.1                 	2.8                   	7.19684      	61.6804     	578.1
08:57.6     	05:28:35.6         	214.4    	0.1                 	2.1                   	7.19680      	61.6804     	580.0
08:58.5     	05:28:36.5         	216.4    	0.1                 	1.1                   	7.19678      	61.6804     	581.7
08:59.6     	05:28:37.6         	430.5    	0.0                 	1.3                   	7.19676      	61.6804     	0.0
09:00.5     	05:28:38.5         	222.7    	0.2                 	1.9                   	7.19675      	61.6804     	588.6
09:01.6     	05:28:39.6         	227.4    	0.2                 	2.2                   	7.19673      	61.6804     	593.7
09:02.5     	05:28:40.5         	232.1    	0.3                 	1.9                   	7.19671      	61.6805     	598.9
09:03.6     	05:28:41.6         	234.6    	0.3                 	1.9                   	7.19668      	61.6805     	600.8
09:04.6     	05:28:42.6         	237.2    	0.2                 	2.3                   	7.19664      	61.6805     	602.6
09:05.7     	05:28:43.7         	242.2    	0.3                 	2.4                   	7.19662      	61.6805     	607.8
09:06.6     	05:28:44.6         	247.2    	0.3                 	2.2                   	7.19659      	61.6805     	613.0
09:07.5     	05:28:45.5         	250.0    	0.3                 	2.1                   	7.19655      	61.6805     	614.9
09:08.6     	05:28:46.6         	252.7    	0.2                 	2.2                   	7.19651      	61.6805     	616.8
09:09.5     	05:28:47.5         	256.1    	0.2                 	2.8                   	7.19646      	61.6805     	619.1
09:10.6     	05:28:48.6         	259.6    	0.2                 	3.0                   	7.19641      	61.6805     	621.3
09:11.5     	05:28:49.5         	262.8    	0.1                 	2.2                   	7.19636      	61.6805     	623.5
09:12.6     	05:28:50.6         	265.4    	0.2                 	1.7                   	7.19633      	61.6805     	625.6
09:13.5     	05:28:51.5         	267.6    	0.2                 	1.3                   	7.19632      	61.6805     	627.7
09:14.7     	05:28:52.7         	---      	---                 	---                   	---          	---         	---
09:15.5     	05:28:53.5         	272.0    	0.1                 	2.3                   	7.19628      	61.6805     	631.6
09:16.7     	05:28:54.7         	274.6    	0.1                 	2.5                   	7.19624      	61.6805     	633.3
09:17.5     	05:28:55.5         	276.9    	0.1                 	1.3                   	7.19621      	61.6805     	635.1
09:18.7     	05:28:56.7         	278.0    	0.0                 	2.0                   	7.19622      	61.6805     	636.9
09:19.5     	05:28:57.5         	278.5    	0.0                 	2.5                   	7.19626      	61.6805     	638.9
09:20.4     	05:28:58.4         	279.1    	-0.1                	1.1                   	7.19630      	61.6805     	640.9
09:21.5     	05:28:59.5         	280.2    	0.0                 	1.5                   	7.19631      	61.6805     	642.7
09:22.4     	05:29:00.4         	438.4    	0.0                 	1.7                   	7.19630      	61.6805     	0.0
09:23.5     	05:29:01.5         	283.7    	0.1                 	0.8                   	7.19629      	61.6805     	646.3
09:24.5     	05:29:02.5         	285.3    	0.1                 	2.3                   	7.19629      	61.6805     	648.2
09:25.6     	05:29:03.6         	286.8    	0.1                 	2.2                   	7.19631      	61.6805     	650.5
09:28.5     	05:29:06.5         	291.9    	0.1                 	2.8                   	7.19631      	61.6805     	656.8
09:29.6     	05:29:07.6         	296.3    	0.3                 	1.7                   	7.19631      	61.6805     	661.8
09:30.5     	05:29:08.5         	300.0    	0.1                 	0.9                   	7.19632      	61.6805     	666.7
09:31.6     	05:29:09.6         	303.3    	0.2                 	1.5                   	7.19636      	61.6805     	671.6
09:32.5     	05:29:10.5         	306.4    	0.2                 	1.6                   	7.19640      	61.6806     	676.6
09:33.7     	05:29:11.7         	308.1    	0.2                 	1.2                   	7.19642      	61.6806     	679.1
09:34.6     	05:29:12.6         	---      	---                 	---                   	---          	---         	---
09:35.5     	05:29:13.5         	315.5    	0.4                 	0.7                   	7.19648      	61.6806     	689.1
09:36.6     	05:29:14.6         	319.7    	0.4                 	0.9                   	7.19649      	61.6806     	693.9
09:37.5     	05:29:15.5         	435.5    	0.3                 	1.7                   	7.19646      	61.6806     	0.0
09:38.6     	05:29:16.6         	324.6    	0.1                 	1.0                   	7.19645      	61.6806     	698.6
09:39.5     	05:29:17.5         	326.2    	0.0                 	2.2                   	7.19647      	61.6806     	701.0
09:40.6     	05:29:18.6         	327.5    	0.0                 	2.2                   	7.19651      	61.6806     	703.3
09:41.5     	05:29:19.5         	328.6    	0.1                 	1.1                   	7.19654      	61.6806     	705.3
09:43.5     	05:29:21.5         	332.4    	0.1                 	1.8                   	7.19652      	61.6805     	709.2
09:44.7     	05:29:22.7         	334.8    	0.1                 	0.2                   	7.19651      	61.6805     	711.4
09:47.6     	05:29:25.6         	339.9    	0.1                 	1.0                   	7.19654      	61.6805     	718.0
09:48.4     	05:29:26.4         	341.9    	0.0                 	1.9                   	7.19653      	61.6805     	719.9
09:49.6     	05:29:27.6         	344.1    	0.0                 	1.8                   	7.19652      	61.6805     	722.1
09:50.4     	05:29:28.4         	345.8    	0.0                 	1.7                   	7.19654      	61.6805     	724.3
09:51.6     	05:29:29.6         	346.9    	0.0                 	2.1                   	7.19658      	61.6805     	726.5
09:52.4     	05:29:30.4         	432.9    	0.0                 	1.2                   	7.19661      	61.6805     	0.0
09:53.6     	05:29:31.6         	349.7    	0.1                 	0.6                   	7.19662      	61.6805     	730.5
09:54.5     	05:29:32.5         	351.9    	0.1                 	1.8                   	7.19660      	61.6805     	732.5
09:55.7     	05:29:33.7         	354.1    	0.1                 	1.0                   	7.19658      	61.6805     	734.4
09:56.5     	05:29:34.5         	355.7    	0.1                 	1.4                   	7.19659      	61.6805     	736.4
09:57.7     	05:29:35.7         	356.7    	0.1                 	2.3                   	7.19663      	61.6805     	738.5
09:58.5     	05:29:36.5         	---      	---                 	---                   	---          	---         	---
09:59.6     	05:29:37.6         	359.6    	0.1                 	2.5                   	7.19671      	61.6805     	743.3
10:00.5     	05:29:38.5         	431.1    	0.1                 	2.3                   	7.19672      	61.6805     	0.0
10:02.6     	05:29:40.6         	365.7    	0.1                 	0.7                   	7.19672      	61.6804     	750.1
10:03.5     	05:29:41.5         	367.1    	0.0                 	2.3                   	7.19675      	61.6805     	752.1
10:04.6     	05:29:42.6         	368.0    	0.0                 	3.0                   	7.19681      	61.6805     	754.3
10:05.5     	05:29:43.5         	368.8    	0.0                 	3.5                   	7.19688      	61.6805     	756.5
10:06.6     	05:29:44.6         	427.7    	0.1                 	2.6                   	7.19694      	61.6805     	0.0
10:07.5     	05:29:45.5         	371.7    	0.1                 	1.8                   	7.19695      	61.6805     	761.0
10:08.6     	05:29:46.6         	374.1    	0.1                 	1.9                   	7.19694      	61.6804     	763.2
10:09.5     	05:29:47.5         	376.5    	0.1                 	1.1                   	7.19693      	61.6804     	765.5
10:10.7     	05:29:48.7         	427.7    	0.0                 	1.4                   	7.19694      	61.6804     	0.0
10:11.6     	05:29:49.6         	380.0    	0.1                 	2.4                   	7.19697      	61.6804     	769.9
10:12.7     	05:29:50.7         	381.7    	0.1                 	2.3                   	7.19700      	61.6804     	772.2
10:13.6     	05:29:51.6         	383.5    	0.2                 	1.6                   	7.19702      	61.6804     	774.4
10:16.5     	05:29:54.5         	388.3    	0.0                 	2.5                   	7.19709      	61.6804     	780.5
10:17.6     	05:29:55.6         	389.3    	0.0                 	2.4                   	7.19714      	61.6804     	782.4
10:18.5     	05:29:56.5         	---      	---                 	---                   	---          	---         	---
10:19.6     	05:29:57.6         	391.8    	0.1                 	2.7                   	7.19723      	61.6804     	786.5
10:20.4     	05:29:58.4         	393.5    	0.1                 	1.8                   	7.19725      	61.6804     	788.6
10:21.6     	05:29:59.6         	395.4    	0.1                 	0.5                   	7.19727      	61.6804     	790.7
10:24.5     	05:30:02.5         	400.2    	0.1                 	2.4                   	7.19738      	61.6804     	797.3
10:25.6     	05:30:03.6         	421.4    	0.1                 	1.6                   	7.19741      	61.6804     	0.0
10:26.5     	05:30:04.5         	404.0    	0.1                 	1.1                   	7.19740      	61.6804     	801.5
10:27.6     	05:30:05.6         	406.0    	0.1                 	0.4                   	7.19740      	61.6804     	803.5
10:29.6     	05:30:07.6         	412.0    	0.2                 	2.5                   	7.19747      	61.6804     	810.7
10:30.5     	05:30:08.5         	416.4    	0.3                 	2.2                   	7.19753      	61.6804     	815.8
10:31.5     	05:30:09.5         	420.8    	0.3                 	1.8                   	7.19757      	61.6804     	820.8
10:32.6     	05:30:10.6         	424.8    	0.2                 	1.1                   	7.19760      	61.6804     	825.4
10:33.5     	05:30:11.5         	429.0    	0.2                 	1.4                   	7.19762      	61.6805     	829.9
10:34.6     	05:30:12.6         	433.3    	0.2                 	1.8                   	7.19763      	61.6805     	834.4
10:36.6     	05:30:14.6         	---      	---                 	---                   	---          	---         	---
10:37.5     	05:30:15.5         	445.1    	0.1                 	1.4                   	7.19772      	61.6806     	847.3
10:38.6     	05:30:16.6         	447.8    	0.2                 	1.0                   	7.19773      	61.6806     	850.2
10:39.5     	05:30:17.5         	---      	---                 	---                   	---          	---         	---
10:40.6     	05:30:18.6         	453.4    	0.2                 	0.7                   	7.19773      	61.6806     	855.9
10:41.6     	05:30:19.6         	456.4    	0.2                 	1.3                   	7.19773      	61.6805     	859.0
10:42.7     	05:30:20.7         	459.1    	0.2                 	1.8                   	7.19772      	61.6805     	861.7
10:43.6     	05:30:21.6         	461.9    	0.2                 	2.1                   	7.19771      	61.6805     	864.4
10:50.5     	05:30:28.5         	482.8    	0.2                 	0.7                   	7.19785      	61.6804     	886.6
10:51.7     	05:30:29.7         	486.8    	0.2                 	0.3                   	7.19787      	61.6804     	890.9
10:52.5     	05:30:30.5         	490.8    	0.1                 	0.5                   	7.19789      	61.6804     	895.1
10:53.7     	05:30:31.7         	493.6    	0.1                 	2.1                   	7.19790      	61.6804     	897.9
10:55.7     	05:30:33.7         	498.6    	0.1                 	1.8                   	7.19794      	61.6804     	903.2
10:57.7     	05:30:35.7         	---      	---                 	---                   	---          	---         	---
10:58.5     	05:30:36.5         	507.0    	0.2                 	2.1                   	7.19797      	61.6803     	911.6
10:59.4     	05:30:37.4         	509.7    	0.1                 	1.6                   	7.19798      	61.6803     	914.2
11:00.6     	05:30:38.6         	512.9    	0.1                 	1.3                   	7.19799      	61.6803     	917.4
11:01.5     	05:30:39.5         	516.3    	0.1                 	1.5                   	7.19798      	61.6802     	920.7
11:04.6     	05:30:42.6         	526.1    	0.1                 	1.6                   	7.19801      	61.6802     	930.4
11:05.5     	05:30:43.5         	528.6    	0.1                 	1.9                   	7.19803      	61.6802     	933.0
11:06.6     	05:30:44.6         	531.3    	0.1                 	2.0                   	7.19804      	61.6802     	935.6
11:07.5     	05:30:45.5         	534.0    	0.1                 	1.9                   	7.19803      	61.6801     	938.2
11:09.5     	05:30:47.5         	541.3    	0.2                 	1.3                   	7.19803      	61.6801     	945.5
11:10.6     	05:30:48.6         	545.8    	0.4                 	1.9                   	7.19806      	61.6801     	950.3
11:11.6     	05:30:49.6         	550.2    	0.4                 	2.0                   	7.19810      	61.6801     	954.9
11:12.5     	05:30:50.5         	---      	---                 	---                   	---          	---         	---
11:13.6     	05:30:51.6         	557.5    	0.2                 	3.1                   	7.19813      	61.6801     	962.1
11:14.7     	05:30:52.7         	560.4    	0.1                 	3.7                   	7.19816      	61.6801     	964.9
11:16.5     	05:30:54.5         	566.8    	0.1                 	4.5                   	7.19828      	61.6800     	971.3
11:20.5     	05:30:58.5         	580.8    	0.2                 	3.2                   	7.19833      	61.6800     	985.0
11:21.7     	05:30:59.7         	583.8    	0.1                 	4.5                   	7.19834      	61.6799     	987.6
11:22.6     	05:31:00.6         	586.6    	0.1                 	4.8                   	7.19838      	61.6799     	990.1
11:23.7     	05:31:01.7         	589.6    	-0.1                	3.2                   	7.19842      	61.6798     	992.8
11:26.6     	05:31:04.6         	599.0    	0.2                 	1.4                   	7.19846      	61.6798     	1002.1
11:27.4     	05:31:05.4         	603.1    	0.2                 	1.8                   	7.19849      	61.6798     	1006.3
11:28.6     	05:31:06.6         	607.1    	0.1                 	2.1                   	7.19852      	61.6798     	1010.5
11:29.5     	05:31:07.5         	610.0    	0.1                 	2.1                   	7.19853      	61.6798     	1013.1
11:30.7     	05:31:08.7         	612.8    	0.2                 	1.6                   	7.19854      	61.6798     	1015.8
11:31.5     	05:31:09.5         	615.8    	0.2                 	2.4                   	7.19856      	61.6798     	1018.5
11:32.7     	05:31:10.7         	619.8    	0.2                 	3.5                   	7.19861      	61.6798     	1022.6
11:33.5     	05:31:11.5         	623.6    	0.2                 	4.0                   	7.19869      	61.6798     	1026.7
11:35.5     	05:31:13.5         	630.2    	0.3                 	3.1                   	7.19883      	61.6797     	1033.6
11:36.7     	05:31:14.7         	633.9    	0.3                 	2.7                   	7.19889      	61.6797     	1037.5
11:37.5     	05:31:15.5         	---      	---                 	---                   	---          	---         	---
11:38.7     	05:31:16.7         	641.3    	0.2                 	2.6                   	7.19899      	61.6798     	1045.2
11:39.6     	05:31:17.6         	644.8    	0.2                 	2.1                   	7.19904      	61.6798     	1048.9
11:40.7     	05:31:18.7         	648.3    	0.2                 	1.7                   	7.19907      	61.6798     	1052.6
11:41.6     	05:31:19.6         	651.5    	0.2                 	1.2                   	7.19909      	61.6798     	1056.1
11:43.6     	05:31:21.6         	657.0    	0.2                 	1.5                   	7.19911      	61.6798     	1061.9
11:44.7     	05:31:22.7         	659.7    	0.1                 	3.1                   	7.19914      	61.6798     	1064.4
11:45.6     	05:31:23.6         	662.6    	0.1                 	4.3                   	7.19918      	61.6798     	1066.9
11:46.5     	05:31:24.5         	---      	---                 	---                   	---          	---         	---
11:47.6     	05:31:25.6         	668.6    	0.1                 	4.4                   	7.19926      	61.6797     	1071.8
11:48.6     	05:31:26.6         	420.4    	0.0                 	3.4                   	7.19931      	61.6797     	0.0
11:50.6     	05:31:28.6         	678.5    	0.2                 	2.1                   	7.19938      	61.6797     	1081.5
11:51.7     	05:31:29.7         	681.7    	0.2                 	2.2                   	7.19939      	61.6797     	1084.7
11:52.6     	05:31:30.6         	684.7    	0.3                 	2.0                   	7.19941      	61.6797     	1087.7
11:53.7     	05:31:31.7         	687.7    	0.1                 	3.6                   	7.19942      	61.6796     	1090.2
11:55.5     	05:31:33.5         	693.7    	0.2                 	4.6                   	7.19949      	61.6796     	1094.9
11:56.6     	05:31:34.6         	696.7    	0.1                 	3.7                   	7.19948      	61.6795     	1097.3
11:57.5     	05:31:35.5         	699.7    	0.1                 	3.0                   	7.19947      	61.6795     	1099.7
11:59.6     	05:31:37.6         	705.7    	0.1                 	3.4                   	7.19948      	61.6794     	1104.8
12:00.6     	05:31:38.6         	708.9    	0.0                 	3.4                   	7.19949      	61.6794     	1107.4
12:02.6     	05:31:40.6         	430.5    	0.1                 	2.9                   	7.19948      	61.6793     	0.0
12:03.5     	05:31:41.5         	431.6    	0.1                 	3.6                   	7.19950      	61.6793     	0.0
12:04.6     	05:31:42.6         	721.6    	0.1                 	4.4                   	7.19954      	61.6793     	1117.7
12:05.5     	05:31:43.5         	434.4    	0.0                 	5.0                   	7.19957      	61.6792     	0.0
12:07.6     	05:31:45.6         	733.0    	0.1                 	5.5                   	7.19959      	61.6791     	1126.0
12:08.7     	05:31:46.7         	737.1    	0.1                 	5.9                   	7.19963      	61.6791     	1128.9
12:10.7     	05:31:48.7         	444.7    	0.0                 	6.0                   	7.19978      	61.6790     	0.0
12:11.6     	05:31:49.6         	749.7    	0.2                 	5.9                   	7.19985      	61.6790     	1138.1
12:12.5     	05:31:50.5         	753.9    	0.2                 	5.5                   	7.19991      	61.6789     	1141.5
12:13.6     	05:31:51.6         	757.8    	0.2                 	4.1                   	7.19994      	61.6789     	1144.8
12:14.7     	05:31:52.7         	761.2    	0.2                 	3.0                   	7.19994      	61.6789     	1147.6
12:15.6     	05:31:53.6         	764.5    	0.2                 	2.8                   	7.19993      	61.6789     	1150.4
12:16.6     	05:31:54.6         	452.6    	0.0                 	3.6                   	7.19992      	61.6788     	0.0
12:17.7     	05:31:55.7         	771.7    	0.0                 	4.7                   	7.19993      	61.6788     	1155.9
12:18.6     	05:31:56.6         	775.8    	0.1                 	6.6                   	7.19996      	61.6787     	1158.6
12:19.7     	05:31:57.7         	780.1    	0.1                 	6.2                   	7.19999      	61.6787     	1161.3
12:20.6     	05:31:58.6         	784.2    	0.2                 	4.4                   	7.20001      	61.6786     	1164.1
12:21.7     	05:31:59.7         	787.8    	0.1                 	2.9                   	7.20000      	61.6786     	1166.9
12:22.6     	05:32:00.6         	791.0    	0.2                 	2.6                   	7.19997      	61.6786     	1169.7
12:23.7     	05:32:01.7         	794.3    	0.1                 	2.4                   	7.19995      	61.6786     	1172.6
12:24.5     	05:32:02.5         	797.8    	0.0                 	2.7                   	7.19996      	61.6785     	1175.4
12:25.4     	05:32:03.4         	801.4    	0.1                 	4.4                   	7.20000      	61.6785     	1178.2
12:26.6     	05:32:04.6         	470.9    	0.1                 	5.3                   	7.20006      	61.6785     	0.0
12:27.5     	05:32:05.5         	809.8    	0.2                 	5.4                   	7.20009      	61.6784     	1183.8
12:28.6     	05:32:06.6         	814.1    	0.2                 	5.0                   	7.20010      	61.6784     	1186.8
12:29.5     	05:32:07.5         	818.2    	0.1                 	4.3                   	7.20010      	61.6783     	1189.7
12:31.5     	05:32:09.5         	826.8    	0.1                 	5.2                   	7.20018      	61.6783     	1195.6
12:32.6     	05:32:10.6         	831.3    	0.1                 	4.8                   	7.20022      	61.6782     	1198.7
12:33.5     	05:32:11.5         	835.8    	0.1                 	4.1                   	7.20025      	61.6782     	1201.9
12:34.7     	05:32:12.7         	840.1    	0.1                 	4.1                   	7.20029      	61.6781     	1205.0
12:35.6     	05:32:13.6         	844.6    	0.1                 	5.0                   	7.20035      	61.6781     	1208.2
12:36.7     	05:32:14.7         	849.2    	0.1                 	5.9                   	7.20041      	61.6781     	1211.1
12:37.6     	05:32:15.6         	854.1    	0.2                 	6.0                   	7.20045      	61.6780     	1214.2
12:40.5     	05:32:18.5         	863.2    	0.1                 	3.6                   	7.20051      	61.6779     	1220.5
12:41.6     	05:32:19.6         	871.5    	0.4                 	5.0                   	7.20066      	61.6779     	1227.4
12:42.5     	05:32:20.5         	875.8    	0.2                 	4.6                   	7.20076      	61.6779     	1231.1
12:43.6     	05:32:21.6         	880.5    	-0.1                	5.4                   	7.20082      	61.6779     	1234.3
12:44.6     	05:32:22.6         	515.4    	0.0                 	5.5                   	7.20087      	61.6778     	0.0
12:45.7     	05:32:23.7         	890.4    	0.1                 	6.8                   	7.20091      	61.6778     	1240.8
12:47.7     	05:32:25.7         	900.9    	0.1                 	5.9                   	7.20103      	61.6777     	1247.0
12:48.6     	05:32:26.6         	531.0    	0.0                 	4.7                   	7.20108      	61.6776     	0.0
12:49.7     	05:32:27.7         	910.2    	0.2                 	4.3                   	7.20110      	61.6776     	1253.1
12:51.7     	05:32:29.7         	---      	---                 	---                   	---          	---         	---
12:52.6     	05:32:30.6         	924.5    	0.1                 	6.7                   	7.20123      	61.6774     	1262.0
12:53.4     	05:32:31.4         	929.9    	0.2                 	6.9                   	7.20130      	61.6774     	1265.0
12:54.7     	05:32:32.7         	935.3    	0.1                 	6.1                   	7.20136      	61.6773     	1268.0
12:55.5     	05:32:33.5         	---      	---                 	---                   	---          	---         	---
12:56.7     	05:32:34.7         	945.8    	0.1                 	5.1                   	7.20144      	61.6772     	1274.4
12:57.5     	05:32:35.5         	950.8    	0.2                 	5.3                   	7.20149      	61.6772     	1277.5
12:59.5     	05:32:37.5         	961.6    	0.2                 	5.6                   	7.20157      	61.6771     	1284.1
13:00.7     	05:32:38.7         	967.1    	0.2                 	5.7                   	7.20161      	61.6771     	1287.4
13:01.5     	05:32:39.5         	972.8    	0.2                 	5.6                   	7.20165      	61.6770     	1290.9
13:02.7     	05:32:40.7         	---      	---                 	---                   	---          	---         	---
13:03.5     	05:32:41.5         	983.8    	0.4                 	5.6                   	7.20182      	61.6769     	1299.0
13:04.7     	05:32:42.7         	989.2    	0.3                 	5.5                   	7.20189      	61.6769     	1303.0
13:05.6     	05:32:43.6         	593.0    	0.0                 	5.2                   	7.20195      	61.6769     	0.0
13:06.7     	05:32:44.7         	999.2    	0.3                 	5.0                   	7.20202      	61.6769     	1310.7
13:07.6     	05:32:45.6         	1003.7   	0.3                 	4.6                   	7.20209      	61.6769     	1314.4
13:08.5     	05:32:46.5         	1008.0   	0.3                 	4.4                   	7.20216      	61.6769     	1318.0
13:09.6     	05:32:47.6         	600.5    	0.3                 	4.1                   	7.20223      	61.6768     	0.0
13:10.5     	05:32:48.5         	1017.1   	0.3                 	5.0                   	7.20228      	61.6768     	1324.9
13:11.6     	05:32:49.6         	1022.2   	0.3                 	5.5                   	7.20233      	61.6768     	1328.0
13:12.5     	05:32:50.5         	1027.3   	0.3                 	5.7                   	7.20237      	61.6767     	1331.1
13:13.7     	05:32:51.7         	1032.5   	0.2                 	5.6                   	7.20239      	61.6767     	1334.3
13:14.6     	05:32:52.6         	1037.7   	0.2                 	5.6                   	7.20243      	61.6766     	1337.4
13:15.7     	05:32:53.7         	1043.0   	0.2                 	5.9                   	7.20248      	61.6766     	1340.6
13:17.7     	05:32:55.7         	1053.2   	0.3                 	5.7                   	7.20263      	61.6765     	1347.8
13:18.6     	05:32:56.6         	1058.1   	0.3                 	5.2                   	7.20270      	61.6765     	1351.3
13:19.6     	05:32:57.6         	1062.7   	0.3                 	4.7                   	7.20275      	61.6765     	1354.9
13:20.5     	05:32:58.5         	1067.0   	0.3                 	4.6                   	7.20280      	61.6765     	1358.4
13:21.4     	05:32:59.4         	1071.3   	0.4                 	4.4                   	7.20286      	61.6765     	1361.8
