Time [mm:ss]	UTC Time [hh:mm:ss]	Range [m]	Vertical Speed [m/s]	Horizontal Speed [m/s]	Longitude [°]	Latitude [°]	Altitude [m]
00:01.6     	05:19:39.6         	---      	---                 	---                   	---          	---         	---
00:05.6     	05:19:43.6         	12.8     	-0.1                	0.1                   	7.19921      	61.6805     	421.9
00:06.5     	05:19:44.5         	10.7     	-0.1                	0.1                   	7.19920      	61.6806     	418.7
00:07.6     	05:19:45.6         	9.5      	0.0                 	0.1                   	7.19920      	61.6806     	417.0
00:08.5     	05:19:46.5         	7.2      	0.0                 	0.1                   	7.19921      	61.6806     	414.9
00:09.7     	05:19:47.7         	4.8      	0.0                 	0.1                   	7.19923      	61.6806     	413.0
00:10.6     	05:19:48.6         	2.6      	0.0                 	0.1                   	7.19924      	61.6805     	411.6
00:11.7     	05:19:49.7         	0.7      	0.0                 	0.1                   	7.19925      	61.6805     	410.3
00:14.6     	05:19:52.6         	5.9      	0.0                 	0.1                   	7.19928      	61.6805     	407.1
00:16.6     	05:19:54.6         	9.0      	0.0                 	0.1                   	7.19930      	61.6805     	405.2
00:17.4     	05:19:55.4         	8.9      	-0.1                	0.2                   	7.19929      	61.6805     	404.9
00:18.6     	05:19:56.6         	8.7      	-0.1                	0.6                   	7.19929      	61.6805     	404.6
00:19.5     	05:19:57.5         	---      	---                 	---                   	---          	---         	---
00:20.7     	05:19:58.7         	9.1      	0.0                 	0.1                   	7.19929      	61.6805     	405.1
00:21.5     	05:19:59.5         	9.3      	0.0                 	0.3                   	7.19928      	61.6804     	405.3
00:22.7     	05:20:00.7         	8.8      	0.1                 	0.2                   	7.19927      	61.6805     	406.0
00:23.5     	05:20:01.5         	9.2      	0.0                 	0.6                   	7.19927      	61.6804     	406.4
00:24.7     	05:20:02.7         	8.1      	0.0                 	0.4                   	7.19924      	61.6805     	406.1
00:25.5     	05:20:03.5         	9.2      	0.0                 	0.2                   	7.19923      	61.6804     	407.0
00:26.7     	05:20:04.7         	9.7      	0.0                 	0.2                   	7.19923      	61.6804     	408.2
00:27.5     	05:20:05.5         	10.2     	0.1                 	0.1                   	7.19922      	61.6804     	409.2
00:28.4     	05:20:06.4         	---      	---                 	---                   	---          	---         	---
00:29.5     	05:20:07.5         	10.8     	0.0                 	0.0                   	7.19922      	61.6804     	409.9
00:30.5     	05:20:08.5         	10.8     	0.0                 	0.0                   	7.19922      	61.6804     	409.9
00:31.6     	05:20:09.6         	10.8     	0.0                 	0.0                   	7.19922      	61.6804     	409.9
00:32.5     	05:20:10.5         	10.8     	0.0                 	0.0                   	7.19922      	61.6804     	409.9
00:33.6     	05:20:11.6         	10.9     	0.0                 	0.0                   	7.19922      	61.6804     	409.9
00:34.5     	05:20:12.5         	10.9     	0.0                 	0.0                   	7.19922      	61.6804     	409.9
00:35.6     	05:20:13.6         	10.9     	0.0                 	0.0                   	7.19922      	61.6804     	410.0
00:36.5     	05:20:14.5         	10.9     	0.0                 	0.0                   	7.19922      	61.6804     	410.0
00:37.6     	05:20:15.6         	10.9     	0.0                 	0.0                   	7.19922      	61.6804     	410.0
00:38.5     	05:20:16.5         	10.9     	0.0                 	0.0                   	7.19922      	61.6804     	410.0
00:39.6     	05:20:17.6         	10.9     	0.0                 	0.0                   	7.19922      	61.6804     	410.0
00:40.6     	05:20:18.6         	10.9     	0.0                 	0.0                   	7.19922      	61.6804     	410.1
00:41.7     	05:20:19.7         	10.9     	0.0                 	0.0                   	7.19922      	61.6804     	410.1
00:42.6     	05:20:20.6         	10.9     	0.0                 	0.0                   	7.19922      	61.6804     	410.1
00:43.5     	05:20:21.5         	10.9     	0.0                 	0.0                   	7.19922      	61.6804     	410.1
00:44.6     	05:20:22.6         	10.9     	0.0                 	0.0                   	7.19922      	61.6804     	410.1
00:45.5     	05:20:23.5         	10.9     	0.0                 	0.0                   	7.19922      	61.6804     	410.1
00:46.6     	05:20:24.6         	10.9     	0.0                 	0.0                   	7.19922      	61.6804     	410.2
00:47.5     	05:20:25.5         	10.9     	0.0                 	0.0                   	7.19922      	61.6804     	410.2
00:48.6     	05:20:26.6         	10.9     	0.0                 	0.0                   	7.19922      	61.6804     	410.2
00:49.5     	05:20:27.5         	10.9     	0.0                 	0.0                   	7.19922      	61.6804     	410.2
00:50.7     	05:20:28.7         	10.8     	0.0                 	0.0                   	7.19922      	61.6804     	410.2
00:51.6     	05:20:29.6         	409.9    	0.0                 	0.0                   	7.19922      	61.6804     	0.0
00:52.7     	05:20:30.7         	9.5      	0.0                 	0.1                   	7.19921      	61.6804     	410.8
00:53.6     	05:20:31.6         	---      	---                 	---                   	---          	---         	---
00:54.7     	05:20:32.7         	8.9      	0.0                 	0.2                   	7.19922      	61.6804     	409.6
00:55.6     	05:20:33.6         	7.5      	0.0                 	0.4                   	7.19921      	61.6805     	410.6
00:56.4     	05:20:34.4         	7.6      	0.0                 	0.2                   	7.19920      	61.6805     	411.7
00:57.6     	05:20:35.6         	7.7      	0.0                 	0.0                   	7.19920      	61.6805     	411.7
00:58.4     	05:20:36.4         	7.8      	0.0                 	0.0                   	7.19920      	61.6805     	411.8
00:59.6     	05:20:37.6         	11.3     	0.0                 	0.2                   	7.19919      	61.6804     	415.1
01:00.4     	05:20:38.4         	---      	---                 	---                   	---          	---         	---
01:01.7     	05:20:39.7         	12.3     	0.0                 	0.0                   	7.19919      	61.6804     	416.3
01:02.5     	05:20:40.5         	12.3     	0.0                 	0.0                   	7.19919      	61.6804     	416.3
01:03.7     	05:20:41.7         	12.3     	0.0                 	0.0                   	7.19919      	61.6804     	416.3
01:04.5     	05:20:42.5         	12.4     	0.0                 	0.0                   	7.19919      	61.6804     	416.4
01:05.7     	05:20:43.7         	12.4     	0.0                 	0.0                   	7.19919      	61.6804     	416.4
01:06.5     	05:20:44.5         	---      	---                 	---                   	---          	---         	---
01:07.6     	05:20:45.6         	409.8    	0.0                 	0.0                   	7.19919      	61.6804     	0.0
01:08.5     	05:20:46.5         	12.4     	0.0                 	0.0                   	7.19919      	61.6804     	416.4
01:09.6     	05:20:47.6         	---      	---                 	---                   	---          	---         	---
01:10.5     	05:20:48.5         	---      	---                 	---                   	---          	---         	---
01:11.5     	05:20:49.5         	12.4     	0.0                 	0.0                   	7.19919      	61.6804     	416.5
01:12.6     	05:20:50.6         	12.4     	0.0                 	0.2                   	7.19919      	61.6804     	416.6
01:13.5     	05:20:51.5         	12.4     	0.0                 	0.0                   	7.19919      	61.6804     	416.6
01:14.6     	05:20:52.6         	12.5     	0.0                 	0.1                   	7.19919      	61.6804     	416.7
01:15.5     	05:20:53.5         	12.6     	0.1                 	0.2                   	7.19918      	61.6804     	416.9
01:16.6     	05:20:54.6         	12.2     	0.0                 	0.5                   	7.19918      	61.6804     	417.1
01:17.5     	05:20:55.5         	11.8     	0.0                 	0.6                   	7.19918      	61.6804     	417.1
01:20.6     	05:20:58.6         	11.7     	0.0                 	0.6                   	7.19920      	61.6804     	417.1
01:21.6     	05:20:59.6         	11.7     	0.0                 	0.4                   	7.19921      	61.6804     	417.0
01:22.7     	05:21:00.7         	11.9     	0.0                 	0.2                   	7.19921      	61.6804     	417.0
01:23.6     	05:21:01.6         	12.0     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
01:24.5     	05:21:02.5         	12.0     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
01:25.6     	05:21:03.6         	12.0     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
01:26.5     	05:21:04.5         	12.0     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
01:27.6     	05:21:05.6         	12.0     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
01:28.5     	05:21:06.5         	12.0     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
01:29.6     	05:21:07.6         	12.0     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
01:30.5     	05:21:08.5         	12.0     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
01:31.6     	05:21:09.6         	12.0     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
01:32.6     	05:21:10.6         	12.0     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
01:33.7     	05:21:11.7         	12.0     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
01:34.6     	05:21:12.6         	12.0     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
01:35.7     	05:21:13.7         	12.0     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
01:36.6     	05:21:14.6         	12.1     	0.0                 	0.1                   	7.19921      	61.6804     	417.1
01:37.7     	05:21:15.7         	12.1     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
01:38.6     	05:21:16.6         	12.1     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
01:39.5     	05:21:17.5         	12.1     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
01:40.6     	05:21:18.6         	12.3     	0.0                 	0.1                   	7.19921      	61.6804     	416.9
01:41.5     	05:21:19.5         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
01:42.6     	05:21:20.6         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
01:43.6     	05:21:21.6         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
01:44.7     	05:21:22.7         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
01:45.6     	05:21:23.6         	---      	---                 	---                   	---          	---         	---
01:46.7     	05:21:24.7         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
01:47.6     	05:21:25.6         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
01:48.7     	05:21:26.7         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
01:49.6     	05:21:27.6         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
01:50.7     	05:21:28.7         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
01:51.6     	05:21:29.6         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
01:52.4     	05:21:30.4         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
01:53.6     	05:21:31.6         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
01:54.5     	05:21:32.5         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
01:55.6     	05:21:33.6         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
01:56.5     	05:21:34.5         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
01:57.6     	05:21:35.6         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
01:58.5     	05:21:36.5         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
01:59.6     	05:21:37.6         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:00.5     	05:21:38.5         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:01.6     	05:21:39.6         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:02.5     	05:21:40.5         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:03.6     	05:21:41.6         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:04.6     	05:21:42.6         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:05.7     	05:21:43.7         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:06.6     	05:21:44.6         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:07.5     	05:21:45.5         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:08.6     	05:21:46.6         	12.3     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:09.5     	05:21:47.5         	12.4     	0.0                 	0.1                   	7.19921      	61.6804     	417.0
02:10.6     	05:21:48.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:11.5     	05:21:49.5         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:12.6     	05:21:50.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:13.5     	05:21:51.5         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:14.7     	05:21:52.7         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:15.6     	05:21:53.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:16.7     	05:21:54.7         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:17.6     	05:21:55.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:18.7     	05:21:56.7         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:19.6     	05:21:57.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:20.5     	05:21:58.5         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:21.6     	05:21:59.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:22.5     	05:22:00.5         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:23.6     	05:22:01.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:24.5     	05:22:02.5         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:25.7     	05:22:03.7         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:26.6     	05:22:04.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:27.7     	05:22:05.7         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:28.6     	05:22:06.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:29.7     	05:22:07.7         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:30.6     	05:22:08.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:31.7     	05:22:09.7         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:32.6     	05:22:10.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:33.4     	05:22:11.4         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:34.6     	05:22:12.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:35.4     	05:22:13.4         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:36.7     	05:22:14.7         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:37.5     	05:22:15.5         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:38.6     	05:22:16.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:39.5     	05:22:17.5         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:40.6     	05:22:18.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:41.5     	05:22:19.5         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:42.6     	05:22:20.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:43.5     	05:22:21.5         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:44.6     	05:22:22.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:45.5     	05:22:23.5         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	417.0
02:46.7     	05:22:24.7         	12.4     	0.0                 	0.1                   	7.19921      	61.6804     	416.9
02:47.6     	05:22:25.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:48.5     	05:22:26.5         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:49.6     	05:22:27.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:50.5     	05:22:28.5         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:51.6     	05:22:29.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:52.5     	05:22:30.5         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:53.6     	05:22:31.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:54.5     	05:22:32.5         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:55.6     	05:22:33.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:56.5     	05:22:34.5         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:57.7     	05:22:35.7         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:58.6     	05:22:36.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
02:59.7     	05:22:37.7         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
03:00.6     	05:22:38.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
03:01.7     	05:22:39.7         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
03:02.6     	05:22:40.6         	12.4     	0.0                 	0.0                   	7.19921      	61.6804     	416.9
03:03.5     	05:22:41.5         	12.7     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
03:04.6     	05:22:42.6         	12.7     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
03:05.5     	05:22:43.5         	12.7     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
03:06.6     	05:22:44.6         	12.7     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
03:07.6     	05:22:45.6         	12.7     	0.0                 	0.0                   	7.19921      	61.6804     	417.1
03:08.7     	05:22:46.7         	12.8     	0.0                 	0.1                   	7.19921      	61.6804     	417.2
03:09.6     	05:22:47.6         	12.8     	0.0                 	0.0                   	7.19921      	61.6804     	417.2
03:10.7     	05:22:48.7         	12.8     	0.0                 	0.0                   	7.19921      	61.6804     	417.2
03:11.6     	05:22:49.6         	12.8     	0.0                 	0.0                   	7.19921      	61.6804     	417.2
03:12.7     	05:22:50.7         	12.8     	0.0                 	0.0                   	7.19921      	61.6804     	417.2
03:13.6     	05:22:51.6         	13.1     	0.0                 	0.1                   	7.19921      	61.6804     	417.4
03:14.7     	05:22:52.7         	13.1     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:15.6     	05:22:53.6         	13.1     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:16.4     	05:22:54.4         	13.1     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:17.6     	05:22:55.6         	13.1     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:18.5     	05:22:56.5         	13.1     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:19.7     	05:22:57.7         	13.1     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:20.5     	05:22:58.5         	13.1     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:21.6     	05:22:59.6         	13.1     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:22.5     	05:23:00.5         	13.1     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:23.7     	05:23:01.7         	13.1     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:24.5     	05:23:02.5         	13.1     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:25.6     	05:23:03.6         	13.1     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:26.5     	05:23:04.5         	13.2     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:27.6     	05:23:05.6         	13.2     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:28.6     	05:23:06.6         	13.2     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:29.7     	05:23:07.7         	13.2     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:30.6     	05:23:08.6         	13.2     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:31.5     	05:23:09.5         	13.2     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:32.6     	05:23:10.6         	13.2     	0.0                 	0.0                   	7.19921      	61.6804     	417.4
03:33.5     	05:23:11.5         	13.3     	0.0                 	0.1                   	7.19922      	61.6804     	417.5
03:34.6     	05:23:12.6         	13.4     	0.0                 	0.1                   	7.19922      	61.6804     	417.5
03:35.5     	05:23:13.5         	13.7     	0.0                 	0.3                   	7.19922      	61.6804     	417.6
03:36.6     	05:23:14.6         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:37.5     	05:23:15.5         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:38.6     	05:23:16.6         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:39.6     	05:23:17.6         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:40.7     	05:23:18.7         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:41.6     	05:23:19.6         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:42.7     	05:23:20.7         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:43.6     	05:23:21.6         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:44.5     	05:23:22.5         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:45.6     	05:23:23.6         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:47.6     	05:23:25.6         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:49.7     	05:23:27.7         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:50.6     	05:23:28.6         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:51.7     	05:23:29.7         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:53.7     	05:23:31.7         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:54.6     	05:23:32.6         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:55.7     	05:23:33.7         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:56.6     	05:23:34.6         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:57.7     	05:23:35.7         	13.6     	0.0                 	0.0                   	7.19922      	61.6804     	417.6
03:58.6     	05:23:36.6         	13.6     	0.0                 	0.1                   	7.19922      	61.6804     	417.6
03:59.4     	05:23:37.4         	13.0     	0.0                 	0.1                   	7.19923      	61.6804     	417.3
04:00.7     	05:23:38.7         	13.0     	0.0                 	0.0                   	7.19922      	61.6804     	417.3
04:01.5     	05:23:39.5         	12.6     	0.0                 	0.1                   	7.19923      	61.6804     	417.1
04:02.7     	05:23:40.7         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:03.5     	05:23:41.5         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:04.7     	05:23:42.7         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:05.5     	05:23:43.5         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:06.6     	05:23:44.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:07.5     	05:23:45.5         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:08.6     	05:23:46.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:09.5     	05:23:47.5         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:10.6     	05:23:48.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:11.6     	05:23:49.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:12.5     	05:23:50.5         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:13.6     	05:23:51.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:14.5     	05:23:52.5         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:15.6     	05:23:53.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:16.5     	05:23:54.5         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:17.6     	05:23:55.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:18.5     	05:23:56.5         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:19.6     	05:23:57.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:20.5     	05:23:58.5         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:21.7     	05:23:59.7         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:22.6     	05:24:00.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:23.7     	05:24:01.7         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:24.6     	05:24:02.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:25.7     	05:24:03.7         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:26.6     	05:24:04.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:27.5     	05:24:05.5         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:28.6     	05:24:06.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:29.5     	05:24:07.5         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:30.6     	05:24:08.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:31.5     	05:24:09.5         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:32.7     	05:24:10.7         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:33.6     	05:24:11.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:35.6     	05:24:13.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:36.7     	05:24:14.7         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:37.6     	05:24:15.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:38.7     	05:24:16.7         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:39.6     	05:24:17.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:40.4     	05:24:18.4         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:41.6     	05:24:19.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:42.4     	05:24:20.4         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:43.7     	05:24:21.7         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:44.5     	05:24:22.5         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:45.7     	05:24:23.7         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:46.5     	05:24:24.5         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:47.7     	05:24:25.7         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:48.5     	05:24:26.5         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:49.6     	05:24:27.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:50.5     	05:24:28.5         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:51.6     	05:24:29.6         	12.6     	0.0                 	0.0                   	7.19923      	61.6804     	417.1
04:52.5     	05:24:30.5         	12.8     	0.0                 	0.4                   	7.19923      	61.6804     	417.1
04:53.7     	05:24:31.7         	12.9     	0.0                 	0.1                   	7.19924      	61.6804     	416.9
04:54.6     	05:24:32.6         	12.9     	0.0                 	0.0                   	7.19924      	61.6804     	416.9
04:55.5     	05:24:33.5         	409.8    	0.0                 	0.1                   	7.19924      	61.6804     	0.0
04:56.6     	05:24:34.6         	13.0     	0.0                 	0.0                   	7.19924      	61.6804     	417.1
04:57.5     	05:24:35.5         	13.0     	0.0                 	0.0                   	7.19924      	61.6804     	417.1
04:58.6     	05:24:36.6         	13.0     	0.0                 	0.0                   	7.19924      	61.6804     	417.1
