Time [sec]	Time (UTC)	P [hPa]	T [°C]	Hu [%]	Ws [m/s]	Wd [°]	Ws U [m/s]	Ws V [m/s]	Geopot [m]	Dew [°C]
2026      	05:53:30  	580.2  	-17.10	10    	12.4    	289   	11.7      	-4.1      	4287      	-39.6
2027      	05:53:31  	580.0  	-17.10	10    	12.5    	289   	11.8      	-4.1      	4289      	-39.6
2028      	05:53:32  	579.9  	-17.10	10    	12.5    	289   	11.8      	-4.1      	4291      	-39.6
2029      	05:53:33  	579.7  	-17.10	10    	12.5    	289   	11.8      	-4.1      	4293      	-39.6
2030      	05:53:34  	579.5  	-17.10	10    	12.5    	289   	11.8      	-4.1      	4296      	-39.7
2031      	05:53:35  	579.3  	-17.10	10    	12.5    	289   	11.8      	-4.0      	4298      	-39.7
2032      	05:53:36  	579.2  	-17.10	10    	12.6    	289   	11.9      	-4.0      	4300      	-39.7
2033      	05:53:37  	579.0  	-17.10	10    	12.6    	289   	11.9      	-4.0      	4303      	-39.7
2034      	05:53:38  	578.8  	-17.20	10    	12.7    	288   	12.1      	-4.0      	4305      	-39.7
2035      	05:53:39  	578.6  	-17.20	10    	12.7    	288   	12.1      	-4.0      	4307      	-39.7
2036      	05:53:40  	578.5  	-17.20	10    	12.7    	288   	12.1      	-3.9      	4309      	-39.7
2037      	05:53:41  	578.3  	-17.20	10    	12.7    	288   	12.1      	-3.9      	4311      	-39.8
2038      	05:53:42  	578.1  	-17.20	10    	12.8    	288   	12.2      	-3.9      	4314      	-39.8
2039      	05:53:43  	578.0  	-17.20	10    	12.8    	288   	12.2      	-3.9      	4316      	-39.8
2040      	05:53:44  	577.8  	-17.20	10    	12.8    	288   	12.2      	-3.9      	4318      	-39.8
2041      	05:53:45  	577.6  	-17.20	10    	12.7    	288   	12.1      	-3.8      	4320      	-39.8
2042      	05:53:46  	577.5  	-17.20	10    	12.8    	288   	12.2      	-3.9      	4322      	-39.8
2043      	05:53:47  	577.3  	-17.20	10    	12.8    	287   	12.2      	-3.8      	4324      	-39.8
2044      	05:53:48  	577.1  	-17.20	10    	12.8    	287   	12.2      	-3.8      	4327      	-39.9
2045      	05:53:49  	577.0  	-17.20	10    	12.9    	287   	12.3      	-3.8      	4329      	-39.9
2046      	05:53:50  	576.8  	-17.20	10    	12.8    	287   	12.3      	-3.7      	4331      	-39.9
2047      	05:53:51  	576.6  	-17.20	10    	12.9    	287   	12.4      	-3.7      	4333      	-39.9
2048      	05:53:52  	576.5  	-17.20	10    	12.9    	286   	12.4      	-3.6      	4335      	-39.9
2049      	05:53:53  	576.3  	-17.20	10    	12.9    	286   	12.4      	-3.6      	4337      	-40.0
2050      	05:53:54  	576.2  	-17.20	10    	12.9    	286   	12.4      	-3.5      	4339      	-40.0
2051      	05:53:55  	576.0  	-17.20	10    	12.9    	286   	12.4      	-3.5      	4341      	-40.0
2052      	05:53:56  	575.8  	-17.20	10    	13.0    	286   	12.5      	-3.5      	4343      	-40.0
2053      	05:53:57  	575.7  	-17.20	10    	13.0    	286   	12.5      	-3.5      	4346      	-40.0
2054      	05:53:58  	575.5  	-17.20	9     	13.0    	286   	12.5      	-3.5      	4348      	-40.1
2055      	05:53:59  	575.4  	-17.20	9     	13.0    	285   	12.5      	-3.5      	4350      	-40.1
2056      	05:54:00  	575.2  	-17.20	9     	13.0    	285   	12.5      	-3.5      	4352      	-40.1
2057      	05:54:01  	575.0  	-17.20	9     	13.0    	285   	12.6      	-3.4      	4354      	-40.1
2058      	05:54:02  	574.9  	-17.20	9     	13.0    	285   	12.6      	-3.3      	4356      	-40.2
2059      	05:54:03  	574.7  	-17.20	9     	13.0    	285   	12.6      	-3.3      	4358      	-40.2
2060      	05:54:04  	574.5  	-17.20	9     	13.0    	285   	12.6      	-3.3      	4360      	-40.2
2061      	05:54:05  	574.4  	-17.20	9     	13.0    	285   	12.6      	-3.3      	4362      	-40.2
2062      	05:54:06  	574.2  	-17.20	9     	13.1    	284   	12.7      	-3.3      	4365      	-40.3
2063      	05:54:07  	574.1  	-17.30	9     	13.1    	284   	12.7      	-3.3      	4367      	-40.3
2064      	05:54:08  	573.9  	-17.30	9     	13.1    	284   	12.7      	-3.3      	4369      	-40.3
2065      	05:54:09  	573.7  	-17.30	9     	13.1    	284   	12.7      	-3.3      	4371      	-40.3
2066      	05:54:10  	573.6  	-17.30	9     	13.0    	284   	12.6      	-3.2      	4373      	-40.4
2067      	05:54:11  	573.4  	-17.30	9     	13.0    	284   	12.6      	-3.2      	4375      	-40.4
2068      	05:54:12  	573.3  	-17.30	9     	13.0    	284   	12.6      	-3.2      	4377      	-40.4
2069      	05:54:13  	573.1  	-17.30	9     	13.0    	284   	12.6      	-3.2      	4379      	-40.4
2070      	05:54:14  	572.9  	-17.30	9     	12.9    	284   	12.5      	-3.1      	4381      	-40.5
2071      	05:54:15  	572.8  	-17.30	9     	12.9    	284   	12.5      	-3.1      	4383      	-40.5
2072      	05:54:16  	572.6  	-17.30	9     	12.9    	284   	12.5      	-3.1      	4385      	-40.6
2073      	05:54:17  	572.5  	-17.30	9     	12.9    	284   	12.5      	-3.0      	4387      	-40.6
2074      	05:54:18  	572.3  	-17.30	9     	12.9    	284   	12.5      	-3.0      	4389      	-40.6
2075      	05:54:19  	572.2  	-17.30	9     	12.8    	284   	12.4      	-3.0      	4391      	-40.6
2076      	05:54:20  	572.0  	-17.30	9     	12.8    	284   	12.4      	-3.0      	4394      	-40.7
2077      	05:54:21  	571.9  	-17.30	9     	12.8    	284   	12.4      	-3.0      	4395      	-40.7
2078      	05:54:22  	571.7  	-17.30	9     	12.7    	283   	12.4      	-2.9      	4397      	-40.7
2079      	05:54:23  	571.6  	-17.30	9     	12.7    	283   	12.4      	-2.9      	4399      	-40.7
2080      	05:54:24  	571.4  	-17.30	9     	12.7    	283   	12.4      	-2.9      	4401      	-40.7
2081      	05:54:25  	571.3  	-17.30	9     	12.7    	283   	12.4      	-2.9      	4403      	-40.8
2082      	05:54:26  	571.1  	-17.30	9     	12.7    	283   	12.4      	-2.8      	4405      	-40.8
2083      	05:54:27  	571.0  	-17.30	9     	12.6    	283   	12.3      	-2.8      	4407      	-40.8
2084      	05:54:28  	570.8  	-17.30	9     	12.6    	283   	12.3      	-2.8      	4409      	-40.9
2085      	05:54:29  	570.7  	-17.30	9     	12.6    	283   	12.3      	-2.7      	4411      	-40.9
2086      	05:54:30  	570.5  	-17.30	9     	12.5    	282   	12.2      	-2.7      	4413      	-41.0
2087      	05:54:31  	570.4  	-17.30	9     	12.5    	282   	12.2      	-2.6      	4415      	-41.0
2088      	05:54:32  	570.2  	-17.30	9     	12.5    	282   	12.2      	-2.6      	4417      	-41.0
2089      	05:54:33  	570.0  	-17.30	9     	12.5    	282   	12.2      	-2.5      	4419      	-41.1
2090      	05:54:34  	569.9  	-17.30	8     	12.5    	282   	12.2      	-2.5      	4422      	-41.1
2091      	05:54:35  	569.7  	-17.30	8     	12.5    	281   	12.3      	-2.5      	4424      	-41.2
2092      	05:54:36  	569.5  	-17.30	8     	12.5    	281   	12.3      	-2.5      	4426      	-41.2
2093      	05:54:37  	569.4  	-17.30	8     	12.5    	281   	12.3      	-2.4      	4428      	-41.3
2094      	05:54:38  	569.2  	-17.30	8     	12.5    	281   	12.3      	-2.4      	4430      	-41.3
2095      	05:54:39  	569.0  	-17.30	8     	12.6    	281   	12.4      	-2.3      	4433      	-41.4
2096      	05:54:40  	568.9  	-17.30	8     	12.6    	281   	12.4      	-2.3      	4435      	-41.4
2097      	05:54:41  	568.7  	-17.30	8     	12.7    	280   	12.5      	-2.3      	4437      	-41.4
2098      	05:54:42  	568.5  	-17.30	8     	12.7    	280   	12.5      	-2.2      	4439      	-41.5
2099      	05:54:43  	568.4  	-17.30	8     	12.7    	280   	12.5      	-2.2      	4441      	-41.5
2100      	05:54:44  	568.2  	-17.30	8     	12.8    	280   	12.6      	-2.1      	4443      	-41.5
2101      	05:54:45  	568.1  	-17.30	8     	12.8    	279   	12.6      	-2.0      	4445      	-41.6
2102      	05:54:46  	567.9  	-17.30	8     	12.9    	279   	12.7      	-2.1      	4447      	-41.7
2103      	05:54:47  	567.7  	-17.30	8     	12.9    	279   	12.7      	-2.0      	4449      	-41.7
2104      	05:54:48  	567.6  	-17.30	8     	13.0    	279   	12.8      	-2.0      	4452      	-41.8
2105      	05:54:49  	567.4  	-17.30	8     	13.0    	279   	12.8      	-2.0      	4454      	-41.9
2106      	05:54:50  	567.3  	-17.30	8     	13.1    	279   	13.0      	-2.0      	4456      	-41.9
2107      	05:54:51  	567.1  	-17.30	8     	13.2    	279   	13.1      	-2.0      	4458      	-42.0
2108      	05:54:52  	567.0  	-17.30	8     	13.2    	279   	13.1      	-2.0      	4460      	-42.0
2109      	05:54:53  	566.8  	-17.30	8     	13.3    	278   	13.2      	-1.9      	4462      	-42.1
2110      	05:54:54  	566.7  	-17.30	8     	13.4    	278   	13.3      	-2.0      	4464      	-42.2
2111      	05:54:55  	566.5  	-17.30	7     	13.5    	278   	13.4      	-1.9      	4466      	-42.2
2112      	05:54:56  	566.4  	-17.30	7     	13.6    	278   	13.5      	-2.0      	4468      	-42.3
2113      	05:54:57  	566.2  	-17.40	7     	13.7    	278   	13.6      	-2.0      	4470      	-42.3
2114      	05:54:58  	566.1  	-17.40	7     	13.7    	278   	13.6      	-2.0      	4472      	-42.4
2115      	05:54:59  	565.9  	-17.40	7     	13.7    	278   	13.6      	-2.0      	4474      	-42.4
2116      	05:55:00  	565.8  	-17.40	7     	13.8    	278   	13.7      	-2.0      	4476      	-42.5
2117      	05:55:01  	565.6  	-17.40	7     	13.8    	278   	13.7      	-2.0      	4478      	-42.5
2118      	05:55:02  	565.4  	-17.40	7     	13.8    	278   	13.7      	-2.0      	4480      	-42.5
2119      	05:55:03  	565.3  	-17.40	7     	13.9    	278   	13.8      	-2.0      	4482      	-42.6
2120      	05:55:04  	565.1  	-17.40	7     	13.9    	279   	13.7      	-2.1      	4484      	-42.7
2121      	05:55:05  	565.0  	-17.40	7     	14.0    	279   	13.8      	-2.1      	4486      	-42.7
2122      	05:55:06  	564.8  	-17.40	7     	14.0    	278   	13.8      	-2.0      	4488      	-42.8
2123      	05:55:07  	564.7  	-17.40	7     	14.1    	278   	13.9      	-2.1      	4490      	-42.8
2124      	05:55:08  	564.5  	-17.40	7     	14.1    	279   	13.9      	-2.1      	4492      	-42.9
2125      	05:55:09  	564.4  	-17.50	7     	14.2    	279   	14.0      	-2.1      	4494      	-42.9
2126      	05:55:10  	564.2  	-17.50	7     	14.2    	279   	14.0      	-2.1      	4496      	-43.0
2127      	05:55:11  	564.0  	-17.50	7     	14.3    	279   	14.1      	-2.1      	4498      	-43.0
2128      	05:55:12  	563.9  	-17.50	7     	14.3    	279   	14.1      	-2.2      	4501      	-43.0
2129      	05:55:13  	563.7  	-17.50	7     	14.3    	279   	14.1      	-2.2      	4503      	-43.1
2130      	05:55:14  	563.6  	-17.50	7     	14.3    	279   	14.1      	-2.2      	4505      	-43.1
2131      	05:55:15  	563.4  	-17.50	7     	14.3    	279   	14.1      	-2.2      	4507      	-43.1
2132      	05:55:16  	563.2  	-17.50	7     	14.4    	279   	14.2      	-2.2      	4509      	-43.1
2133      	05:55:17  	563.1  	-17.50	7     	14.4    	278   	14.2      	-2.1      	4511      	-43.2
2134      	05:55:18  	562.9  	-17.50	7     	14.4    	278   	14.2      	-2.1      	4514      	-43.2
2135      	05:55:19  	562.7  	-17.50	7     	14.5    	278   	14.3      	-2.1      	4516      	-43.2
2136      	05:55:20  	562.6  	-17.50	7     	14.5    	278   	14.4      	-2.1      	4518      	-43.2
2137      	05:55:21  	562.4  	-17.60	7     	14.6    	278   	14.5      	-2.1      	4520      	-43.2
2138      	05:55:22  	562.3  	-17.60	7     	14.6    	278   	14.5      	-2.1      	4522      	-43.2
2139      	05:55:23  	562.1  	-17.60	7     	14.6    	278   	14.5      	-2.1      	4524      	-43.2
2140      	05:55:24  	561.9  	-17.60	7     	14.6    	278   	14.5      	-2.0      	4526      	-43.2
2141      	05:55:25  	561.8  	-17.60	7     	14.6    	278   	14.5      	-2.0      	4528      	-43.2
2142      	05:55:26  	561.6  	-17.60	7     	14.7    	278   	14.6      	-2.0      	4531      	-43.3
2143      	05:55:27  	561.5  	-17.60	7     	14.7    	278   	14.6      	-1.9      	4533      	-43.3
2144      	05:55:28  	561.3  	-17.60	7     	14.7    	278   	14.6      	-1.9      	4535      	-43.4
2145      	05:55:29  	561.2  	-17.60	7     	14.7    	278   	14.6      	-1.9      	4537      	-43.4
2146      	05:55:30  	561.0  	-17.60	7     	14.8    	277   	14.7      	-1.9      	4539      	-43.4
2147      	05:55:31  	560.8  	-17.60	7     	14.8    	277   	14.7      	-1.9      	4541      	-43.4
2148      	05:55:32  	560.7  	-17.60	7     	14.9    	277   	14.8      	-1.8      	4543      	-43.5
2149      	05:55:33  	560.5  	-17.60	7     	14.9    	277   	14.8      	-1.8      	4545      	-43.5
2150      	05:55:34  	560.4  	-17.60	7     	15.0    	277   	14.9      	-1.8      	4547      	-43.5
2151      	05:55:35  	560.2  	-17.70	7     	15.0    	277   	14.9      	-1.8      	4549      	-43.5
2152      	05:55:36  	560.1  	-17.70	7     	15.1    	277   	15.0      	-1.7      	4551      	-43.6
2153      	05:55:37  	559.9  	-17.70	7     	15.1    	277   	15.0      	-1.7      	4554      	-43.6
2154      	05:55:38  	559.7  	-17.70	7     	15.1    	276   	15.0      	-1.7      	4556      	-43.6
2155      	05:55:39  	559.6  	-17.70	7     	15.1    	276   	15.0      	-1.7      	4558      	-43.7
2156      	05:55:40  	559.4  	-17.70	7     	15.2    	276   	15.1      	-1.6      	4560      	-43.7
2157      	05:55:41  	559.3  	-17.70	7     	15.2    	276   	15.1      	-1.6      	4562      	-43.7
2158      	05:55:42  	559.1  	-17.70	7     	15.2    	276   	15.1      	-1.6      	4564      	-43.7
2159      	05:55:43  	559.0  	-17.70	7     	15.2    	276   	15.1      	-1.6      	4566      	-43.7
2160      	05:55:44  	558.8  	-17.70	7     	15.3    	276   	15.2      	-1.6      	4568      	-43.6
2161      	05:55:45  	558.7  	-17.80	7     	15.3    	276   	15.2      	-1.6      	4570      	-43.6
2162      	05:55:46  	558.5  	-17.80	7     	15.3    	276   	15.2      	-1.5      	4572      	-43.6
2163      	05:55:47  	558.3  	-17.80	7     	15.3    	276   	15.2      	-1.5      	4574      	-43.6
2164      	05:55:48  	558.2  	-17.80	7     	15.4    	276   	15.3      	-1.6      	4576      	-43.6
2165      	05:55:49  	558.0  	-17.80	7     	15.4    	276   	15.3      	-1.6      	4579      	-43.6
2166      	05:55:50  	557.9  	-17.80	7     	15.4    	276   	15.3      	-1.6      	4581      	-43.6
2167      	05:55:51  	557.7  	-17.80	7     	15.4    	276   	15.3      	-1.6      	4583      	-43.6
2168      	05:55:52  	557.6  	-17.80	7     	15.4    	276   	15.3      	-1.6      	4585      	-43.6
2169      	05:55:53  	557.4  	-17.80	7     	15.4    	276   	15.3      	-1.6      	4587      	-43.6
2170      	05:55:54  	557.3  	-17.90	7     	15.4    	276   	15.3      	-1.6      	4589      	-43.5
2171      	05:55:55  	557.1  	-17.90	7     	15.4    	276   	15.3      	-1.6      	4591      	-43.5
2172      	05:55:56  	557.0  	-17.90	7     	15.4    	276   	15.3      	-1.6      	4593      	-43.5
2173      	05:55:57  	556.8  	-17.90	7     	15.4    	276   	15.3      	-1.7      	4595      	-43.5
2174      	05:55:58  	556.7  	-17.90	7     	15.4    	276   	15.3      	-1.7      	4597      	-43.5
2175      	05:55:59  	556.5  	-17.90	7     	15.4    	277   	15.3      	-1.7      	4599      	-43.5
2176      	05:56:00  	556.4  	-17.90	7     	15.4    	277   	15.3      	-1.8      	4601      	-43.5
2177      	05:56:01  	556.2  	-17.90	7     	15.4    	277   	15.3      	-1.8      	4603      	-43.5
2178      	05:56:02  	556.1  	-17.90	7     	15.4    	277   	15.3      	-1.9      	4605      	-43.5
2179      	05:56:03  	555.9  	-17.90	7     	15.4    	277   	15.3      	-1.9      	4607      	-43.6
2180      	05:56:04  	555.8  	-18.00	7     	15.4    	277   	15.3      	-1.9      	4609      	-43.6
2181      	05:56:05  	555.6  	-18.00	7     	15.3    	277   	15.2      	-1.9      	4611      	-43.6
2182      	05:56:06  	555.5  	-18.00	7     	15.4    	277   	15.3      	-2.0      	4613      	-43.7
2183      	05:56:07  	555.3  	-18.00	7     	15.4    	277   	15.3      	-2.0      	4615      	-43.7
2184      	05:56:08  	555.2  	-18.00	7     	15.4    	277   	15.3      	-2.0      	4617      	-43.7
2185      	05:56:09  	555.0  	-18.00	7     	15.4    	278   	15.3      	-2.0      	4619      	-43.8
2186      	05:56:10  	554.9  	-18.00	7     	15.4    	278   	15.3      	-2.0      	4621      	-43.8
2187      	05:56:11  	554.7  	-18.00	7     	15.4    	278   	15.3      	-2.0      	4623      	-43.8
2188      	05:56:12  	554.6  	-18.10	7     	15.3    	278   	15.2      	-2.0      	4625      	-43.8
2189      	05:56:13  	554.4  	-18.10	7     	15.3    	278   	15.2      	-2.0      	4627      	-43.8
2190      	05:56:14  	554.3  	-18.10	7     	15.3    	278   	15.2      	-2.0      	4629      	-43.8
2191      	05:56:15  	554.1  	-18.10	7     	15.3    	278   	15.2      	-2.1      	4631      	-43.8
2192      	05:56:16  	554.0  	-18.10	7     	15.3    	278   	15.2      	-2.1      	4633      	-43.8
2193      	05:56:17  	553.8  	-18.10	7     	15.3    	278   	15.2      	-2.1      	4635      	-43.8
2194      	05:56:18  	553.7  	-18.10	7     	15.3    	278   	15.2      	-2.0      	4637      	-43.7
2195      	05:56:19  	553.5  	-18.10	7     	15.3    	278   	15.2      	-2.0      	4639      	-43.7
2196      	05:56:20  	553.4  	-18.10	7     	15.3    	278   	15.2      	-2.0      	4641      	-43.7
2197      	05:56:21  	553.2  	-18.10	7     	15.3    	278   	15.2      	-2.0      	4643      	-43.7
2198      	05:56:22  	553.1  	-18.10	7     	15.3    	278   	15.2      	-2.0      	4645      	-43.7
2199      	05:56:23  	552.9  	-18.10	7     	15.3    	278   	15.2      	-2.0      	4647      	-43.7
2200      	05:56:24  	552.8  	-18.10	7     	15.3    	278   	15.2      	-2.0      	4649      	-43.7
2201      	05:56:25  	552.7  	-18.10	7     	15.3    	278   	15.2      	-2.0      	4651      	-43.7
2202      	05:56:26  	552.5  	-18.20	7     	15.3    	278   	15.2      	-2.0      	4653      	-43.7
2203      	05:56:27  	552.4  	-18.20	7     	15.3    	278   	15.2      	-2.0      	4655      	-43.7
2204      	05:56:28  	552.2  	-18.20	7     	15.2    	278   	15.1      	-2.1      	4657      	-43.7
2205      	05:56:29  	552.1  	-18.20	7     	15.2    	278   	15.1      	-2.1      	4659      	-43.7
2206      	05:56:30  	552.0  	-18.20	7     	15.2    	278   	15.1      	-2.1      	4660      	-43.7
2207      	05:56:31  	551.8  	-18.20	7     	15.2    	278   	15.1      	-2.1      	4662      	-43.7
2208      	05:56:32  	551.7  	-18.20	7     	15.2    	278   	15.1      	-2.1      	4664      	-43.7
2209      	05:56:33  	551.5  	-18.20	7     	15.2    	278   	15.1      	-2.1      	4666      	-43.7
2210      	05:56:34  	551.4  	-18.20	7     	15.2    	278   	15.1      	-2.1      	4668      	-43.7
2211      	05:56:35  	551.3  	-18.20	7     	15.2    	278   	15.1      	-2.1      	4670      	-43.6
2212      	05:56:36  	551.1  	-18.20	7     	15.2    	278   	15.1      	-2.1      	4672      	-43.6
2213      	05:56:37  	551.0  	-18.20	7     	15.2    	278   	15.1      	-2.1      	4674      	-43.6
2214      	05:56:38  	550.8  	-18.20	7     	15.2    	278   	15.0      	-2.2      	4676      	-43.6
2215      	05:56:39  	550.7  	-18.20	7     	15.2    	278   	15.0      	-2.2      	4678      	-43.5
2216      	05:56:40  	550.5  	-18.30	7     	15.2    	278   	15.0      	-2.2      	4680      	-43.5
2217      	05:56:41  	550.4  	-18.30	7     	15.2    	278   	15.0      	-2.2      	4681      	-43.4
2218      	05:56:42  	550.3  	-18.30	7     	15.2    	278   	15.0      	-2.2      	4683      	-43.4
2219      	05:56:43  	550.1  	-18.30	7     	15.2    	279   	15.0      	-2.3      	4685      	-43.4
2220      	05:56:44  	550.0  	-18.30	7     	15.2    	279   	15.0      	-2.3      	4687      	-43.3
2221      	05:56:45  	549.8  	-18.30	7     	15.2    	279   	15.0      	-2.3      	4689      	-43.3
2222      	05:56:46  	549.7  	-18.30	7     	15.2    	279   	15.0      	-2.3      	4691      	-43.2
2223      	05:56:47  	549.5  	-18.30	7     	15.2    	279   	15.0      	-2.3      	4693      	-43.2
2224      	05:56:48  	549.4  	-18.30	7     	15.3    	279   	15.1      	-2.4      	4695      	-43.1
2225      	05:56:49  	549.2  	-18.30	7     	15.3    	279   	15.1      	-2.4      	4697      	-43.1
2226      	05:56:50  	549.1  	-18.30	8     	15.3    	279   	15.1      	-2.4      	4699      	-43.0
2227      	05:56:51  	549.0  	-18.40	8     	15.3    	279   	15.1      	-2.4      	4701      	-43.0
2228      	05:56:52  	548.8  	-18.40	8     	15.3    	279   	15.1      	-2.5      	4703      	-43.0
2229      	05:56:53  	548.7  	-18.40	8     	15.3    	279   	15.1      	-2.5      	4705      	-42.9
2230      	05:56:54  	548.5  	-18.40	8     	15.3    	280   	15.1      	-2.5      	4707      	-42.9
2231      	05:56:55  	548.4  	-18.40	8     	15.3    	280   	15.1      	-2.5      	4708      	-42.9
2232      	05:56:56  	548.3  	-18.40	8     	15.3    	280   	15.1      	-2.5      	4710      	-42.8
2233      	05:56:57  	548.1  	-18.40	8     	15.3    	280   	15.1      	-2.5      	4712      	-42.8
2234      	05:56:58  	548.0  	-18.40	8     	15.3    	280   	15.1      	-2.5      	4714      	-42.8
2235      	05:56:59  	547.8  	-18.40	8     	15.2    	280   	15.0      	-2.5      	4716      	-42.8
2236      	05:57:00  	547.7  	-18.50	8     	15.2    	280   	15.0      	-2.5      	4718      	-42.8
2237      	05:57:01  	547.5  	-18.50	8     	15.2    	280   	15.0      	-2.6      	4720      	-42.8
2238      	05:57:02  	547.4  	-18.50	8     	15.2    	280   	15.0      	-2.6      	4722      	-42.8
2239      	05:57:03  	547.3  	-18.50	8     	15.2    	280   	15.0      	-2.6      	4724      	-42.8
2240      	05:57:04  	547.1  	-18.50	8     	15.2    	280   	15.0      	-2.6      	4726      	-42.8
2241      	05:57:05  	547.0  	-18.50	8     	15.3    	280   	15.1      	-2.6      	4728      	-42.8
2242      	05:57:06  	546.8  	-18.50	8     	15.3    	280   	15.1      	-2.7      	4730      	-42.8
2243      	05:57:07  	546.7  	-18.50	8     	15.3    	280   	15.1      	-2.7      	4732      	-42.8
2244      	05:57:08  	546.6  	-18.50	8     	15.3    	280   	15.1      	-2.7      	4733      	-42.8
2245      	05:57:09  	546.4  	-18.50	8     	15.3    	280   	15.0      	-2.8      	4735      	-42.8
2246      	05:57:10  	546.3  	-18.50	8     	15.4    	280   	15.1      	-2.8      	4737      	-42.8
2247      	05:57:11  	546.2  	-18.50	8     	15.4    	280   	15.1      	-2.8      	4739      	-42.8
2248      	05:57:12  	546.0  	-18.50	8     	15.4    	281   	15.1      	-2.8      	4741      	-42.9
2249      	05:57:13  	545.9  	-18.60	8     	15.4    	281   	15.1      	-2.8      	4743      	-42.9
2250      	05:57:14  	545.8  	-18.60	8     	15.4    	281   	15.1      	-2.9      	4745      	-42.9
2251      	05:57:15  	545.6  	-18.60	8     	15.4    	281   	15.1      	-2.9      	4747      	-42.9
2252      	05:57:16  	545.5  	-18.60	8     	15.5    	281   	15.2      	-2.9      	4749      	-42.9
2253      	05:57:17  	545.3  	-18.60	8     	15.6    	281   	15.3      	-2.9      	4750      	-42.9
2254      	05:57:18  	545.2  	-18.60	8     	15.6    	281   	15.3      	-3.0      	4752      	-42.9
2255      	05:57:19  	545.0  	-18.60	8     	15.6    	281   	15.3      	-3.0      	4754      	-42.9
2256      	05:57:20  	544.9  	-18.60	8     	15.6    	281   	15.3      	-3.0      	4756      	-42.9
2257      	05:57:21  	544.8  	-18.60	8     	15.7    	281   	15.4      	-3.0      	4758      	-42.9
2258      	05:57:22  	544.6  	-18.60	8     	15.7    	281   	15.4      	-3.1      	4760      	-43.0
2259      	05:57:23  	544.5  	-18.60	8     	15.7    	281   	15.4      	-3.1      	4762      	-43.0
2260      	05:57:24  	544.3  	-18.70	8     	15.7    	281   	15.4      	-3.1      	4764      	-43.0
2261      	05:57:25  	544.2  	-18.70	8     	15.7    	281   	15.4      	-3.1      	4766      	-43.0
2262      	05:57:26  	544.0  	-18.70	8     	15.7    	281   	15.4      	-3.1      	4768      	-43.0
2263      	05:57:27  	543.9  	-18.70	8     	15.7    	281   	15.4      	-3.1      	4770      	-43.0
2264      	05:57:28  	543.8  	-18.70	8     	15.8    	282   	15.5      	-3.2      	4772      	-43.0
2265      	05:57:29  	543.6  	-18.70	8     	15.8    	282   	15.5      	-3.2      	4774      	-43.0
2266      	05:57:30  	543.5  	-18.70	8     	15.9    	282   	15.6      	-3.2      	4776      	-43.0
2267      	05:57:31  	543.3  	-18.70	8     	15.9    	282   	15.6      	-3.2      	4778      	-43.0
2268      	05:57:32  	543.2  	-18.70	8     	15.9    	282   	15.6      	-3.2      	4780      	-43.0
2269      	05:57:33  	543.1  	-18.70	8     	15.9    	282   	15.6      	-3.2      	4781      	-43.0
2270      	05:57:34  	542.9  	-18.80	8     	16.0    	282   	15.7      	-3.3      	4783      	-43.0
2271      	05:57:35  	542.8  	-18.80	8     	16.0    	282   	15.7      	-3.3      	4785      	-43.0
2272      	05:57:36  	542.7  	-18.80	8     	16.0    	282   	15.7      	-3.3      	4787      	-43.0
2273      	05:57:37  	542.5  	-18.80	8     	16.0    	282   	15.7      	-3.3      	4789      	-43.0
2274      	05:57:38  	542.4  	-18.80	8     	16.1    	282   	15.7      	-3.3      	4791      	-42.9
2275      	05:57:39  	542.3  	-18.80	8     	16.1    	282   	15.7      	-3.3      	4792      	-42.9
2276      	05:57:40  	542.1  	-18.80	8     	16.1    	282   	15.7      	-3.4      	4794      	-42.9
2277      	05:57:41  	542.0  	-18.80	8     	16.2    	282   	15.8      	-3.4      	4796      	-42.8
2278      	05:57:42  	541.9  	-18.80	8     	16.2    	282   	15.8      	-3.4      	4798      	-42.6
2279      	05:57:43  	541.7  	-18.90	8     	16.2    	282   	15.8      	-3.5      	4800      	-42.4
2280      	05:57:44  	541.6  	-18.90	9     	16.2    	282   	15.8      	-3.5      	4802      	-42.2
2281      	05:57:45  	541.5  	-18.90	9     	16.2    	282   	15.8      	-3.5      	4803      	-41.9
2282      	05:57:46  	541.3  	-18.90	9     	16.3    	282   	15.9      	-3.4      	4805      	-41.6
2283      	05:57:47  	541.2  	-18.90	10    	16.3    	282   	15.9      	-3.5      	4807      	-41.3
2284      	05:57:48  	541.1  	-18.90	10    	16.3    	282   	15.9      	-3.5      	4809      	-41.1
2285      	05:57:49  	540.9  	-18.90	10    	16.3    	282   	15.9      	-3.5      	4811      	-40.8
2286      	05:57:50  	540.8  	-19.00	11    	16.3    	282   	15.9      	-3.5      	4813      	-40.5
2287      	05:57:51  	540.7  	-19.00	11    	16.3    	282   	15.9      	-3.5      	4815      	-40.3
2288      	05:57:52  	540.5  	-19.00	11    	16.3    	282   	15.9      	-3.4      	4816      	-40.0
2289      	05:57:53  	540.4  	-19.00	12    	16.3    	282   	15.9      	-3.4      	4818      	-39.7
2290      	05:57:54  	540.2  	-19.00	12    	16.3    	282   	15.9      	-3.4      	4820      	-39.5
2291      	05:57:55  	540.1  	-19.00	12    	16.3    	282   	15.9      	-3.4      	4822      	-39.2
2292      	05:57:56  	540.0  	-19.10	13    	16.3    	282   	15.9      	-3.4      	4824      	-39.0
