Time,COM Elapse,XQ-iMet-XQ Pressure,XQ-iMet-XQ Air Temperature,XQ-iMet-XQ Humidity,XQ-iMet-XQ Humidity Temp,XQ-iMet-XQ Date,XQ-iMet-XQ Time,XQ-iMet-XQ Longitude,XQ-iMet-XQ Latitude,XQ-iMet-XQ Altitude,XQ-iMet-XQ Sat Count,Profile hour,Mean longitude,Mean latitude,,
35:43.9,918.499,965.1,9.39,37.1,9.51,13/09/2023,13:09:10,7.2359591,61.671962,468.576,12,13,7.23442045436508,61.6726495075397,,
35:43.9,918.519,965.25,9.44,37,9.51,13/09/2023,13:09:11,7.2359033,61.6719836,467.012,12,13,7.23441432430279,61.6726522466136,,
35:44.0,918.55,965.44,9.48,37,9.55,13/09/2023,13:09:12,7.235861,61.6720081,465.326,12,13,7.2344083684,61.6726549212,,
35:44.0,918.566,965.68,9.49,37,9.56,13/09/2023,13:09:13,7.2358341,61.6720378,463.495,12,13,7.23440253453815,61.6726575188755,,
35:44.0,918.599,965.95,9.51,37,9.59,13/09/2023,13:09:14,7.2358134,61.6720712,461.426,12,13,7.23439676209677,61.6726600177419,,
35:44.0,918.619,966.14,9.52,37,9.61,13/09/2023,13:09:15,7.2357911,61.6721045,459.111,12,13,7.23439102672065,61.6726624016194,,
35:44.1,918.651,966.43,9.54,37,9.62,13/09/2023,13:09:16,7.2357658,61.6721362,457.187,12,13,7.23438533536585,61.6726646695122,,
35:44.1,918.667,966.67,9.54,37,9.61,13/09/2023,13:09:16,7.2357658,61.6721362,457.187,12,13,7.23437970081633,61.6726668265306,,
35:44.1,918.683,966.67,9.54,37,9.61,13/09/2023,13:09:17,7.2357363,61.6721656,454.614,12,13,7.23437402008197,61.6726690012295,,
35:44.1,918.699,966.96,9.57,37,9.63,13/09/2023,13:09:18,7.2356926,61.672194,452.355,12,13,7.23436841399177,61.6726710728395,,
35:44.1,918.73,967.21,9.55,37.1,9.65,13/09/2023,13:09:19,7.2356377,61.6722214,449.955,12,13,7.23436294214876,61.6726730442149,,
35:44.2,918.746,967.39,9.59,37,9.66,13/09/2023,13:09:20,7.2355827,61.6722501,448.186,11,13,7.2343576526971,61.6726749182573,,
35:44.2,918.778,967.62,9.65,36.8,9.69,13/09/2023,13:09:21,7.2355363,61.6722787,446.885,12,13,7.23435254833333,61.6726766883333,,
35:44.2,918.81,967.8,9.68,36.6,9.7,13/09/2023,13:09:22,7.2355056,61.6723078,445.375,12,13,7.23434759539749,61.6726783535565,,
35:44.2,918.83,967.99,9.73,36.4,9.74,13/09/2023,13:09:23,7.2354888,61.6723415,443.491,12,13,7.23434272983193,61.6726799105042,,
35:44.3,918.861,968.22,9.73,36.4,9.76,13/09/2023,13:09:24,7.2354804,61.6723811,441.582,12,13,7.23433789409283,61.6726813383966,,
35:44.3,918.877,968.52,9.73,36.4,9.77,13/09/2023,13:09:25,7.2354788,61.6724233,439.625,12,13,7.2343330529661,61.6726826105932,,
35:44.3,918.902,968.77,9.7,36.5,9.8,13/09/2023,13:09:26,7.2354703,61.6724651,437.345,12,13,7.23432817744681,61.6726837140426,,
35:44.3,918.933,968.99,9.79,36.6,9.8,13/09/2023,13:09:27,7.2354475,61.6725022,435.274,12,13,7.2343232965812,61.6726846482906,,
35:44.4,918.965,969.15,9.77,36.6,9.81,13/09/2023,13:09:28,7.2354128,61.6725323,433.356,12,13,7.23431847167382,61.6726854313305,,
35:44.4,918.981,969.34,9.79,36.6,9.83,13/09/2023,13:09:29,7.2353708,61.6725571,431.379,12,13,7.23431375474138,61.6726860913793,,
35:44.4,919.013,969.47,9.82,36.6,9.85,13/09/2023,13:09:30,7.2353205,61.6725794,429.644,11,13,7.23430917878788,61.6726866497836,,
35:44.5,919.047,969.68,9.81,36.6,9.87,13/09/2023,13:09:31,7.2352611,61.6725992,428.005,12,13,7.23430478173913,61.672687116087,,
35:44.5,919.063,969.89,9.84,36.6,9.88,13/09/2023,13:09:32,7.2351863,61.6726141,426.555,11,13,7.23430060567686,61.6726875,,
35:44.5,919.095,970.08,9.83,36.7,9.9,13/09/2023,13:09:33,7.235091,61.6726216,424.578,11,13,7.23429672105263,61.6726878219298,,
35:44.5,919.111,970.49,9.84,36.8,9.91,13/09/2023,13:09:34,7.2349844,61.6726136,422.405,12,13,7.23429322202643,61.6726881136564,,
35:44.6,919.14,970.65,9.88,36.8,9.91,13/09/2023,13:09:35,7.2348782,61.6725873,420.544,12,13,7.23429016371682,61.6726884433628,,
35:44.6,919.173,970.83,9.88,36.8,9.94,13/09/2023,13:09:36,7.2347714,61.6725483,418.527,12,13,7.23428755022222,61.6726888928889,,
35:44.6,919.188,971.09,9.88,36.9,9.95,13/09/2023,13:09:37,7.2346626,61.6725029,416.967,12,13,7.23428539017857,61.6726895205357,,
35:44.6,919.22,971.19,9.89,36.9,9.96,13/09/2023,13:09:38,7.2345675,61.6724477,416.132,12,13,7.23428369865471,61.6726903573991,,
35:44.7,919.253,971.31,9.92,36.9,9.98,13/09/2023,13:09:39,7.234501,61.6723765,416.021,12,13,7.23428242027027,61.6726914504505,,
35:44.7,919.281,971.38,9.96,36.8,9.99,13/09/2023,13:09:40,7.2344734,61.6722832,415.009,12,13,7.23428143122172,61.6726928755656,,
35:44.7,919.306,971.47,10.01,36.5,10.02,13/09/2023,13:09:41,7.2345131,61.672175,413.613,12,13,7.23428055863636,61.6726947377273,,
35:44.7,919.332,971.67,10.07,36.3,10.03,13/09/2023,13:09:42,7.234633,61.6720607,411.085,12,13,7.23427949680365,61.6726971109589,,
35:44.8,919.359,971.98,10.11,36.2,10.09,13/09/2023,13:09:43,7.2348379,61.6719532,408.726,12,13,7.23427787522936,61.6727000302752,,
35:44.8,919.385,972.23,10.13,35.9,10.1,13/09/2023,13:09:44,7.2351169,61.6718741,406.197,12,13,7.23427529447005,61.6727034718894,,
35:44.8,919.411,972.58,10.15,35.9,10.13,13/09/2023,13:09:45,7.2354414,61.6718378,404.07,12,13,7.23427139814815,61.6727073115741,,
35:44.9,919.437,972.96,10.16,35.8,10.14,13/09/2023,13:09:46,7.2357608,61.6718531,401.363,12,13,7.23426595627907,61.672711355814,,
35:44.9,919.462,973.38,10.16,35.8,10.14,13/09/2023,13:09:46,7.2357608,61.6718531,401.363,12,13,7.23425897102804,61.6727153663551,,
35:44.9,919.463,973.38,10.2,35.8,10.15,13/09/2023,13:09:47,7.2359981,61.6719119,398.349,11,,7.23425192018779,61.672719414554,,
35:44.9,919.489,973.76,10.22,35.8,10.18,13/09/2023,13:09:48,7.2361035,61.6719916,395.03,10,,7.23424368349057,61.6727232235849,,
35:44.9,919.514,973.98,10.23,35.9,10.21,13/09/2023,13:09:49,7.2360779,61.6720586,392.136,9,,7.23423486919431,61.6727266909953,,
35:45.0,919.541,974.1,10.22,36,10.22,13/09/2023,13:09:50,7.2359649,61.6720901,390.577,9,,7.23422609285714,61.672729872381,,
35:45.0,919.567,974.35,10.22,36.2,10.25,13/09/2023,13:09:51,7.2358265,61.6720843,389.763,9,,7.23421777320574,61.6727329334928,,
35:45.0,919.595,974.44,10.21,36.3,10.25,13/09/2023,13:09:52,7.2356927,61.6720541,389.195,10,,7.23421003894231,61.6727360519231,,
35:45.0,919.616,974.78,10.23,36.3,10.26,13/09/2023,13:09:53,7.2355701,61.6720159,388.953,11,,7.2342028763285,61.6727393463768,,
35:45.0,919.632,974.92,10.24,36.4,10.29,13/09/2023,13:09:54,7.2354663,61.6719759,388.768,11,,7.23419623932039,61.6727428582524,,
35:45.1,919.664,975.03,10.24,36.5,10.31,13/09/2023,13:09:55,7.2353732,61.6719385,388.162,11,,7.23419004390244,61.6727465995122,,
35:45.1,919.697,975.11,10.23,36.7,10.31,13/09/2023,13:09:56,7.235286,61.671909,387.444,10,,7.23418424411765,61.6727505607843,,
35:45.1,919.712,975.28,10.24,36.7,10.32,13/09/2023,13:09:57,7.2352096,61.6718914,386.342,11,,7.23417881674877,61.6727547064039,,
35:45.2,919.744,975.49,10.28,36.4,10.33,13/09/2023,13:09:58,7.2351357,61.6718907,384.368,9,,7.23417371386139,61.672758980198,,
35:45.2,919.775,975.74,10.29,36.2,10.35,13/09/2023,13:09:59,7.2350749,61.6719136,382.215,10,,7.2341689278607,61.6727633,,
35:45.2,919.792,975.68,10.32,36,10.38,13/09/2023,13:10:00,7.235061,61.6719653,380.373,10,,7.234164398,61.6727675485,,
35:45.2,919.823,975.78,10.41,35.9,10.4,13/09/2023,13:10:01,7.2351059,61.6720348,378.709,10,,7.23415989246231,61.6727715798995,,
35:45.3,919.839,976.04,10.38,35.9,10.42,13/09/2023,13:10:02,7.2351654,61.672108,377.613,8,,7.23415511464646,61.6727753010101,,
35:45.3,919.871,976.16,10.36,35.9,10.43,13/09/2023,13:10:03,7.2351931,61.6721681,377.058,9,,7.23414998629442,61.6727786883249,,
35:45.3,919.902,976.29,10.34,36,10.42,13/09/2023,13:10:04,7.2351597,61.6722098,375.248,10,,7.23414466428571,61.6727818035714,,
35:45.3,919.921,976.55,10.38,36,10.44,13/09/2023,13:10:05,7.2350734,61.6722254,373.001,9,,7.23413945897436,61.6727847369231,,
35:45.4,919.953,976.9,10.39,36.1,10.44,13/09/2023,13:10:06,7.2349534,61.6722134,371.648,9,,7.23413464484536,61.6727876201031,,
35:45.4,919.969,977.05,10.4,36.2,10.44,13/09/2023,13:10:07,7.2348324,61.6721795,371.455,9,,7.23413040259067,61.6727905953368,,
35:45.4,920.001,976.97,10.35,36.3,10.46,13/09/2023,13:10:08,7.2347329,61.6721453,372.133,8,,7.23412674635417,61.672793778125,,
35:45.4,920.032,977.05,10.35,36,10.46,13/09/2023,13:10:09,7.2346549,61.6721302,372.254,10,,7.23412357277487,61.6727971732984,,
35:45.5,920.048,977.2,10.31,35.8,10.46,13/09/2023,13:10:10,7.2346014,61.6721396,370.96,10,,7.23412077631579,61.6728006836842,,
35:45.5,920.08,977.37,10.35,35.5,10.46,13/09/2023,13:10:11,7.2345873,61.6721746,368.826,10,,7.23411823333333,61.6728041814815,,
35:45.5,920.11,977.36,10.39,35.3,10.49,13/09/2023,13:10:12,7.2346298,61.67223,366.494,10,,7.23411573829787,61.6728075303192,,
35:45.5,920.131,977.68,10.43,35.2,10.5,13/09/2023,13:10:13,7.2347058,61.6722911,364.924,12,,7.23411298930481,61.6728106187166,,
35:45.6,920.164,977.8,10.41,35.5,10.5,13/09/2023,13:10:14,7.2347619,61.6723453,363.828,12,,7.23410980215054,61.672813411828,,
35:45.6,920.193,977.88,10.41,35.6,10.5,13/09/2023,13:10:15,7.2347681,61.672385,362.569,9,,7.2341062772973,61.6728159421622,,
35:45.6,920.21,978.16,10.39,35.8,10.51,13/09/2023,13:10:16,7.2347273,61.6724052,361.001,10,,7.23410268043478,61.6728182842391,,
35:45.7,920.242,978.31,10.42,35.6,10.51,13/09/2023,13:10:17,7.2346497,61.6724019,358.95,10,,7.23409926721312,61.6728205415301,,
35:45.7,920.258,978.49,10.41,35.8,10.51,13/09/2023,13:10:18,7.2345661,61.6723761,357.107,11,,7.23409624285714,61.6728228417582,,
35:45.7,920.29,978.89,10.42,35.6,10.51,13/09/2023,13:10:19,7.2344918,61.6723418,355.596,10,,7.23409364696133,61.6728253099448,,
35:45.7,920.322,979.06,10.44,35.6,10.53,13/09/2023,13:10:20,7.2344244,61.6723229,354.656,8,,7.234091435,61.6728279961111,,
35:45.8,920.339,979.23,10.48,35.5,10.54,13/09/2023,13:10:21,7.2343705,61.672326,352.986,10,,7.23408957486034,61.6728308178771,,
35:45.8,920.371,979.37,10.5,35.3,10.57,13/09/2023,13:10:22,7.2343231,61.6723432,350.656,7,,7.23408799662921,61.6728336539326,,
35:45.8,920.386,979.37,10.5,35.2,10.57,13/09/2023,13:10:23,7.2342946,61.6723666,349.297,9,,7.23408666836158,61.6728364248588,,
35:45.8,920.42,979.48,10.46,35.3,10.57,13/09/2023,13:10:24,7.2342403,61.6723846,348.562,8,,7.23408548693182,61.6728390943182,,
35:45.9,920.451,979.93,10.54,35.4,10.58,13/09/2023,13:10:25,7.2341777,61.6723899,347.923,10,,7.23408460228571,61.6728416914286,,
35:45.9,920.467,979.8,10.6,35.3,10.61,13/09/2023,13:10:26,7.2341212,61.6723824,347.015,9,,7.23408406724138,61.672844287931,,
35:45.9,920.499,979.98,10.68,35.2,10.65,13/09/2023,13:10:27,7.2340588,61.6723634,344.701,11,,7.23408385260116,61.6728469578035,,
35:45.9,920.53,980.24,10.65,35.1,10.65,13/09/2023,13:10:28,7.2339923,61.6723223,342.098,11,,7.23408399825581,61.672849769186,,
35:46.0,920.546,980.5,10.72,35.1,10.66,13/09/2023,13:10:29,7.2339357,61.6722464,338.46,11,,7.23408453450292,61.6728528538012,,
35:46.0,920.583,980.99,10.72,35.1,10.69,13/09/2023,13:10:30,7.2339598,61.6721334,333.742,11,,7.23408541,61.6728564211765,,
35:46.0,920.61,981.53,10.81,35.1,10.72,13/09/2023,13:10:31,7.2341312,61.67201,328.42,11,,7.23408615325444,61.6728606994083,,
35:46.1,920.635,982.13,10.9,34.9,10.74,13/09/2023,13:10:32,7.2344416,61.6719369,322.983,8,,7.23408588511905,61.6728657630952,,
35:46.1,920.662,982.48,10.75,35,10.77,13/09/2023,13:10:33,7.2347626,61.6719531,319.146,8,,7.23408375508982,61.6728713251497,,
35:46.1,920.687,982.91,10.73,35.2,10.77,13/09/2023,13:10:34,7.2349657,61.6720282,317.193,11,,7.23407966566265,61.6728768566265,,
35:46.1,920.714,983.03,10.74,35.3,10.79,13/09/2023,13:10:35,7.2350212,61.6721056,316.319,10,,7.23407429575758,61.672882,,
35:46.2,920.739,983.18,10.74,35.6,10.8,13/09/2023,13:10:36,7.2349735,61.6721607,315.207,8,,7.23406852195122,61.6728867341463,,
35:46.2,920.766,983.4,10.82,35.9,10.83,13/09/2023,13:10:37,7.2348868,61.6721966,314.243,10,,7.23406296993865,61.6728911883436,,
35:46.2,920.791,983.72,10.77,36.2,10.84,13/09/2023,13:10:38,7.2347915,61.6722287,313.15,10,,7.2340578845679,61.6728954759259,,
35:46.2,920.817,983.9,10.77,36.4,10.84,13/09/2023,13:10:39,7.2347092,61.6722706,311.673,10,,7.23405332795031,61.6728996173913,,
35:46.3,920.844,984.13,10.83,36.6,10.85,13/09/2023,13:10:40,7.2346514,61.6723248,310.133,10,,7.23404922875,61.67290354875,,
35:46.3,920.869,984.15,10.75,36.9,10.85,13/09/2023,13:10:41,7.2346192,61.6723824,309.021,11,,7.23404544150943,61.6729071886793,,
35:46.3,920.896,984.4,10.75,36.9,10.85,13/09/2023,13:10:42,7.2345967,61.6724402,308.236,9,,7.23404181012658,61.6729105101266,,
35:46.3,920.912,984.71,10.79,37,10.87,13/09/2023,13:10:43,7.2345703,61.6724961,305.923,10,,7.23403827579618,61.6729135057325,,
35:46.4,920.944,984.84,10.78,37.3,10.88,13/09/2023,13:10:44,7.2345175,61.6725453,304.165,10,,7.23403486538462,61.6729161814103,,
35:46.4,920.96,985,10.77,37.5,10.88,13/09/2023,13:10:45,7.2344447,61.6725942,302.001,11,,7.2340317516129,61.6729185741936,,
35:46.4,920.992,985.26,10.71,37.9,10.87,13/09/2023,13:10:46,7.2343608,61.6726479,299.784,10,,,,,
35:46.4,921.023,985.31,10.62,38.2,10.85,13/09/2023,13:10:47,7.2342874,61.6727032,299.512,11,,,,,
35:46.5,921.051,985.31,10.68,38.2,10.85,13/09/2023,13:10:48,7.2342441,61.6727509,299.87,11,,,,,
35:46.5,921.067,985.38,10.71,38.2,10.85,13/09/2023,13:10:49,7.2342292,61.6727873,299.04,11,,,,,
35:46.5,921.101,985.68,10.75,38.1,10.87,13/09/2023,13:10:50,7.2341968,61.6728179,296.098,11,,,,,
35:46.5,921.117,986.06,10.69,38.3,10.85,13/09/2023,13:10:51,7.2341385,61.6728539,293.569,9,,,,,
35:46.6,921.156,986.16,10.75,38.3,10.87,13/09/2023,13:10:52,7.2340921,61.6728814,292.57,10,,,,,
35:46.6,921.177,986.27,10.75,38.1,10.87,13/09/2023,13:10:53,7.2340783,61.6728779,289.541,10,,,,,
35:46.6,921.209,986.17,10.77,38.1,10.87,13/09/2023,13:10:54,7.2340738,61.6728664,286.229,11,,,,,
35:46.6,921.225,986.13,10.78,38,10.88,13/09/2023,13:10:55,7.2340609,61.6728704,285.18,11,,,,,
35:46.7,921.26,986.13,10.77,38.1,10.88,13/09/2023,13:10:56,7.2340624,61.6728735,285.561,11,,,,,
35:46.7,921.283,986.19,10.74,38.3,10.87,13/09/2023,13:10:57,7.2340409,61.672874,284.429,11,,,,,
35:46.7,921.307,986.15,10.71,38.6,10.88,13/09/2023,13:10:58,7.2340276,61.6728751,283.428,11,,,,,
35:46.7,921.33,986.15,10.66,38.8,10.85,13/09/2023,13:10:59,7.2340155,61.6728787,282.358,11,,,,,
35:46.8,921.364,986.18,10.67,38.9,10.85,13/09/2023,13:11:00,7.2340097,61.6728759,282.619,11,,,,,
35:46.8,921.39,986.2,10.71,38.9,10.85,13/09/2023,13:11:01,7.2340044,61.6728774,282.191,11,,,,,
35:46.8,921.416,986.19,10.74,38.7,10.87,13/09/2023,13:11:02,7.2340025,61.6728784,282.131,11,,,,,
35:46.9,921.442,986.16,10.79,38.6,10.88,13/09/2023,13:11:03,7.2339975,61.6728821,280.955,11,,,,,
35:46.9,921.467,986.23,10.81,38.7,10.88,13/09/2023,13:11:04,7.2339943,61.6728821,280.645,11,,,,,
35:46.9,921.494,986.21,10.8,38.6,10.88,13/09/2023,13:11:05,7.2339921,61.6728803,280.215,11,,,,,
35:46.9,921.52,986.18,10.89,38.6,10.9,13/09/2023,13:11:06,7.2339959,61.6728754,281.17,11,,,,,
35:47.0,921.546,986.22,10.85,38.4,10.88,13/09/2023,13:11:07,7.2339926,61.6728787,280.256,11,,,,,
35:47.0,921.572,986.23,10.85,38.1,10.9,13/09/2023,13:11:08,7.2339957,61.6728796,280.297,11,,,,,
35:47.0,921.598,986.18,10.78,38.1,10.9,13/09/2023,13:11:09,7.2339895,61.6728823,279.839,11,,,,,
35:47.0,921.624,986.24,10.67,38.3,10.9,13/09/2023,13:11:10,7.2339857,61.6728815,280.142,11,,,,,
35:47.1,921.65,986.27,10.62,38.5,10.9,13/09/2023,13:11:11,7.2339814,61.672882,277.839,11,,,,,
35:47.1,921.676,986.26,10.63,38.5,10.9,13/09/2023,13:11:12,7.2339826,61.6728812,278.108,11,,,,,
35:47.1,921.702,986.2,10.73,38.6,10.9,13/09/2023,13:11:13,7.2339896,61.672883,278.524,11,,,,,
35:47.1,921.728,986.21,10.73,38.8,10.88,13/09/2023,13:11:14,7.2340008,61.672887,279.69,10,,,,,
35:47.2,921.754,986.23,10.75,38.9,10.9,13/09/2023,13:11:15,7.2340125,61.6728908,278.696,11,,,,,
35:47.2,921.78,986.21,10.74,39,10.9,13/09/2023,13:11:16,7.234024,61.6728883,278.897,11,,,,,
35:47.2,921.806,986.2,10.76,39,10.9,13/09/2023,13:11:17,7.2340302,61.6728898,278.608,11,,,,,
35:47.2,921.832,986.17,10.79,38.6,10.9,13/09/2023,13:11:18,7.2340283,61.6728954,278.654,11,,,,,
35:47.3,921.859,986.21,10.78,38.5,10.9,13/09/2023,13:11:19,7.2340199,61.6728961,279.565,11,,,,,
35:47.3,921.885,986.2,10.77,38.3,10.9,13/09/2023,13:11:20,7.2340133,61.672899,279.656,11,,,,,
35:47.3,921.911,986.21,10.75,38.1,10.9,13/09/2023,13:11:21,7.2340132,61.672901,279.9,11,,,,,
35:47.4,921.937,986.23,10.77,37.9,10.9,13/09/2023,13:11:22,7.234017,61.6729027,280.361,11,,,,,
35:47.4,921.963,986.19,10.77,37.9,10.9,13/09/2023,13:11:23,7.2340189,61.6729039,280.572,11,,,,,
35:47.4,921.989,986.21,10.73,37.8,10.9,13/09/2023,13:11:24,7.2340178,61.672906,280.809,11,,,,,
35:47.4,922.016,986.24,10.75,37.7,10.91,13/09/2023,13:11:25,7.2340163,61.6729084,281.976,9,,,,,
35:47.5,922.041,986.21,10.75,37.8,10.9,13/09/2023,13:11:26,7.2340243,61.6729088,282.548,11,,,,,
35:47.5,922.067,986.19,10.72,37.9,10.9,13/09/2023,13:11:27,7.23403,61.6729099,282.397,12,,,,,
35:47.5,922.093,986.19,10.69,38,10.9,13/09/2023,13:11:28,7.2340302,61.6729109,282.082,12,,,,,
35:47.5,922.12,986.2,10.7,38.1,10.9,13/09/2023,13:11:29,7.2340311,61.6729107,281.596,11,,,,,
35:47.6,922.146,986.19,10.73,38.1,10.9,13/09/2023,13:11:30,7.2340303,61.6729119,282.02,12,,,,,
35:47.6,922.171,986.2,10.76,38.2,10.9,13/09/2023,13:11:31,7.2340282,61.67291,282.211,12,,,,,
35:47.6,922.198,986.23,10.78,38.2,10.91,13/09/2023,13:11:32,7.2340239,61.672909,282.384,11,,,,,
35:47.6,922.223,986.21,10.78,38.1,10.91,13/09/2023,13:11:33,7.2340218,61.6729046,283.204,12,,,,,
35:47.7,922.25,986.2,10.8,37.8,10.91,13/09/2023,13:11:34,7.2340076,61.6729059,282.389,12,,,,,
35:47.7,922.275,986.23,10.87,37.7,10.92,13/09/2023,13:11:35,7.2340068,61.6729052,282.856,11,,,,,
35:47.7,922.302,986.2,10.88,37.4,10.92,13/09/2023,13:11:36,7.2340131,61.6729023,284.712,11,,,,,
35:47.7,922.328,986.24,10.88,37.3,10.94,13/09/2023,13:11:37,7.2340151,61.6729036,285.455,11,,,,,
35:47.8,922.354,986.2,10.88,37.2,10.95,13/09/2023,13:11:38,7.2340155,61.672911,285.569,11,,,,,
35:47.8,922.38,986.24,10.87,37.1,10.94,13/09/2023,13:11:39,7.2340244,61.6729157,285.278,11,,,,,
35:47.8,922.406,986.22,10.85,37.2,10.95,13/09/2023,13:11:40,7.2340311,61.6729173,284.91,11,,,,,
35:47.8,922.417,986.2,10.85,37.2,10.94,13/09/2023,13:11:41,7.2340291,61.6729194,284.58,12,,,,,
35:47.9,922.445,986.19,10.85,37.2,10.95,13/09/2023,13:11:42,7.2340271,61.6729197,285.271,12,,,,,
35:47.9,922.477,986.22,10.87,36.8,10.97,13/09/2023,13:11:43,7.2340261,61.6729201,285.802,11,,,,,
35:47.9,922.507,986.24,10.89,36.7,10.98,13/09/2023,13:11:44,7.2340303,61.6729172,286.849,11,,,,,
35:47.9,922.523,986.23,10.91,36.6,10.98,13/09/2023,13:11:45,7.2340323,61.6729172,287.073,11,,,,,
35:48.0,922.562,986.26,10.95,36.8,10.98,13/09/2023,13:11:46,7.2340363,61.6729183,286.839,11,,,,,
35:48.0,922.575,986.21,10.89,36.9,10.98,13/09/2023,13:11:47,7.234045,61.6729167,286.505,11,,,,,
35:48.0,922.607,986.2,10.89,36.9,10.98,13/09/2023,13:11:48,7.2340541,61.6729115,286.97,12,,,,,
35:48.1,922.638,986.27,10.91,37.1,10.98,13/09/2023,13:11:49,7.2340596,61.6729081,288.058,12,,,,,
35:48.1,922.654,986.26,10.95,37.2,10.99,13/09/2023,13:11:50,7.2340623,61.6729072,288.452,11,,,,,
35:48.1,922.685,986.22,10.96,37.1,10.99,13/09/2023,13:11:51,7.2340658,61.6729066,288.319,12,,,,,
35:48.1,922.716,986.23,10.93,37.1,11.01,13/09/2023,13:11:52,7.2340704,61.6729058,288.268,12,,,,,
35:48.1,922.732,986.23,10.9,36.9,11.01,13/09/2023,13:11:53,7.2340711,61.6729054,288.772,10,,,,,
35:48.2,922.763,986.23,10.9,36.9,11.01,13/09/2023,13:11:54,7.2340707,61.672905,289.176,12,,,,,
35:48.2,922.794,986.21,10.86,36.9,11.01,13/09/2023,13:11:55,7.2340682,61.6729046,289.341,12,,,,,
35:48.2,922.81,986.25,10.89,36.9,11.01,13/09/2023,13:11:56,7.2340658,61.6729042,289.859,10,,,,,
35:48.3,922.843,986.25,10.95,37.2,11.02,13/09/2023,13:11:57,7.234068,61.6729038,289.874,12,,,,,
35:48.3,922.874,986.23,10.94,37,11.02,13/09/2023,13:11:58,7.2340911,61.6728972,290.431,12,,,,,
35:48.3,922.89,986.25,10.88,36.9,11.01,13/09/2023,13:11:59,7.2340887,61.6728961,290.394,11,,,,,
35:48.3,922.922,986.27,10.89,36.7,11.02,13/09/2023,13:12:00,7.2340778,61.6729003,290.078,12,,,,,
35:48.4,922.938,986.21,10.89,36.6,11.02,13/09/2023,13:12:01,7.2340692,61.6729053,288.871,12,,,,,
35:48.4,922.979,986.27,10.88,36.5,11.02,13/09/2023,13:12:02,7.2340636,61.6729086,288.645,11,,,,,
35:48.4,922.995,986.25,10.85,36.6,11.02,13/09/2023,13:12:03,7.2340639,61.6729106,288.309,12,,,,,
35:48.4,923.027,986.21,10.8,36.7,11.02,13/09/2023,13:12:04,7.2340622,61.6729138,287.684,13,,,,,
35:48.5,923.043,986.25,10.84,36.8,11.02,13/09/2023,13:12:05,7.2340591,61.672914,287.025,13,,,,,
35:48.5,923.074,986.27,10.89,36.9,11.03,13/09/2023,13:12:06,7.2340572,61.6729132,287.106,13,,,,,
35:48.5,923.105,986.26,10.94,37.1,11.05,13/09/2023,13:12:07,7.2340581,61.6729143,286.914,13,,,,,
35:48.5,923.134,986.26,10.94,37.1,11.05,13/09/2023,13:12:08,7.2340532,61.6729158,287.396,12,,,,,
35:48.6,923.161,986.26,10.88,36.9,11.03,13/09/2023,13:12:09,7.2340492,61.6729153,287.463,13,,,,,
35:48.6,923.186,986.26,10.84,36.6,11.03,13/09/2023,13:12:10,7.2340467,61.6729154,287.166,13,,,,,
35:48.6,923.213,986.3,10.77,36.8,11.03,13/09/2023,13:12:11,7.2340438,61.6729153,286.674,12,,,,,
35:48.7,923.238,986.26,10.73,36.9,11.02,13/09/2023,13:12:12,7.2340373,61.6729143,286.673,13,,,,,
35:48.7,923.265,986.26,10.69,37.1,11.02,13/09/2023,13:12:13,7.2340328,61.6729133,286.353,13,,,,,
35:48.7,923.291,986.29,10.74,37,11.02,13/09/2023,13:12:14,7.234031,61.6729128,286.014,12,,,,,
35:48.7,923.317,986.28,10.75,37.1,11.03,13/09/2023,13:12:15,7.2340312,61.672913,285.672,13,,,,,
35:48.8,923.342,986.34,10.76,37.1,11.03,13/09/2023,13:12:16,7.2340324,61.6729127,285.672,13,,,,,
35:48.8,923.343,986.34,10.76,37.1,11.03,13/09/2023,13:12:16,7.2340324,61.6729127,285.482,13,,,,,
35:48.8,923.369,986.24,10.74,37,11.02,13/09/2023,13:12:17,7.2340316,61.6729142,285.057,13,,,,,
35:48.8,923.395,986.26,10.72,36.8,11.02,13/09/2023,13:12:18,7.2340302,61.6729156,284.968,13,,,,,
35:48.8,923.421,986.26,10.74,36.6,11.01,13/09/2023,13:12:19,7.2340285,61.6729161,285.166,13,,,,,
35:48.9,923.44,986.27,10.7,36.6,11.01,13/09/2023,13:12:20,7.2340265,61.6729161,284.652,11,,,,,
35:48.9,923.473,986.24,10.58,36.9,10.99,13/09/2023,13:12:21,7.2340261,61.6729163,284.55,13,,,,,
35:48.9,923.489,986.26,10.59,36.9,10.99,13/09/2023,13:12:22,7.2340243,61.6729171,284.413,13,,,,,
35:48.9,923.52,986.2,10.61,36.9,10.98,13/09/2023,13:12:23,7.2340246,61.6729188,285.21,12,,,,,
35:49.0,923.536,986.24,10.61,37,10.97,13/09/2023,13:12:24,7.2340229,61.6729202,285.299,12,,,,,
35:49.0,923.568,986.2,10.63,36.9,10.97,13/09/2023,13:12:25,7.2340213,61.6729209,284.732,12,,,,,
35:49.0,923.599,986.2,10.65,36.9,10.97,13/09/2023,13:12:26,7.2340209,61.6729211,284.549,12,,,,,
35:49.0,923.629,986.3,10.88,37.5,10.97,13/09/2023,13:12:27,7.2340239,61.672922,285.01,13,,,,,
