Time,COM Elapse,XQ-iMet-XQ Pressure,XQ-iMet-XQ Air Temperature,XQ-iMet-XQ Humidity,XQ-iMet-XQ Humidity Temp,XQ-iMet-XQ Date,XQ-iMet-XQ Time,XQ-iMet-XQ Longitude,XQ-iMet-XQ Latitude,XQ-iMet-XQ Altitude,XQ-iMet-XQ Sat Count,Profile hour,Mean longitude,Mean latitude,,,
2023/09/13 20:38:09.8460,45.172,965.56,10.13,28.9,11.05,2023/09/13,10:03:55,7.2114211,61.6759722,479.818,10,10,,,ASCENT,ASCENT,
2023/09/13 20:38:09.8793,45.205,965.35,10.1,28.8,11.03,2023/09/13,10:03:56,7.2114191,61.6759721,481.644,10,10,,,ASCENT,ASCENT,
2023/09/13 20:38:09.9091,45.235,965.1,10.11,28.8,11.01,2023/09/13,10:03:57,7.211418,61.6759721,483.234,10,10,,,ASCENT,ASCENT,
2023/09/13 20:38:09.9314,45.257,964.89,10.02,28.8,11.01,2023/09/13,10:03:58,7.2114222,61.6759707,485.4,10,10,,,ASCENT,ASCENT,
2023/09/13 20:38:09.9561,45.282,964.64,10.01,28.9,10.97,2023/09/13,10:03:59,7.2114257,61.6759704,487.4,10,10,,,ASCENT,ASCENT,
2023/09/13 20:38:09.9874,45.313,964.4,9.93,28.9,10.94,2023/09/13,10:04:00,7.2114249,61.6759711,489.26,10,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.0030,45.329,964.2,9.84,29,10.92,2023/09/13,10:04:01,7.2114197,61.6759718,491.171,10,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.0360,45.362,963.96,9.79,29,10.88,2023/09/13,10:04:02,7.2114164,61.6759722,493.278,10,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.0671,45.393,963.69,9.66,29.2,10.83,2023/09/13,10:04:03,7.2114154,61.6759735,495.314,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.0823,45.408,963.41,9.66,29.2,10.79,2023/09/13,10:04:04,7.2114149,61.675973,497.439,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.1136,45.439,963.19,9.69,29.2,10.78,2023/09/13,10:04:05,7.2114115,61.6759723,499.434,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.1454,45.471,962.92,9.71,29.3,10.77,2023/09/13,10:04:06,7.2114065,61.6759731,501.143,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.1620,45.488,962.68,9.69,29.4,10.73,2023/09/13,10:04:07,7.2114075,61.6759724,503.286,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.1951,45.521,962.47,9.66,29.6,10.69,2023/09/13,10:04:08,7.2114133,61.6759701,505.721,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.2240,45.55,962.27,9.62,29.7,10.67,2023/09/13,10:04:09,7.2114092,61.6759707,507.317,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.2397,45.565,962.03,9.6,29.9,10.63,2023/09/13,10:04:10,7.2114079,61.67597,509.605,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.2711,45.597,961.82,9.57,30,10.58,2023/09/13,10:04:11,7.211409,61.6759693,511.796,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.3024,45.628,961.59,9.51,30.1,10.54,2023/09/13,10:04:12,7.2114096,61.6759678,513.967,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.3181,45.644,961.32,9.52,30.3,10.51,2023/09/13,10:04:13,7.2114056,61.6759671,515.75,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.3509,45.676,961.11,9.48,30.3,10.47,2023/09/13,10:04:14,7.2114035,61.6759669,517.725,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.3673,45.693,960.87,9.46,30.4,10.45,2023/09/13,10:04:15,7.2113987,61.6759688,519.287,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.3960,45.722,960.63,9.44,30.4,10.43,2023/09/13,10:04:16,7.2113957,61.6759698,521.117,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.4273,45.753,960.45,9.43,30.5,10.4,2023/09/13,10:04:17,7.211389,61.6759723,522.437,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.4445,45.77,960.13,9.44,30.6,10.37,2023/09/13,10:04:18,7.2113893,61.6759717,524.676,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.4758,45.801,959.92,9.45,30.6,10.36,2023/09/13,10:04:19,7.2113838,61.6759728,526.309,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.5069,45.832,959.75,9.39,30.7,10.33,2023/09/13,10:04:20,7.2113767,61.6759744,527.795,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.5325,45.858,959.5,9.35,30.7,10.3,2023/09/13,10:04:21,7.2113717,61.6759753,529.562,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.5538,45.879,959.27,9.34,30.8,10.28,2023/09/13,10:04:22,7.2113655,61.6759771,531.124,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.5851,45.911,959.01,9.31,30.8,10.26,2023/09/13,10:04:23,7.211357,61.6759791,532.655,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.6011,45.927,958.79,9.28,30.9,10.24,2023/09/13,10:04:24,7.2113577,61.6759788,535.014,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.6347,45.96,958.54,9.26,30.9,10.22,2023/09/13,10:04:25,7.2113555,61.6759802,536.741,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.6558,45.981,958.28,9.29,30.9,10.22,2023/09/13,10:04:26,7.2113501,61.6759816,538.379,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.6804,46.006,958.02,9.33,30.9,10.21,2023/09/13,10:04:27,7.2113445,61.6759824,540.154,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.7125,46.038,957.78,9.31,30.9,10.22,2023/09/13,10:04:28,7.2113436,61.6759822,542.352,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.7328,46.058,957.56,9.28,31,10.22,2023/09/13,10:04:29,7.2113414,61.6759834,544.146,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.7600,46.086,957.29,9.23,31,10.21,2023/09/13,10:04:30,7.2113385,61.6759857,545.592,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.7933,46.119,957.04,9.24,31,10.21,2023/09/13,10:04:30,7.2113385,61.6759857,545.592,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.7940,46.12,957.04,9.24,30.9,10.22,2023/09/13,10:04:31,7.2113372,61.6759877,547.147,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.8186,46.144,956.77,9.2,30.9,10.21,2023/09/13,10:04:32,7.211334,61.6759895,548.88,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.8386,46.164,956.52,9.22,30.8,10.19,2023/09/13,10:04:33,7.2113274,61.675991,550.576,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.8700,46.196,956.29,9.18,30.8,10.19,2023/09/13,10:04:34,7.2113205,61.675992,552.367,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.8858,46.211,956.03,9.15,30.8,10.19,2023/09/13,10:04:35,7.211316,61.6759922,554.772,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.9172,46.243,955.68,9.11,30.8,10.18,2023/09/13,10:04:36,7.2113123,61.6759918,557.599,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.9494,46.275,955.29,9.1,30.8,10.17,2023/09/13,10:04:37,7.2113075,61.6759918,559.838,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.9754,46.301,955.03,9.12,30.8,10.15,2023/09/13,10:04:38,7.2113055,61.675991,562.302,11,10,,,ASCENT,ASCENT,
2023/09/13 20:38:10.9961,46.322,954.69,9.12,30.8,10.14,2023/09/13,10:04:39,7.2113028,61.6759895,564.473,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.0278,46.353,954.5,9.08,30.8,10.15,2023/09/13,10:04:40,7.2112989,61.6759886,566.457,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.0439,46.369,954.2,9.1,30.8,10.15,2023/09/13,10:04:41,7.2112928,61.675989,568.256,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.0793,46.405,953.9,9.13,30.8,10.17,2023/09/13,10:04:42,7.2112864,61.6759904,569.954,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.1057,46.431,953.65,9.08,30.8,10.15,2023/09/13,10:04:43,7.2112858,61.6759897,572.287,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.1318,46.457,953.36,9.04,30.9,10.17,2023/09/13,10:04:44,7.2112888,61.6759879,574.74,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.1541,46.48,953.1,9.02,31,10.14,2023/09/13,10:04:45,7.2112886,61.6759869,576.889,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.1697,46.495,952.88,8.94,31.2,10.11,2023/09/13,10:04:46,7.2112851,61.6759867,578.919,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.2015,46.527,952.62,8.89,31.2,10.09,2023/09/13,10:04:47,7.2112815,61.6759868,580.901,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.2334,46.559,952.3,8.9,31.4,10.05,2023/09/13,10:04:48,7.2112793,61.6759866,582.9,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.2619,46.587,952.08,8.9,31.4,10.05,2023/09/13,10:04:49,7.2112752,61.675987,584.826,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.2830,46.609,951.83,8.9,31.5,10.03,2023/09/13,10:04:50,7.2112698,61.6759883,586.613,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.3112,46.637,951.6,8.9,31.5,10.03,2023/09/13,10:04:51,7.2112674,61.6759885,588.472,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.3335,46.659,951.38,8.86,31.6,10.03,2023/09/13,10:04:52,7.2112664,61.6759885,590.412,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.3588,46.684,951.11,8.85,31.5,10.03,2023/09/13,10:04:53,7.2112637,61.6759892,592.179,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.3922,46.718,950.93,8.84,31.5,10.03,2023/09/13,10:04:54,7.211261,61.6759899,593.882,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.4141,46.74,950.69,8.81,31.4,10.02,2023/09/13,10:04:55,7.2112598,61.67599,595.699,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.4376,46.763,950.47,8.83,31.3,10.02,2023/09/13,10:04:56,7.2112563,61.675991,597.145,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.4533,46.779,950.25,8.86,31.3,10.01,2023/09/13,10:04:57,7.2112511,61.6759922,598.544,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.4845,46.81,950.03,8.81,31.2,10.02,2023/09/13,10:04:58,7.2112523,61.6759909,600.495,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.5159,46.841,949.86,8.83,31.2,10.01,2023/09/13,10:04:59,7.2112486,61.6759913,601.881,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.5424,46.868,949.62,8.78,31.2,10.01,2023/09/13,10:05:00,7.2112441,61.675992,603.358,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.5699,46.895,949.4,8.77,31.2,10.01,2023/09/13,10:05:01,7.2112394,61.675993,604.816,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.5945,46.92,949.21,8.79,31.3,9.98,2023/09/13,10:05:02,7.2112361,61.6759938,606.576,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.6102,46.936,948.96,8.76,31.5,9.95,2023/09/13,10:05:03,7.2112307,61.6759954,608.175,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.6422,46.968,948.7,8.7,31.5,9.94,2023/09/13,10:05:04,7.2112291,61.6759964,610.101,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.6740,47,948.45,8.69,31.6,9.94,2023/09/13,10:05:05,7.2112237,61.6759978,611.766,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.6972,47.023,948.23,8.68,31.7,9.94,2023/09/13,10:05:06,7.211222,61.675997,613.862,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.7233,47.049,948.01,8.67,31.6,9.92,2023/09/13,10:05:07,7.2112195,61.6759977,615.671,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.7380,47.064,947.79,8.65,31.5,9.92,2023/09/13,10:05:08,7.2112208,61.6759968,617.928,12,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.7693,47.095,947.49,8.61,31.3,9.92,2023/09/13,10:05:09,7.2112161,61.6759987,619.444,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.8006,47.126,947.24,8.59,31.3,9.9,2023/09/13,10:05:10,7.2112078,61.6760028,620.313,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.8166,47.142,947,8.57,31.5,9.9,2023/09/13,10:05:11,7.2112031,61.6760049,621.561,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.8489,47.174,946.79,8.54,31.5,9.87,2023/09/13,10:05:12,7.2111964,61.676007,622.975,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.8795,47.205,946.52,8.52,31.4,9.8,2023/09/13,10:05:13,7.2111928,61.676008,624.831,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.8953,47.221,946.3,8.51,31.4,9.79,2023/09/13,10:05:14,7.2111924,61.6760088,626.9,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.9342,47.26,946.03,8.47,31.6,9.77,2023/09/13,10:05:15,7.2111897,61.6760101,628.74,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.9586,47.284,945.8,8.48,31.9,9.71,2023/09/13,10:05:16,7.2111874,61.6760104,630.594,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:11.9784,47.304,945.55,8.43,32,9.68,2023/09/13,10:05:17,7.2111827,61.6760117,632.332,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.0112,47.337,945.31,8.38,32.1,9.64,2023/09/13,10:05:18,7.211181,61.6760123,634.393,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.0371,47.363,945.06,8.32,32.2,9.61,2023/09/13,10:05:19,7.2111776,61.6760131,636.298,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.0529,47.379,944.82,8.32,32.2,9.6,2023/09/13,10:05:20,7.2111729,61.6760137,638.144,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.0843,47.41,944.6,8.33,32.2,9.57,2023/09/13,10:05:21,7.2111705,61.6760143,640.176,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.1156,47.441,944.35,8.33,32.1,9.56,2023/09/13,10:05:22,7.2111704,61.6760144,642.25,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.1348,47.46,944.1,8.35,32,9.56,2023/09/13,10:05:23,7.2111677,61.676015,644.098,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.1676,47.493,943.8,8.38,31.9,9.55,2023/09/13,10:05:24,7.2111633,61.6760157,646.027,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.1941,47.52,943.6,8.32,32,9.56,2023/09/13,10:05:25,7.2111595,61.6760166,647.936,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.2106,47.536,943.35,8.35,32.1,9.55,2023/09/13,10:05:26,7.2111578,61.676017,649.899,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.2410,47.567,943.08,8.27,32.2,9.52,2023/09/13,10:05:27,7.2111536,61.6760179,651.551,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.2724,47.598,942.91,8.28,32.2,9.52,2023/09/13,10:05:28,7.2111529,61.676018,653.732,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.2882,47.614,942.65,8.23,32.1,9.5,2023/09/13,10:05:29,7.2111508,61.6760182,655.658,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.3195,47.645,942.36,8.24,32.2,9.48,2023/09/13,10:05:30,7.2111494,61.6760192,657.456,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.3498,47.675,942.15,8.21,32.4,9.48,2023/09/13,10:05:31,7.2111449,61.6760204,659.233,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.3668,47.692,941.88,8.18,32.6,9.45,2023/09/13,10:05:32,7.2111426,61.6760204,661.373,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.3982,47.724,941.64,8.19,32.7,9.39,2023/09/13,10:05:33,7.2111407,61.67602,663.591,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.4138,47.739,941.38,8.14,32.5,9.37,2023/09/13,10:05:34,7.2111395,61.67602,665.8,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.4455,47.771,941.12,8.11,32.5,9.35,2023/09/13,10:05:35,7.2111394,61.6760198,668.066,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.4789,47.804,940.92,8.14,32.5,9.35,2023/09/13,10:05:36,7.211141,61.6760191,670.345,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.5018,47.827,940.63,8.11,32.3,9.33,2023/09/13,10:05:37,7.2111399,61.6760189,672.274,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.5243,47.85,940.41,8.13,32.3,9.34,2023/09/13,10:05:38,7.2111397,61.6760181,674.382,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.5562,47.882,940.22,8.15,32.3,9.33,2023/09/13,10:05:39,7.2111393,61.6760176,676.335,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.5718,47.897,939.98,8.13,32.3,9.34,2023/09/13,10:05:40,7.2111371,61.6760178,678.125,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.6044,47.93,939.71,8.04,32.2,9.31,2023/09/13,10:05:41,7.2111369,61.6760173,680.102,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.6366,47.962,939.47,7.98,32.2,9.3,2023/09/13,10:05:42,7.2111377,61.6760168,682.294,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.6521,47.978,939.25,7.97,32.5,9.29,2023/09/13,10:05:43,7.2111359,61.6760173,684.205,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.6821,48.008,939.03,7.99,32.6,9.26,2023/09/13,10:05:44,7.2111338,61.6760177,686.156,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.6977,48.023,938.77,7.99,32.7,9.24,2023/09/13,10:05:45,7.2111295,61.6760179,687.993,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.7356,48.061,938.56,7.94,32.7,9.23,2023/09/13,10:05:46,7.2111265,61.6760178,689.885,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.7608,48.086,938.32,7.93,32.7,9.23,2023/09/13,10:05:47,7.2111259,61.6760175,691.988,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.7820,48.108,938.06,7.92,32.6,9.22,2023/09/13,10:05:48,7.2111263,61.6760168,693.964,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.8104,48.136,937.84,7.98,32.5,9.2,2023/09/13,10:05:49,7.2111291,61.676015,696.332,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.8393,48.165,937.59,8.04,32.3,9.19,2023/09/13,10:05:50,7.2111269,61.6760146,698.462,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.8550,48.181,937.32,7.98,32.2,9.16,2023/09/13,10:05:51,7.2111274,61.6760146,700.368,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.8863,48.212,937.13,7.98,32.2,9.15,2023/09/13,10:05:52,7.2111289,61.6760144,702.324,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.9186,48.244,936.9,8,32.2,9.13,2023/09/13,10:05:53,7.2111306,61.6760142,704.464,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.9397,48.265,936.65,8,32.2,9.13,2023/09/13,10:05:53,7.2111306,61.6760142,704.464,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.9453,48.271,936.65,7.98,32.2,9.08,2023/09/13,10:05:54,7.2111318,61.6760143,706.35,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.9648,48.29,936.35,7.97,32.3,9.05,2023/09/13,10:05:55,7.2111335,61.6760148,708.426,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:12.9964,48.322,936.16,7.97,32.5,9.01,2023/09/13,10:05:56,7.2111368,61.6760144,710.641,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.0121,48.338,935.89,7.95,32.5,8.97,2023/09/13,10:05:57,7.2111379,61.6760143,712.754,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.0441,48.37,935.67,7.94,32.5,8.93,2023/09/13,10:05:58,7.2111403,61.6760143,715.117,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.0597,48.385,935.43,7.96,32.6,8.9,2023/09/13,10:05:59,7.211143,61.6760138,717.435,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.0970,48.423,935.19,7.94,32.6,8.86,2023/09/13,10:06:00,7.2111421,61.676014,719.523,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.1217,48.447,934.87,7.91,32.6,8.83,2023/09/13,10:06:01,7.2111437,61.6760147,721.516,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.1531,48.479,934.7,7.74,32.7,8.82,2023/09/13,10:06:02,7.211149,61.6760155,723.59,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.1689,48.494,934.48,7.68,32.7,8.82,2023/09/13,10:06:03,7.2111532,61.6760163,725.771,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.2001,48.526,934.25,7.66,32.8,8.82,2023/09/13,10:06:04,7.2111543,61.6760172,727.893,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.2269,48.552,934.01,7.66,32.8,8.83,2023/09/13,10:06:05,7.2111574,61.6760167,730.12,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.2521,48.578,933.78,7.67,32.9,8.85,2023/09/13,10:06:06,7.2111565,61.676017,731.881,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.2778,48.603,933.57,7.7,32.9,8.85,2023/09/13,10:06:07,7.2111565,61.6760166,733.931,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.3092,48.635,933.3,7.71,32.9,8.86,2023/09/13,10:06:08,7.2111558,61.676017,735.948,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.3251,48.651,933.09,7.64,33,8.86,2023/09/13,10:06:09,7.2111556,61.6760176,737.961,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.3568,48.682,932.85,7.58,33,8.85,2023/09/13,10:06:10,7.2111541,61.6760187,739.763,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.3724,48.698,932.66,7.58,32.8,8.86,2023/09/13,10:06:11,7.2111523,61.6760195,741.694,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.4088,48.734,932.4,7.53,32.6,8.85,2023/09/13,10:06:12,7.2111493,61.6760207,743.544,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.4379,48.763,932.15,7.49,32.5,8.83,2023/09/13,10:06:13,7.2111488,61.6760208,745.649,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.4504,48.776,931.95,7.43,32.4,8.83,2023/09/13,10:06:14,7.2111474,61.676021,747.593,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.4821,48.808,931.7,7.44,32.3,8.81,2023/09/13,10:06:15,7.211148,61.6760215,749.643,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.5135,48.839,931.45,7.41,32.3,8.78,2023/09/13,10:06:16,7.2111463,61.6760212,751.675,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.5416,48.867,931.24,7.39,32.3,8.77,2023/09/13,10:06:17,7.2111418,61.6760213,753.644,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.5680,48.894,930.97,7.38,32.4,8.73,2023/09/13,10:06:18,7.2111411,61.6760219,755.627,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.5925,48.918,930.79,7.43,32.6,8.71,2023/09/13,10:06:19,7.211143,61.676022,757.851,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.6079,48.933,930.52,7.39,32.8,8.66,2023/09/13,10:06:20,7.211143,61.6760223,759.797,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.6393,48.965,930.27,7.36,33,8.62,2023/09/13,10:06:21,7.2111428,61.6760224,761.847,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.6706,48.996,930.04,7.35,33.2,8.58,2023/09/13,10:06:22,7.2111424,61.6760225,763.819,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.6941,49.02,929.78,7.34,33.3,8.54,2023/09/13,10:06:23,7.2111433,61.6760223,766.009,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.7209,49.046,929.54,7.35,33.3,8.53,2023/09/13,10:06:24,7.2111454,61.6760218,768.065,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.7483,49.074,929.34,7.38,33.4,8.51,2023/09/13,10:06:25,7.2111447,61.6760215,769.784,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.7641,49.09,929.12,7.36,33.4,8.5,2023/09/13,10:06:26,7.2111433,61.6760215,771.309,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.7953,49.121,928.96,7.35,33.3,8.49,2023/09/13,10:06:27,7.2111412,61.6760216,772.708,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.8111,49.137,928.78,7.32,33.5,8.47,2023/09/13,10:06:28,7.211142,61.6760215,773.904,13,10,,,ASCENT,ASCENT,
2023/09/13 20:38:13.8458,49.171,928.64,7.35,33.5,8.49,2023/09/13,10:06:29,7.2111441,61.6760209,774.514,13,10,,,ASCENT,,
,,,,,,,,,,,,,,,,,
2023/09/13 20:38:27.0870,62.413,966.86,9.65,30.1,10.35,2023/09/13,13:01:54,7.2107493,61.6762361,333.301,9,13,7.21093621280488,61.6762475310976,ASCENT,ASCENT,START
2023/09/13 20:38:27.1193,62.445,966.66,9.67,30.2,10.32,2023/09/13,13:01:55,7.2107141,61.6762814,344.717,9,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.1514,62.477,966.48,9.68,30.4,10.3,2023/09/13,13:01:56,7.210689,61.676318,352.943,9,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.1761,62.502,966.2,9.67,30.3,10.28,2023/09/13,13:01:57,7.2106717,61.6763394,360.556,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.1976,62.523,965.99,9.63,30.4,10.26,2023/09/13,13:01:58,7.2106591,61.6763627,368.873,9,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.2290,62.555,965.8,9.57,30.5,10.24,2023/09/13,13:01:59,7.2106635,61.6763659,371.966,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.2563,62.582,965.59,9.53,30.7,10.22,2023/09/13,13:02:00,7.2106571,61.6763811,379.504,10,13,,,ASCENT,ASCENT,
