Time,COM Elapse,XQ-iMet-XQ Pressure,XQ-iMet-XQ Air Temperature,XQ-iMet-XQ Humidity,XQ-iMet-XQ Humidity Temp,XQ-iMet-XQ Date,XQ-iMet-XQ Time,XQ-iMet-XQ Longitude,XQ-iMet-XQ Latitude,XQ-iMet-XQ Altitude,XQ-iMet-XQ Sat Count,Profile hour,Mean longitude,Mean latitude,,,
2023/09/13 20:38:27.2771,62.603,965.3,9.52,30.8,10.19,2023/09/13,13:02:01,7.2106504,61.6763937,386.27,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.3077,62.633,965.12,9.5,30.6,10.19,2023/09/13,13:02:02,7.2106471,61.6763997,391.606,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.3324,62.658,964.8,9.47,30.5,10.18,2023/09/13,13:02:03,7.2106453,61.6764051,396.897,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.3564,62.682,964.54,9.43,30.4,10.17,2023/09/13,13:02:04,7.2106436,61.6764099,402.304,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.3862,62.712,964.31,9.44,30.4,10.17,2023/09/13,13:02:05,7.2106434,61.6764114,407.627,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.4021,62.728,964.06,9.42,30.4,10.13,2023/09/13,13:02:06,7.2106438,61.6764156,412.485,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.4334,62.759,963.88,9.38,30.4,10.13,2023/09/13,13:02:07,7.2106475,61.676421,417.821,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.4651,62.791,963.54,9.38,30.3,10.11,2023/09/13,13:02:08,7.2106599,61.6764111,422.349,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.4839,62.809,963.31,9.38,30.2,10.11,2023/09/13,13:02:09,7.2106713,61.6763991,425.813,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.5151,62.841,963.13,9.41,30,10.09,2023/09/13,13:02:10,7.2106864,61.6763888,429.308,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.5433,62.869,962.84,9.39,30.1,10.07,2023/09/13,13:02:11,7.2106986,61.6763788,433.278,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.5591,62.885,962.6,9.39,30,10.07,2023/09/13,13:02:12,7.2107105,61.6763693,436.872,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.5931,62.919,962.44,9.38,30,10.03,2023/09/13,13:02:13,7.2107128,61.6763698,442.367,9,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.6155,62.941,962.16,9.38,30,10.03,2023/09/13,13:02:14,7.2106914,61.6763947,453.477,9,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.6379,62.963,961.95,9.41,30,10.02,2023/09/13,13:02:15,7.2106769,61.6764125,462.545,9,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.6698,62.995,961.66,9.33,30,9.99,2023/09/13,13:02:16,7.210658,61.6764361,473.698,9,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.7016,63.027,961.43,9.27,30.1,9.98,2023/09/13,13:02:17,7.2106448,61.6764535,483.397,9,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.7173,63.043,961.15,9.25,30.1,9.95,2023/09/13,13:02:18,7.210635,61.6764661,492.571,9,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.7485,63.074,960.87,9.22,30.1,9.94,2023/09/13,13:02:19,7.2106471,61.6764597,495.786,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.7759,63.101,960.65,9.18,30.1,9.91,2023/09/13,13:02:20,7.2106402,61.676472,505.141,9,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.8000,63.126,960.32,9.15,30.1,9.88,2023/09/13,13:02:21,7.2106528,61.6764662,508.078,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.8272,63.153,960.08,9.13,30.2,9.87,2023/09/13,13:02:22,7.2106327,61.6764904,519.751,9,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.8431,63.169,959.82,9.1,30.2,9.84,2023/09/13,13:02:23,7.2106176,61.6765052,528.733,9,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.8748,63.2,959.57,9.14,30.3,9.82,2023/09/13,13:02:24,7.2105989,61.6765246,538.824,9,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.9076,63.233,959.29,9.16,30.3,9.8,2023/09/13,13:02:25,7.2106087,61.6765134,540.932,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.9334,63.259,959.07,9.11,30.3,9.77,2023/09/13,13:02:26,7.2105931,61.6765308,551.297,9,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.9592,63.285,958.82,9.09,30.4,9.76,2023/09/13,13:02:27,7.2105435,61.6765801,568.655,9,13,,,ASCENT,ASCENT,
2023/09/13 20:38:27.9848,63.31,958.55,9.04,30.4,9.75,2023/09/13,13:02:28,7.2105534,61.6765741,571.368,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.0004,63.326,958.33,9.02,30.4,9.71,2023/09/13,13:02:29,7.2105693,61.6765603,573.349,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.0316,63.357,958.05,9.02,30.4,9.71,2023/09/13,13:02:30,7.2105709,61.6765637,579.761,9,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.0589,63.384,957.9,9,30.4,9.7,2023/09/13,13:02:31,7.2105838,61.6765518,581.491,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.0857,63.411,957.65,9,30.5,9.7,2023/09/13,13:02:32,7.2105985,61.6765396,583.35,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.1102,63.436,957.37,8.96,30.6,9.68,2023/09/13,13:02:33,7.2106136,61.6765269,584.368,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.1260,63.452,957.12,8.96,30.5,9.65,2023/09/13,13:02:34,7.2106299,61.6765119,586.025,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.1583,63.484,956.96,9.01,30.5,9.67,2023/09/13,13:02:35,7.2106467,61.6764946,586.693,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.1891,63.515,956.75,9.03,30.4,9.68,2023/09/13,13:02:36,7.2106592,61.6764796,587.488,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.2160,63.542,956.5,9.09,30.4,9.67,2023/09/13,13:02:37,7.210674,61.6764671,587.658,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.2372,63.563,956.24,9.05,30.3,9.67,2023/09/13,13:02:38,7.2106886,61.676454,588.79,8,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.2585,63.584,955.98,9.01,30.3,9.65,2023/09/13,13:02:39,7.2107051,61.6764388,589.06,9,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.2849,63.61,955.81,8.96,30.4,9.65,2023/09/13,13:02:40,7.2107197,61.6764227,589.361,9,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.3161,63.642,955.54,8.93,30.4,9.64,2023/09/13,13:02:41,7.2107378,61.6764081,590.221,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.3318,63.657,955.34,8.9,30.4,9.64,2023/09/13,13:02:42,7.2107551,61.6763944,590.764,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.3633,63.689,955.13,8.9,30.5,9.63,2023/09/13,13:02:43,7.2107687,61.676378,591.224,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.3945,63.72,954.8,8.89,30.4,9.63,2023/09/13,13:02:44,7.2107849,61.6763645,591.791,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.4107,63.736,954.62,8.84,30.4,9.61,2023/09/13,13:02:45,7.2108,61.6763534,593.088,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.4420,63.768,954.37,8.82,30.4,9.6,2023/09/13,13:02:46,7.2108147,61.6763425,594.12,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.4736,63.799,954.15,8.79,30.5,9.59,2023/09/13,13:02:47,7.2108285,61.6763317,594.327,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.5011,63.827,953.95,8.77,30.5,9.57,2023/09/13,13:02:48,7.21084,61.6763205,595.31,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.5205,63.846,953.72,8.77,30.5,9.56,2023/09/13,13:02:49,7.2108527,61.6763086,595.879,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.5518,63.877,953.5,8.77,30.5,9.56,2023/09/13,13:02:50,7.2108649,61.6762979,596.299,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.5679,63.893,953.24,8.77,30.5,9.55,2023/09/13,13:02:51,7.2108761,61.676287,596.707,10,13,,,,,
2023/09/13 20:38:28.5993,63.925,953.03,8.75,30.6,9.53,2023/09/13,13:02:52,7.2108922,61.6762757,595.945,11,13,,,,,
2023/09/13 20:38:28.6316,63.957,952.88,8.73,30.6,9.52,2023/09/13,13:02:53,7.2109086,61.6762654,594.286,11,13,,,,,
2023/09/13 20:38:28.6524,63.978,952.63,8.74,30.6,9.5,2023/09/13,13:02:54,7.2109193,61.6762584,594.876,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.6772,64.003,952.36,8.74,30.6,9.49,2023/09/13,13:02:55,7.210926,61.6762545,596.287,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.7088,64.034,952.15,8.75,30.6,9.49,2023/09/13,13:02:56,7.2109327,61.6762522,597.256,12,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.7244,64.05,951.87,8.71,30.6,9.49,2023/09/13,13:02:57,7.2109384,61.6762506,599.141,12,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.7587,64.084,951.69,8.69,30.6,9.48,2023/09/13,13:02:58,7.2109401,61.6762514,601.417,12,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.7874,64.113,951.47,8.68,30.6,9.45,2023/09/13,13:02:59,7.2109416,61.6762511,603.572,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.8042,64.13,951.21,8.65,30.6,9.46,2023/09/13,13:03:00,7.2109431,61.6762487,604.843,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.8349,64.16,950.98,8.65,30.7,9.44,2023/09/13,13:03:01,7.210944,61.6762476,606.146,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.8665,64.192,950.69,8.65,30.7,9.44,2023/09/13,13:03:02,7.2109459,61.6762484,608.417,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.8919,64.217,950.45,8.62,30.7,9.42,2023/09/13,13:03:03,7.2109449,61.676249,611.128,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.9178,64.243,950.12,8.57,30.7,9.41,2023/09/13,13:03:04,7.2109447,61.6762497,613.789,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.9445,64.27,949.99,8.54,30.7,9.38,2023/09/13,13:03:05,7.2109428,61.6762504,615.913,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.9608,64.286,949.71,8.52,30.8,9.37,2023/09/13,13:03:06,7.2109408,61.6762525,618.657,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:28.9921,64.318,949.47,8.5,30.8,9.35,2023/09/13,13:03:07,7.2109366,61.6762586,621.167,12,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.0078,64.333,949.21,8.49,30.8,9.34,2023/09/13,13:03:08,7.2109329,61.6762632,623.389,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.0484,64.374,948.92,8.44,30.8,9.31,2023/09/13,13:03:09,7.21093,61.6762691,626.214,12,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.0739,64.399,948.68,8.43,30.9,9.31,2023/09/13,13:03:10,7.210927,61.6762753,629.612,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.0939,64.419,948.41,8.42,31,9.3,2023/09/13,13:03:11,7.2109241,61.676282,633.278,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.1181,64.444,948.19,8.42,31,9.27,2023/09/13,13:03:12,7.2109263,61.6762829,635.907,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.1494,64.475,947.95,8.42,31,9.27,2023/09/13,13:03:13,7.2109285,61.6762828,637.798,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.1656,64.491,947.73,8.39,31.1,9.24,2023/09/13,13:03:14,7.2109319,61.6762826,640.094,12,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.1942,64.52,947.46,8.37,31.1,9.24,2023/09/13,13:03:15,7.2109346,61.6762814,641.767,12,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.2241,64.55,947.24,8.35,31.1,9.22,2023/09/13,13:03:16,7.210944,61.6762747,641.946,11,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.2443,64.57,947.05,8.34,31.1,9.2,2023/09/13,13:03:17,7.2109555,61.676268,642.76,12,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.2756,64.601,946.76,8.31,31.1,9.18,2023/09/13,13:03:18,7.2109653,61.67626,643.853,12,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.2912,64.617,946.46,8.26,31.1,9.15,2023/09/13,13:03:19,7.2109733,61.676251,644.773,12,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.3249,64.651,946.25,8.26,31.2,9.13,2023/09/13,13:03:20,7.2109812,61.6762422,646.07,12,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.3546,64.68,946,8.25,31.2,9.12,2023/09/13,13:03:21,7.2109903,61.6762342,647.432,12,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.3756,64.701,945.78,8.24,31.3,9.12,2023/09/13,13:03:22,7.2109956,61.6762305,650.07,10,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.4003,64.726,945.49,8.22,31.3,9.11,2023/09/13,13:03:23,7.2110055,61.6762209,651.191,12,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.4316,64.757,945.23,8.18,31.3,9.08,2023/09/13,13:03:24,7.2110148,61.6762129,652.988,12,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.4603,64.786,944.98,8.14,31.3,9.07,2023/09/13,13:03:25,7.2110217,61.6762038,655.412,11,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.4791,64.805,944.73,8.18,31.3,9.05,2023/09/13,13:03:26,7.2110273,61.6761954,657.904,11,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.5126,64.838,944.43,8.19,31.3,9.04,2023/09/13,13:03:27,7.2110332,61.6761881,660.217,11,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.5260,64.852,944.18,8.16,31.4,9.04,2023/09/13,13:03:28,7.2110394,61.6761822,662.217,11,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.5606,64.886,943.92,8.17,31.4,9.03,2023/09/13,13:03:29,7.2110446,61.6761763,663.733,11,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.5890,64.915,943.73,8.2,31.4,9.01,2023/09/13,13:03:30,7.2110503,61.6761703,665.456,11,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.6046,64.93,943.52,8.2,31.4,9.01,2023/09/13,13:03:31,7.2110565,61.6761635,668.001,12,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.6379,64.963,943.23,8.19,31.4,9.01,2023/09/13,13:03:32,7.2110651,61.6761585,670.058,12,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.6683,64.994,942.98,8.16,31.4,9.01,2023/09/13,13:03:33,7.2110712,61.6761533,671.563,12,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.6838,65.009,942.76,8.17,31.4,9,2023/09/13,13:03:34,7.2110747,61.6761498,673.611,12,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.7155,65.041,942.49,8.13,31.4,9,2023/09/13,13:03:35,7.2110791,61.676146,675.299,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.7467,65.072,942.27,8.12,31.3,8.98,2023/09/13,13:03:36,7.2110844,61.6761423,676.681,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.7628,65.088,942.07,8.09,31.3,8.98,2023/09/13,13:03:37,7.2110893,61.6761374,677.567,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.7957,65.121,941.83,8.09,31.4,8.97,2023/09/13,13:03:38,7.2110938,61.6761327,678.652,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.8103,65.136,941.56,8.05,31.4,8.94,2023/09/13,13:03:39,7.2110993,61.6761282,679.887,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.8436,65.169,941.3,8.01,31.4,8.93,2023/09/13,13:03:40,7.2111043,61.6761241,680.963,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.8734,65.199,941.12,7.99,31.5,8.92,2023/09/13,13:03:41,7.2111087,61.6761198,682.063,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.8974,65.223,940.91,7.97,31.5,8.89,2023/09/13,13:03:42,7.2111127,61.6761165,683.532,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.9279,65.254,940.69,7.92,31.5,8.88,2023/09/13,13:03:43,7.2111152,61.6761129,684.616,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.9518,65.277,940.45,7.94,31.6,8.86,2023/09/13,13:03:44,7.2111163,61.6761094,685.656,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.9679,65.293,940.26,7.9,31.6,8.83,2023/09/13,13:03:45,7.2111168,61.6761073,687.058,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:29.9994,65.325,940.06,7.9,31.6,8.79,2023/09/13,13:03:46,7.2111203,61.6761056,688.176,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.0308,65.356,939.92,7.88,31.7,8.77,2023/09/13,13:03:47,7.2111227,61.6761034,689.689,13,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.0484,65.374,939.69,7.89,31.8,8.74,2023/09/13,13:03:48,7.2111206,61.6761025,691.42,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.0827,65.408,939.53,7.9,31.8,8.73,2023/09/13,13:03:49,7.2111205,61.6761037,693.655,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.1095,65.435,939.31,7.9,31.9,8.73,2023/09/13,13:03:50,7.21112,61.6761037,695.668,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.1265,65.452,939.09,7.88,31.9,8.73,2023/09/13,13:03:51,7.2111211,61.6761041,697.565,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.1614,65.487,938.87,7.87,32,8.73,2023/09/13,13:03:52,7.2111212,61.6761045,699.39,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.1886,65.514,938.68,7.85,32,8.71,2023/09/13,13:03:53,7.211123,61.6761046,701.291,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.2147,65.54,938.44,7.84,31.9,8.71,2023/09/13,13:03:54,7.2111249,61.6761061,703.835,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.2371,65.563,938.23,7.8,31.9,8.7,2023/09/13,13:03:55,7.2111272,61.6761072,706.498,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.2670,65.593,937.97,7.79,31.9,8.7,2023/09/13,13:03:56,7.211129,61.6761068,708.674,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.2828,65.608,937.73,7.78,31.9,8.69,2023/09/13,13:03:57,7.2111295,61.6761061,710.671,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.3142,65.64,937.5,7.75,31.9,8.67,2023/09/13,13:03:58,7.2111325,61.6761047,712.654,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.3298,65.655,937.24,7.7,31.9,8.67,2023/09/13,13:03:59,7.2111351,61.6761043,714.908,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.3617,65.687,936.99,7.69,31.9,8.64,2023/09/13,13:04:00,7.2111367,61.6761029,716.507,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.3935,65.719,936.73,7.68,31.9,8.64,2023/09/13,13:04:01,7.2111393,61.6761013,718.179,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.4091,65.735,936.55,7.68,31.9,8.61,2023/09/13,13:04:02,7.2111423,61.6760998,719.825,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.4404,65.766,936.35,7.64,31.9,8.6,2023/09/13,13:04:03,7.2111445,61.6760965,721.145,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.4619,65.787,936.06,7.62,31.9,8.58,2023/09/13,13:04:04,7.2111463,61.6760943,723.185,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.4929,65.818,935.85,7.62,32,8.55,2023/09/13,13:04:05,7.211149,61.6760915,725.132,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.5190,65.845,935.59,7.61,32.1,8.57,2023/09/13,13:04:06,7.211152,61.6760884,726.796,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.5352,65.861,935.39,7.58,32.1,8.54,2023/09/13,13:04:07,7.2111546,61.6760874,728.62,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.5667,65.892,935.12,7.56,32,8.54,2023/09/13,13:04:08,7.2111562,61.6760871,730.556,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.5981,65.924,934.86,7.55,32,8.51,2023/09/13,13:04:09,7.211158,61.6760859,732.565,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.6248,65.95,934.65,7.53,32,8.51,2023/09/13,13:04:10,7.211159,61.6760844,734.307,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.6496,65.975,934.44,7.51,32.1,8.47,2023/09/13,13:04:11,7.2111602,61.6760833,735.984,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.6769,66.002,934.23,7.47,32.1,8.47,2023/09/13,13:04:12,7.2111615,61.6760824,737.961,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.6926,66.018,933.97,7.48,32.1,8.46,2023/09/13,13:04:13,7.2111636,61.676081,739.627,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.7242,66.05,933.68,7.4,32.1,8.42,2023/09/13,13:04:14,7.2111659,61.6760802,741.644,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.7559,66.081,933.49,7.42,32.1,8.4,2023/09/13,13:04:15,7.2111682,61.6760799,743.663,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.7823,66.108,933.27,7.4,32.1,8.39,2023/09/13,13:04:16,7.2111704,61.6760798,745.47,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.8034,66.129,933.09,7.37,32.1,8.36,2023/09/13,13:04:17,7.2111721,61.6760787,747.293,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.8347,66.16,932.94,7.35,32.2,8.36,2023/09/13,13:04:18,7.2111745,61.6760773,749.034,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.8507,66.176,932.69,7.32,32.2,8.32,2023/09/13,13:04:19,7.2111768,61.6760761,750.855,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.8826,66.208,932.44,7.26,32.3,8.28,2023/09/13,13:04:20,7.2111793,61.6760757,752.753,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.8983,66.224,932.19,7.24,32.3,8.23,2023/09/13,13:04:21,7.211181,61.6760756,754.412,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.9349,66.26,931.96,7.25,32.5,8.2,2023/09/13,13:04:22,7.2111819,61.6760749,756.41,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.9630,66.289,931.73,7.23,32.5,8.17,2023/09/13,13:04:23,7.2111829,61.6760725,758.176,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:30.9763,66.302,931.49,7.22,32.6,8.14,2023/09/13,13:04:24,7.2111847,61.6760729,760.405,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:31.0077,66.333,931.34,7.19,32.6,8.12,2023/09/13,13:04:25,7.2111863,61.6760732,762.615,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:31.0389,66.365,931.04,7.18,32.7,8.1,2023/09/13,13:04:26,7.2111862,61.6760717,764.251,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:31.0632,66.389,930.86,7.16,32.8,8.06,2023/09/13,13:04:27,7.2111875,61.6760702,766.055,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:31.0923,66.418,930.61,7.14,32.8,8.03,2023/09/13,13:04:28,7.2111892,61.6760685,767.58,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:31.1175,66.443,930.4,7.13,32.9,8.01,2023/09/13,13:04:29,7.2111903,61.6760675,769.564,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:31.1333,66.459,930.11,7.1,32.9,7.97,2023/09/13,13:04:30,7.2111912,61.6760671,771.536,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:31.1651,66.491,929.88,7.09,33,7.94,2023/09/13,13:04:31,7.2111917,61.6760678,773.789,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:31.1965,66.522,929.69,7.05,33.1,7.92,2023/09/13,13:04:32,7.2111914,61.6760674,775.862,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:31.2135,66.539,929.41,7.02,33.2,7.9,2023/09/13,13:04:33,7.2111922,61.6760658,777.407,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:31.2468,66.572,929.25,7.01,33.2,7.91,2023/09/13,13:04:34,7.2111927,61.6760658,779.257,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:31.2748,66.6,929.04,6.98,33.3,7.88,2023/09/13,13:04:35,7.2111932,61.6760663,781.062,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:31.2905,66.616,928.85,6.99,33.3,7.88,2023/09/13,13:04:36,7.2111953,61.676068,782.401,14,13,,,ASCENT,ASCENT,
2023/09/13 20:38:31.3219,66.647,928.77,6.97,33.3,7.84,2023/09/13,13:04:37,7.2111956,61.6760681,782.338,14,13,,,ASCENT,,
,,,,,,,,,,,,,,,,,
2023/09/13 20:38:47.1053,82.431,965.26,9.51,31.4,10.18,2023/09/13,13:39:00,7.2234736,61.6736032,283.601,9,13-DS,7.22221698072289,61.6742564060241,ASCENT,ASCENT,START
2023/09/13 20:38:47.1450,82.471,965.01,9.53,31.6,10.15,2023/09/13,13:39:01,7.2233918,61.6736415,298.805,7,13-DS,,,ASCENT,ASCENT,
2023/09/13 20:38:47.1691,82.495,964.81,9.43,32,10.11,2023/09/13,13:39:02,7.2233236,61.6736574,307.182,9,13-DS,,,ASCENT,ASCENT,
2023/09/13 20:38:47.1908,82.516,964.57,9.38,32.2,10.09,2023/09/13,13:39:03,7.2232808,61.6736766,316.807,7,13-DS,,,ASCENT,ASCENT,
2023/09/13 20:38:47.2156,82.541,964.41,9.38,32.4,10.05,2023/09/13,13:39:04,7.2232453,61.6736957,324.844,8,13-DS,,,ASCENT,ASCENT,
2023/09/13 20:38:47.2473,82.573,964.19,9.36,32.5,10.01,2023/09/13,13:39:05,7.2231986,61.6737097,331.118,8,13-DS,,,ASCENT,ASCENT,
2023/09/13 20:38:47.2638,82.589,964.02,9.34,32.6,9.98,2023/09/13,13:39:06,7.2231725,61.6737104,338.813,7,13-DS,,,ASCENT,ASCENT,
