Meﬂstellenbeschreibung:
Logger Seriennummer   :080032322731
Logging Methode: Augenblickswerte
Messintervall: 05 min Speicherintervall: 00:05:00 Messungen: 1
Datum	Zeit	  1.Temperatur    [∞C]	  2.rel.Feuchte    [%]	
14.09.23	04:50:00	   4,89866	   69,2995	
14.09.23	04:55:00	   5,29915	   67,0085	
14.09.23	05:00:00	   4,41758	   70,8089	
14.09.23	05:05:00	   4,22955	   71,7186	
14.09.23	05:10:00	   4,49817	   71,3599	
14.09.23	05:15:00	   4,35897	   71,6392	
14.09.23	05:20:00	   4,74969	   69,8794	
14.09.23	05:25:00	   4,27839	   74,7299	
14.09.23	05:30:00	   4,10989	   72,8098	
14.09.23	05:35:00	    4,3199	   73,6187	
14.09.23	05:40:00	   4,04884	   74,0293	
14.09.23	05:45:00	    4,4884	   71,5888	
14.09.23	05:50:00	   4,34921	   72,0391	
14.09.23	05:55:00	   4,24908	   72,0085	
14.09.23	06:00:00	   5,08913	   69,0095	
14.09.23	06:05:00	    4,8083	   70,3495	
14.09.23	06:10:00	   4,73993	   69,8199	
14.09.23	06:15:00	   4,67888	   70,3098	
14.09.23	06:20:00	   5,00855	   69,4093	
14.09.23	06:25:00	   4,76923	   70,6197	
14.09.23	06:30:00	   4,44933	   72,8098	
14.09.23	06:35:00	   4,34921	   72,9594	
14.09.23	06:40:00	    4,4884	   72,4191	
14.09.23	06:45:00	    4,5177	   72,7488	
14.09.23	06:50:00	   4,39805	   72,3291	
14.09.23	06:55:00	    4,4591	   72,0589	
14.09.23	07:00:00	   4,38828	   72,8098	
14.09.23	07:05:00	   4,56899	   71,4087	
14.09.23	07:10:00	    4,4591	   71,6499	
14.09.23	07:15:00	   4,67888	   71,4499	
14.09.23	07:20:00	   5,00855	   70,0992	
14.09.23	07:25:00	   4,08791	    73,199	
14.09.23	07:30:00	   4,46886	   72,1993	
14.09.23	07:35:00	   4,54945	   71,8498	
14.09.23	07:40:00	   4,83761	   70,9295	
14.09.23	07:45:00	   5,10867	   70,2686	
14.09.23	07:50:00	   4,59829	   71,4988	
14.09.23	07:55:00	   4,97924	   69,5589	
14.09.23	08:00:00	   5,60928	   66,2195	
14.09.23	08:05:00	    5,0696	   69,7695	
14.09.23	08:10:00	   4,89866	   71,2897	
14.09.23	08:15:00	   4,91819	   69,9588	
14.09.23	08:20:00	   5,10867	   69,2186	
14.09.23	08:25:00	   5,28938	   68,9194	
14.09.23	08:30:00	   4,66911	   70,3495	
14.09.23	08:35:00	   5,31868	   68,6096	
14.09.23	08:40:00	   5,01831	   69,5085	
14.09.23	08:45:00	   5,15995	   68,5485	
14.09.23	08:50:00	    5,0696	   70,0595	
14.09.23	08:55:00	   5,36996	   67,8694	
14.09.23	09:00:00	   4,79853	   70,0992	
14.09.23	09:05:00	   5,39927	   68,2387	
14.09.23	09:10:00	    5,3895	   68,2387	
14.09.23	09:15:00	   5,59951	   67,2192	
14.09.23	09:20:00	   5,13797	   68,5699	
14.09.23	09:25:00	   5,11844	   68,6493	
14.09.23	09:30:00	   5,08913	   71,3095	
14.09.23	09:35:00	   4,98901	   70,7295	
14.09.23	09:40:00	   4,59829	   72,1291	
14.09.23	09:45:00	   5,21856	   69,1987	
14.09.23	09:50:00	   5,91941	   66,2088	
14.09.23	09:55:00	   5,39927	   68,5699	
14.09.23	10:00:00	   6,53968	   63,9591	
14.09.23	10:05:00	   6,04884	   65,8791	
14.09.23	10:10:00	   6,20757	    65,409	
14.09.23	10:15:00	   6,07814	   65,7387	
14.09.23	10:20:00	   6,42979	   64,8794	
14.09.23	10:25:00	   6,46886	   64,7695	
14.09.23	10:30:00	   5,73871	   67,3397	
14.09.23	10:35:00	   6,01954	   66,2897	
14.09.23	10:40:00	    6,1978	   66,1187	
14.09.23	10:45:00	   6,00977	   66,5995	
14.09.23	10:50:00	   6,15873	   66,1386	
14.09.23	10:55:00	   6,60806	   64,2995	
14.09.23	11:00:00	   6,71795	   64,4292	
14.09.23	11:05:00	   7,01832	   62,8495	
14.09.23	11:10:00	   6,26862	     65,58	
14.09.23	11:15:00	   6,57875	   64,7787	
14.09.23	11:20:00	   6,37851	   65,0595	
14.09.23	11:25:00	   6,69841	   64,4689	
14.09.23	11:30:00	   6,56899	   64,5391	
14.09.23	11:35:00	   6,81807	   64,0293	
14.09.23	11:40:00	   6,66911	   64,8596	
14.09.23	11:45:00	   7,13797	   62,4191	
14.09.23	11:50:00	   7,82906	   60,6288	
14.09.23	11:55:00	   7,02808	   62,6786	
14.09.23	12:00:00	   7,30891	   65,4594	
14.09.23	12:05:00	   6,81807	   64,8886	
14.09.23	12:10:00	   6,40781	   66,8987	
14.09.23	12:15:00	   6,36874	   66,0791	
14.09.23	12:20:00	    6,4884	   65,0198	
14.09.23	12:25:00	   7,30891	   62,6496	
14.09.23	12:30:00	   7,08913	   62,8098	
14.09.23	12:35:00	   6,92796	   63,1487	
14.09.23	12:40:00	   7,89988	   60,3587	
14.09.23	12:45:00	   7,69963	   60,7891	
14.09.23	12:50:00	   7,49939	   62,3596	
14.09.23	12:55:00	   7,02808	   63,6096	
14.09.23	13:00:00	   6,78877	   64,3391	
14.09.23	13:05:00	   6,66911	   65,2198	
14.09.23	13:10:00	   6,69841	   65,3388	
14.09.23	13:15:00	   6,42979	   66,1996	
14.09.23	13:20:00	   6,95971	   64,8794	
14.09.23	13:25:00	   6,88889	   64,2598	
14.09.23	13:30:00	   7,08913	   63,7195	
14.09.23	13:35:00	   7,46764	   63,6187	
14.09.23	13:40:00	    8,1685	   60,6685	
14.09.23	13:45:00	    7,8486	    61,569	
14.09.23	13:50:00	   7,78999	   61,7094	
14.09.23	13:55:00	   7,53846	   62,2299	
14.09.23	14:00:00	   7,27961	     63,37	
14.09.23	14:05:00	   8,09768	   61,2988	
14.09.23	14:10:00	   8,07814	   60,9295	
14.09.23	14:15:00	   8,07814	   60,4686	
14.09.23	14:20:00	   7,56777	   62,5794	
14.09.23	14:25:00	   7,91941	   62,1398	
14.09.23	14:30:00	    8,1685	   60,9295	
14.09.23	14:35:00	   8,00977	     60,87	
14.09.23	14:40:00	   7,91941	   61,6987	
14.09.23	14:45:00	   7,39927	   62,4893	
14.09.23	14:50:00	   7,50916	   62,5397	
14.09.23	14:55:00	    8,3199	   58,8187	
14.09.23	15:00:00	   7,79976	    61,189	
14.09.23	15:05:00	   7,82906	   62,1886	
14.09.23	15:10:00	    9,3895	   56,9795	
14.09.23	15:15:00	   9,72894	   53,6691	
14.09.23	15:20:00	   9,53846	   56,4591	
14.09.23	15:25:00	   9,60928	   55,8486	
14.09.23	15:30:00	   10,6178	   53,0891	
14.09.23	15:35:00	   10,9499	   52,3794	
14.09.23	15:40:00	   11,3895	   50,7799	
14.09.23	15:45:00	   11,1893	   51,4591	
14.09.23	15:50:00	   11,1795	   52,0788	
14.09.23	15:55:00	   11,0891	   53,1395	
14.09.23	16:00:00	   9,63858	   64,4689	
14.09.23	16:05:00	   9,62882	   66,9689	
14.09.23	16:10:00	   9,68987	   65,9585	
14.09.23	16:15:00	   8,97924	   69,2186	
14.09.23	16:20:00	   8,76923	   72,0299	
14.09.23	16:25:00	   10,0488	   61,5598	
14.09.23	16:30:00	   9,76801	   64,4795	
14.09.23	16:35:00	   9,52869	   64,5498	
14.09.23	16:40:00	   9,62882	   65,1496	
14.09.23	16:45:00	   9,51893	   65,6487	
14.09.23	16:50:00	   9,02808	   71,4896	
14.09.23	16:55:00	   8,62759	   70,7189	
14.09.23	17:00:00	   8,36874	   69,2491	
14.09.23	17:05:00	   7,10867	   72,9792	
14.09.23	17:10:00	   7,71917	   73,5089	
14.09.23	17:15:00	   7,46764	   73,5394	
14.09.23	17:20:00	   8,00977	    74,069	
14.09.23	17:25:00	    8,1978	   74,3193	
14.09.23	17:30:00	   7,65812	   76,4194	
14.09.23	17:35:00	   7,64835	   74,7985	
14.09.23	17:40:00	   7,53846	   75,7585	
14.09.23	17:45:00	   7,88767	   76,5797	
14.09.23	17:50:00	   7,98779	   76,7888	
14.09.23	17:55:00	   7,76801	   78,6386	
14.09.23	18:00:00	   7,54823	   80,0198	
14.09.23	18:05:00	   7,47985	   79,1194	
14.09.23	18:10:00	   7,53846	     81,83	
14.09.23	18:15:00	   7,57998	   82,9396	
14.09.23	18:20:00	   7,51893	   84,5391	
14.09.23	18:25:00	   7,16972	   82,7396	
14.09.23	18:30:00	   6,97924	   88,7698	
14.09.23	18:35:00	   6,78877	   88,1593	
14.09.23	18:40:00	    6,4884	     89,91	
14.09.23	18:45:00	   6,85958	   90,8791	
14.09.23	18:50:00	   6,67888	   90,0687	
14.09.23	18:55:00	   6,82784	   90,8089	
14.09.23	19:00:00	   6,12943	   88,9591	
14.09.23	19:05:00	   6,32967	   89,8397	
14.09.23	19:10:00	    5,3895	    87,909	
14.09.23	19:15:00	   5,91941	   90,8486	
14.09.23	19:20:00	   6,00977	   88,7897	
14.09.23	19:25:00	   5,88767	   88,6691	
14.09.23	19:30:00	   6,01954	    88,689	
14.09.23	19:35:00	   5,04762	   86,9292	
14.09.23	19:40:00	   5,29915	   86,2088	
14.09.23	19:45:00	   5,08913	   86,3187	
14.09.23	19:50:00	   5,71917	   87,3199	
14.09.23	19:55:00	    5,4188	   83,8187	
14.09.23	20:00:00	   5,36996	   81,6697	
14.09.23	20:05:00	   5,24786	   83,6294	
14.09.23	20:10:00	   5,11844	   82,7686	
14.09.23	20:15:00	   5,35775	   81,7796	
14.09.23	20:20:00	   5,04762	   80,2686	
14.09.23	20:25:00	   5,95849	   78,0189	
14.09.23	20:30:00	   5,97802	   81,0089	
14.09.23	20:35:00	   5,61905	     86,83	
14.09.23	20:40:00	   5,43834	   88,1792	
14.09.23	20:45:00	   6,04884	   82,5992	
14.09.23	20:50:00	   5,52869	   80,9585	
14.09.23	20:55:00	   5,60928	   79,2888	
14.09.23	21:00:00	   5,29915	   81,6987	
14.09.23	21:05:00	   5,49939	   80,1786	
14.09.23	21:10:00	   5,17949	   83,8889	
14.09.23	21:15:00	   5,22833	   85,8196	
14.09.23	21:20:00	     4,779	     84,62	
14.09.23	21:25:00	   4,94994	   86,2897	
14.09.23	21:30:00	   4,95971	   82,3993	
14.09.23	21:35:00	   5,66789	   87,8892	
14.09.23	21:40:00	   5,52869	   88,7195	
14.09.23	21:45:00	   5,53846	   88,7592	
14.09.23	21:50:00	   5,26984	   89,2399	
14.09.23	21:55:00	   4,93773	   88,2998	
14.09.23	22:00:00	   4,66911	   88,7195	
14.09.23	22:05:00	    4,5177	   90,8593	
14.09.23	22:10:00	   4,46886	    90,119	
14.09.23	22:15:00	   4,38828	   89,9298	
14.09.23	22:20:00	   4,76923	     89,62	
14.09.23	22:25:00	   5,25763	   87,1093	
14.09.23	22:30:00	    6,1978	     84,04	
14.09.23	22:35:00	   6,07814	   90,7387	
14.09.23	22:40:00	   5,57998	   89,4689	
14.09.23	22:45:00	   5,45788	   90,4594	
14.09.23	22:50:00	   5,07937	     89,04	
14.09.23	22:55:00	   5,07937	   92,2085	
14.09.23	23:00:00	   5,17949	   92,2985	
14.09.23	23:05:00	   4,28816	   93,3196	
14.09.23	23:10:00	   4,12943	   92,8495	
14.09.23	23:15:00	    4,6398	   90,3388	
14.09.23	23:20:00	   4,83761	    86,279	
14.09.23	23:25:00	   5,07937	   89,8092	
14.09.23	23:30:00	   5,35775	   92,7198	
14.09.23	23:35:00	   5,49939	   93,4295	
14.09.23	23:40:00	   5,43834	    94,649	
14.09.23	23:45:00	   4,76923	   92,2894	
14.09.23	23:50:00	   5,36996	   95,0687	
14.09.23	23:55:00	   4,89866	   94,1789	
15.09.23	00:00:00	   4,54945	   91,8987	
15.09.23	00:05:00	   4,41758	   93,1487	
15.09.23	00:10:00	   5,10867	   89,2689	
15.09.23	00:15:00	   4,83761	   89,5391	
15.09.23	00:20:00	   5,01831	   84,9496	
15.09.23	00:25:00	   5,46764	   83,5791	
15.09.23	00:30:00	   4,97924	   84,6291	
15.09.23	00:35:00	   5,21856	   84,2689	
15.09.23	00:40:00	   5,67766	    82,819	
15.09.23	00:45:00	   5,78999	    83,199	
15.09.23	00:50:00	   5,85836	   84,8092	
15.09.23	00:55:00	   5,53846	   83,5592	
15.09.23	01:00:00	   5,52869	   82,6389	
15.09.23	01:05:00	   5,67766	   83,7195	
15.09.23	01:10:00	    5,4188	   83,2494	
15.09.23	01:15:00	   5,52869	   89,4292	
15.09.23	01:20:00	   5,01831	   87,4893	
15.09.23	01:25:00	   5,66789	   86,2286	
15.09.23	01:30:00	     5,558	   90,8898	
15.09.23	01:35:00	   5,29915	   93,5897	
15.09.23	01:40:00	   4,83761	   93,2097	
15.09.23	01:45:00	   4,72772	   94,5498	
15.09.23	01:50:00	   5,07937	     94,91	
15.09.23	01:55:00	   4,69841	   89,7695	
15.09.23	02:00:00	   5,24786	     87,41	
15.09.23	02:05:00	   5,24786	   86,3095	
15.09.23	02:10:00	    5,4188	   89,3987	
15.09.23	02:15:00	   5,42857	   86,8498	
15.09.23	02:20:00	   5,50916	   89,5391	
15.09.23	02:25:00	   5,61905	   85,9997	
15.09.23	02:30:00	   6,47863	   85,6288	
15.09.23	02:35:00	   5,71917	   86,6896	
15.09.23	02:40:00	   5,68987	    85,409	
15.09.23	02:45:00	   5,68987	   89,9191	
15.09.23	02:50:00	   5,66789	   90,9188	
15.09.23	02:55:00	   5,50916	   93,2585	
15.09.23	03:00:00	   5,28938	   94,4994	
15.09.23	03:05:00	   4,72772	   93,6294	
15.09.23	03:10:00	   5,67766	   90,3098	
15.09.23	03:15:00	   5,64835	   85,8593	
15.09.23	03:20:00	   6,54945	   87,0498	
15.09.23	03:25:00	   6,66911	   85,2198	
15.09.23	03:30:00	   5,74847	   84,7085	
15.09.23	03:35:00	   5,48962	    85,899	
15.09.23	03:40:00	   5,49939	   92,9792	
15.09.23	03:45:00	   5,35775	    90,319	
15.09.23	03:50:00	   5,13797	   90,5495	
15.09.23	03:55:00	   5,90965	   91,4988	
15.09.23	04:00:00	   6,75946	   89,5894	
15.09.23	04:05:00	   5,60928	   86,5293	
15.09.23	04:10:00	   5,74847	   85,1389	
15.09.23	04:15:00	   5,93895	   84,0095	
15.09.23	04:20:00	   7,01832	   83,4997	
15.09.23	04:25:00	   5,68987	   84,3086	
15.09.23	04:30:00	   6,23932	   84,3697	
15.09.23	04:35:00	   5,88767	   85,4487	
15.09.23	04:40:00	   5,90965	   83,9896	
15.09.23	04:45:00	   5,78999	     92,12	
15.09.23	04:50:00	   5,25763	   91,2393	
15.09.23	04:55:00	   5,22833	   93,8385	
15.09.23	05:00:00	   5,32845	   94,1499	
15.09.23	05:05:00	   4,86935	   95,2289	
15.09.23	05:10:00	   5,01831	   95,3098	
15.09.23	05:15:00	   5,17949	   96,3996	
15.09.23	05:20:00	   5,88767	   92,6099	
15.09.23	05:25:00	   5,48962	   91,7186	
15.09.23	05:30:00	   5,59951	   91,3385	
15.09.23	05:35:00	   6,47863	   88,8797	
15.09.23	05:40:00	   5,94872	   88,3089	
15.09.23	05:45:00	   5,83883	   85,7799	
15.09.23	05:50:00	    6,1978	   85,9799	
15.09.23	05:55:00	   6,00977	   84,4185	
15.09.23	06:00:00	   6,37851	   86,4789	
15.09.23	06:05:00	   6,36874	   84,2186	
15.09.23	06:10:00	    6,1685	   86,1096	
15.09.23	06:15:00	   5,93895	   87,8297	
15.09.23	06:20:00	   5,90965	   86,6697	
15.09.23	06:25:00	   5,45788	    86,369	
15.09.23	06:30:00	   5,53846	   87,3687	
15.09.23	06:35:00	   5,78999	   86,9689	
15.09.23	06:40:00	   5,77778	   85,1694	
15.09.23	06:45:00	   5,35775	   86,0089	
15.09.23	06:50:00	   5,90965	   88,3196	
15.09.23	06:55:00	   5,91941	   85,8593	
15.09.23	07:00:00	   5,53846	   87,3397	
15.09.23	07:05:00	   5,61905	   87,8495	
15.09.23	07:10:00	   5,78999	   89,5299	
15.09.23	07:15:00	   5,60928	   86,6087	
15.09.23	07:20:00	    5,0696	   86,4194	
15.09.23	07:25:00	   5,53846	   87,9991	
15.09.23	07:30:00	   6,44933	   85,2289	
15.09.23	07:35:00	   6,33944	   85,2793	
15.09.23	07:40:00	   6,20757	   83,5195	
15.09.23	07:45:00	   6,33944	   85,1999	
15.09.23	07:50:00	   5,95849	   84,1499	
15.09.23	07:55:00	   5,90965	   87,4298	
15.09.23	08:00:00	   6,08791	   86,8391	
15.09.23	08:05:00	    6,1978	   85,7295	
15.09.23	08:10:00	   6,84982	   83,9988	
15.09.23	08:15:00	   6,07814	   84,4185	
15.09.23	08:20:00	   5,83883	   83,5394	
15.09.23	08:25:00	    6,1685	   83,7698	
15.09.23	08:30:00	    7,0696	   82,6694	
15.09.23	08:35:00	   6,56899	   80,8791	
15.09.23	08:40:00	   5,59951	   94,7695	
15.09.23	08:45:00	   5,78999	   96,7399	
15.09.23	08:50:00	   4,42979	   96,0699	
15.09.23	08:55:00	   5,20879	   97,4496	
15.09.23	09:00:00	   5,15995	   97,6099	
15.09.23	09:05:00	   5,71917	   96,7796	
15.09.23	09:10:00	   5,25763	   89,0995	
15.09.23	09:15:00	   6,75946	   86,3294	
15.09.23	09:20:00	   6,32967	   86,3996	
15.09.23	09:25:00	   6,56899	     85,58	
15.09.23	09:30:00	   6,39805	   83,4493	
15.09.23	09:35:00	   6,62759	   84,5696	
15.09.23	09:40:00	   6,92796	   81,5293	
15.09.23	09:45:00	   6,97924	   82,9396	
15.09.23	09:50:00	   6,97924	   81,8498	
15.09.23	09:55:00	   6,46886	   81,8193	
15.09.23	10:00:00	   6,66911	   84,4689	
15.09.23	10:05:00	   6,88889	   82,7991	
15.09.23	10:10:00	   6,15873	   82,8098	
15.09.23	10:15:00	   6,11966	   80,6395	
15.09.23	10:20:00	   6,82784	   78,5394	
15.09.23	10:25:00	   6,56899	   80,0488	
15.09.23	10:30:00	   6,74969	   81,9689	
15.09.23	10:35:00	   7,13797	   79,8687	
15.09.23	10:40:00	    10,188	   85,0397	
15.09.23	10:45:00	   9,65812	     83,37	
15.09.23	10:50:00	   9,60928	   88,8797	
15.09.23	10:55:00	   9,56777	   90,3297	
15.09.23	11:00:00	   9,31868	   85,1893	
15.09.23	11:05:00	   9,21856	   90,4792	
15.09.23	11:10:00	   9,16972	   91,0287	
15.09.23	11:15:00	    9,0696	   90,4899	
15.09.23	11:20:00	   8,86935	   86,9795	
15.09.23	11:25:00	   8,85958	   91,1691	
15.09.23	11:30:00	   8,82784	   92,0192	
15.09.23	11:35:00	   8,86935	    93,199	
15.09.23	11:40:00	   8,87912	   91,8086	
15.09.23	11:45:00	   8,79853	   86,5888	
15.09.23	11:50:00	   8,76923	   87,5198	
15.09.23	11:55:00	   8,78877	   84,6886	
15.09.23	12:00:00	    8,8083	   86,7888	
15.09.23	12:05:00	   8,86935	   86,9399	
15.09.23	12:10:00	   8,76923	   85,9692	
15.09.23	12:15:00	   8,86935	   89,1392	
15.09.23	12:20:00	   9,13797	   90,4396	
15.09.23	12:25:00	   9,37973	   90,1694	
15.09.23	12:30:00	   9,63858	     91,25	
15.09.23	12:35:00	   9,66789	   83,7698	
15.09.23	12:40:00	   9,40904	   80,8898	
15.09.23	12:45:00	    9,0989	   82,6999	
15.09.23	12:50:00	   8,85958	   81,4591	
15.09.23	12:55:00	   8,54945	    83,399	
15.09.23	13:00:00	   8,43956	   85,7998	
15.09.23	13:05:00	    8,4591	   87,3291	
15.09.23	13:10:00	   8,40781	   86,4286	
15.09.23	13:15:00	   8,50794	   89,4994	
15.09.23	13:20:00	   8,72772	   91,1096	
15.09.23	13:25:00	   8,90842	   91,6087	
15.09.23	13:30:00	   9,25763	   93,9087	
15.09.23	13:35:00	   9,89988	   96,1096	
15.09.23	13:40:00	   10,5983	    97,149	
15.09.23	13:45:00	   10,9084	   97,1886	
15.09.23	13:50:00	   10,8987	   96,3095	
15.09.23	13:55:00	   11,0891	   95,2686	
15.09.23	14:00:00	   11,2283	   95,2793	
15.09.23	14:05:00	   11,6288	   96,3599	
15.09.23	14:10:00	   11,8095	    96,569	
15.09.23	14:15:00	   12,1099	   96,9994	
15.09.23	14:20:00	   12,2589	   97,1093	
15.09.23	14:25:00	    12,359	   97,0498	
15.09.23	14:30:00	    12,359	   96,6697	
15.09.23	14:35:00	   12,8596	     77,79	
15.09.23	14:40:00	   13,1697	   78,9087	
15.09.23	14:45:00	   14,9988	   73,3593	
15.09.23	14:50:00	   16,7399	   66,5888	
15.09.23	14:55:00	   18,0293	   60,7387	
15.09.23	15:00:00	   18,5495	     57,79	
15.09.23	15:05:00	   18,9499	    56,279	
15.09.23	15:10:00	   19,2283	   54,2186	
15.09.23	15:15:00	   19,5385	   53,4295	
15.09.23	15:20:00	   19,8486	   54,1285	
15.09.23	15:25:00	   20,0098	   51,8193	
15.09.23	15:30:00	   20,1392	   51,0897	
15.09.23	15:35:00	   20,1978	   51,3996	
15.09.23	15:40:00	   20,3492	   50,0595	
15.09.23	15:45:00	   20,5079	   49,3498	
15.09.23	15:50:00	   20,5397	   50,6487	
15.09.23	15:55:00	   20,5397	   51,5095	
15.09.23	16:00:00	   20,5299	   50,8288	
15.09.23	16:05:00	   20,5299	   49,5498	
15.09.23	16:10:00	   20,5299	   49,1789	
15.09.23	16:15:00	   20,5079	    49,939	
15.09.23	16:20:00	   20,6276	   49,3895	
15.09.23	16:25:00	   20,6984	     49,04	
15.09.23	16:30:00	   20,7497	   49,1392	
15.09.23	16:35:00	   20,7888	   49,2796	
15.09.23	16:40:00	   20,8083	   49,7985	
15.09.23	16:45:00	   20,8498	   49,0186	
15.09.23	16:50:00	   20,8498	   48,6386	
15.09.23	16:55:00	   20,9377	   48,5195	
15.09.23	17:00:00	   20,9597	   48,6294	
15.09.23	17:05:00	   20,9792	   48,9393	
15.09.23	17:10:00	   20,9597	   48,5791	
15.09.23	17:15:00	   20,9597	   48,2494	
15.09.23	17:20:00	    20,989	   48,4188	
15.09.23	17:25:00	   21,0281	   48,3486	
15.09.23	17:30:00	   21,0281	   48,3089	
15.09.23	17:35:00	   21,0183	   48,7195	
15.09.23	17:40:00	   21,0183	   48,1685	
15.09.23	17:45:00	   20,9792	   48,7393	
15.09.23	17:50:00	   21,0183	   48,5897	
15.09.23	17:55:00	   21,0598	   48,1792	
15.09.23	18:00:00	   21,0598	   49,1697	
15.09.23	18:05:00	   21,0598	   48,9286	
15.09.23	18:10:00	    20,989	   49,0598	
15.09.23	18:15:00	   20,9499	     48,37	
15.09.23	18:20:00	   20,9792	   48,2494	
15.09.23	18:25:00	    20,989	   48,2692	
15.09.23	18:30:00	   20,9792	   48,7393	
15.09.23	18:35:00	   20,8889	   48,4799	
15.09.23	18:40:00	   20,8889	   48,5287	
15.09.23	18:45:00	   20,8791	   48,6996	
15.09.23	18:50:00	   20,8889	   48,4386	
15.09.23	18:55:00	   20,9377	   48,4096	
15.09.23	19:00:00	   20,9182	   48,2692	
15.09.23	19:05:00	   20,9182	   48,5089	
15.09.23	19:10:00	   20,8889	   48,4692	
15.09.23	19:15:00	   20,9084	    48,489	
15.09.23	19:20:00	   20,9084	   48,3394	
15.09.23	19:25:00	   20,9084	   48,2494	
15.09.23	19:30:00	   20,9182	   48,2189	
15.09.23	19:35:00	   20,8889	   48,5699	
15.09.23	19:40:00	   20,8791	   48,4295	
15.09.23	19:45:00	   20,9084	   48,3394	
15.09.23	19:50:00	   20,8791	   48,8599	
15.09.23	19:55:00	   20,8376	   48,2585	
15.09.23	20:00:00	    20,779	   48,4997	
15.09.23	20:05:00	   20,7399	   48,4295	
15.09.23	20:10:00	   20,7399	   48,8095	
15.09.23	20:15:00	    20,779	   48,5897	
15.09.23	20:20:00	   20,7497	   48,8385	
15.09.23	20:25:00	   20,7692	   48,3791	
15.09.23	20:30:00	   20,7888	   48,8492	
15.09.23	20:35:00	    20,779	    48,399	
15.09.23	20:40:00	   20,8083	     48,37	
15.09.23	20:45:00	   20,8376	    48,199	
15.09.23	20:50:00	   20,8083	   48,0388	
15.09.23	20:55:00	   20,7692	   48,3486	
15.09.23	21:00:00	   20,6789	   48,2585	
15.09.23	21:05:00	   20,6593	   48,4295	
15.09.23	21:10:00	   20,6984	   48,1899	
15.09.23	21:15:00	   20,7082	   48,4692	
15.09.23	21:20:00	   20,6789	   48,1685	
15.09.23	21:25:00	   20,6593	   48,6187	
15.09.23	21:30:00	   20,6789	   48,7592	
15.09.23	21:35:00	   20,6984	    48,399	
15.09.23	21:40:00	   20,7692	    48,109	
15.09.23	21:45:00	    20,779	   48,2097	
15.09.23	21:50:00	    20,779	   48,4295	
15.09.23	21:55:00	   20,7082	   48,2295	
15.09.23	22:00:00	   20,6691	   48,2692	
15.09.23	22:05:00	   20,6691	   47,9991	
15.09.23	22:10:00	   20,7082	   48,5897	
15.09.23	22:15:00	   20,6593	   48,0388	
15.09.23	22:20:00	   20,5788	   48,1197	
15.09.23	22:25:00	    20,569	   48,5791	
15.09.23	22:30:00	   20,5788	   48,4096	
15.09.23	22:35:00	   20,6276	   48,1487	
15.09.23	22:40:00	   20,6691	    47,909	
15.09.23	22:45:00	   20,6789	   48,1197	
15.09.23	22:50:00	   20,6691	   47,8892	
15.09.23	22:55:00	   20,6276	   47,9289	
15.09.23	23:00:00	   20,5788	   48,0693	
15.09.23	23:05:00	   20,6081	   48,7698	
15.09.23	23:10:00	   20,5495	   48,0693	
15.09.23	23:15:00	   20,5299	   48,0495	
15.09.23	23:20:00	   20,4689	   48,3089	
15.09.23	23:25:00	   20,4786	   48,3486	
15.09.23	23:30:00	   20,5397	   48,2494	
15.09.23	23:35:00	   20,5397	   48,5394	
15.09.23	23:40:00	   20,5788	   48,0693	
15.09.23	23:45:00	    20,569	   47,9686	
15.09.23	23:50:00	   20,5495	   48,0586	
15.09.23	23:55:00	   20,5299	   48,1288	
16.09.23	00:00:00	   20,5397	   48,4096	
16.09.23	00:05:00	   20,4786	   48,0296	
16.09.23	00:10:00	   20,4298	   48,1197	
16.09.23	00:15:00	    20,398	   48,4188	
16.09.23	00:20:00	   20,4176	   48,2998	
16.09.23	00:25:00	   20,4396	   48,2799	
16.09.23	00:30:00	   20,4176	    48,109	
16.09.23	00:35:00	   20,3883	   48,1288	
16.09.23	00:40:00	    20,359	   48,2799	
16.09.23	00:45:00	   20,3687	   48,4295	
16.09.23	00:50:00	   20,4176	   48,5195	
16.09.23	00:55:00	   20,4591	   48,2295	
16.09.23	01:00:00	   20,4982	   47,9396	
16.09.23	01:05:00	   20,4689	   48,1593	
16.09.23	01:10:00	   20,4982	   47,9991	
16.09.23	01:15:00	   20,4689	   48,4096	
16.09.23	01:20:00	   20,5397	   48,1593	
16.09.23	01:25:00	   20,5788	   47,7488	
16.09.23	01:30:00	   20,5397	   47,8999	
16.09.23	01:35:00	   20,4786	   48,4295	
16.09.23	01:40:00	   20,4176	   48,0495	
16.09.23	01:45:00	   20,3883	   48,1685	
16.09.23	01:50:00	   20,4176	   48,0891	
16.09.23	01:55:00	   20,4298	   48,0098	
16.09.23	02:00:00	   20,3883	   48,2097	
16.09.23	02:05:00	    20,398	   48,1899	
16.09.23	02:10:00	    20,398	   48,1197	
16.09.23	02:15:00	   20,4591	    48,199	
16.09.23	02:20:00	   20,4786	   47,8999	
16.09.23	02:25:00	   20,4786	   47,8785	
16.09.23	02:30:00	   20,4689	   47,8892	
16.09.23	02:35:00	   20,4591	   47,8495	
16.09.23	02:40:00	    20,359	   48,0189	
16.09.23	02:45:00	   20,2979	   48,2097	
16.09.23	02:50:00	   20,2882	   48,2494	
16.09.23	02:55:00	   20,3199	   48,1899	
16.09.23	03:00:00	   20,3492	    48,199	
16.09.23	03:05:00	   20,3297	   48,0586	
16.09.23	03:10:00	   20,3297	   48,0998	
16.09.23	03:15:00	   20,3199	   48,0891	
